        Frequency / MHz                Port 1 [1] (8)/arg,degrees
                   189.5                      -51.463093
                  189.76                      -51.481818
                  190.02                      -51.474715
                  190.28                      -51.437339
                  190.54                      -51.365463
                   190.8                      -51.255067
                  191.06                      -51.102304
                  191.32                      -50.903425
                  191.58                      -50.654701
                  191.84                      -50.352345
                   192.1                      -49.992469
                  192.36                      -49.571064
                  192.62                      -49.084008
                  192.88                      -48.527082
                  193.14                      -47.895973
                   193.4                      -47.186277
                  193.66                      -46.393484
                  193.92                      -45.512994
                  194.18                      -44.540143
                  194.44                       -43.47029
                   194.7                       -42.29894
                  194.96                      -41.021911
                  195.22                      -39.635532
                  195.48                      -38.136861
                  195.74                      -36.523926
                     196                      -34.795987
                  196.26                      -32.953843
                  196.52                      -31.000162
                  196.78                      -28.939834
                  197.04                      -26.780301
                   197.3                      -24.531808
                  197.56                      -22.207523
                  197.82                      -19.823477
                  198.08                      -17.398309
                  198.34                      -14.952839
                   198.6                      -12.509488
                  198.86                      -10.091603
                  199.12                      -7.7227261
                  199.38                      -5.4258433
                  199.64                      -3.2226879
                   199.9                      -1.1331379
                  200.16                      0.82522282
                  200.42                       2.6373454
                  200.68                       4.2907518
                  200.94                       5.7753989
                   201.2                         7.08343
                  201.46                       8.2088764
                  201.72                       9.1473622
                  201.98                       9.8958361
                  202.24                       10.452338
                   202.5                       10.815794
                  202.76                       10.985852
                  203.02                       10.962747
                  203.28                       10.747248
                  203.54                       10.340681
                   203.8                       9.7450418
                  204.06                       8.9631975
                  204.32                       7.9991359
                  204.58                       6.8582379
                  204.84                       5.5475379
                   205.1                       4.0759507
                  205.36                       2.4544518
                  205.62                       0.6961972
                  205.88                      -1.1834404
                  206.14                      -3.1669515
                   206.4                      -5.2349238
                  206.66                      -7.3664503
                  206.92                      -9.5397025
                  207.18                      -11.732617
                  207.44                      -13.923618
                   207.7                      -16.092287
                  207.96                      -18.219917
                  208.22                      -20.289916
                  208.48                      -22.288054
                  208.74                      -24.202588
                     209                      -26.024256
                  209.26                      -27.746178
                  209.52                      -29.363655
                  209.78                      -30.873892
                  210.04                      -32.275661
                   210.3                      -33.568953
                  210.56                      -34.754655
                  210.82                      -35.834273
                  211.08                      -36.809725
                  211.34                      -37.683171
                   211.6                      -38.456876
                  211.86                      -39.133076
                  212.12                      -39.713846
                  212.38                      -40.200981
                  212.64                      -40.595898
                   212.9                      -40.899584
                  213.16                      -41.112574
                  213.42                      -41.234961
                  213.68                      -41.266397
                  213.94                      -41.206078
                   214.2                      -41.052703
                  214.46                      -40.804431
                  214.72                      -40.458846
                  214.98                      -40.012951
                  215.24                      -39.463202
                   215.5                      -38.805572
                  215.76                       -38.03561
                  216.02                      -37.148504
                  216.28                      -36.139129
                  216.54                      -35.002117
                   216.8                      -33.731982
                  217.06                      -32.323328
                  217.32                      -30.771158
                  217.58                      -29.071269
                  217.84                      -27.220707
                   218.1                      -25.218256
                  218.36                      -23.064938
                  218.62                      -20.764527
                  218.88                      -18.324062
                  219.14                      -15.754331
                   219.4                      -13.070227
                  219.66                      -10.290879
                  219.92                      -7.4394237
                  220.18                      -4.5423815
                  220.44                      -1.6286514
                   220.7                       1.2717407
                  220.96                       4.1289796
                  221.22                       6.9147216
                  221.48                       9.6031668
                  221.74                       12.171884
                     222                       14.602358
                  222.26                        16.88025
                  222.52                       18.995367
                  222.78                       20.941377
                  223.04                        22.71532
                   223.3                       24.317015
                  223.56                       25.748458
                  223.82                       27.013289
                  224.08                       28.116366
                  224.34                       29.063435
                   224.6                       29.860871
                  224.86                       30.515445
                  225.12                       31.034119
                  225.38                        31.42386
                  225.64                       31.691498
                   225.9                       31.843651
                  226.16                       31.886705
                  226.42                        31.82684
                  226.68                       31.670069
                  226.94                       31.422256
                   227.2                       31.089118
                  227.46                       30.676208
                  227.72                       30.188917
                  227.98                       29.632512
                  228.24                       29.012205
                   228.5                       28.333257
                  228.76                       27.601064
                  229.02                        26.82122
                  229.28                       25.999528
                  229.54                       25.141987
                   229.8                       24.254772
                  230.06                       23.344228
                  230.32                       22.416884
                  230.58                       21.479462
                  230.84                       20.538868
                   231.1                       19.602111
                  231.36                       18.676188
                  231.62                       17.767923
                  231.88                       16.883819
                  232.14                       16.029939
                   232.4                       15.211832
                  232.66                       14.434471
                  232.92                       13.702196
                  233.18                       13.018623
                  233.44                       12.386552
                   233.7                       11.807873
                  233.96                       11.283531
                  234.22                       10.813552
                  234.48                       10.397137
                  234.74                       10.032782
                     235                       9.7184078
                  235.26                       9.4514648
                  235.52                       9.2290274
                  235.78                       9.0479043
                  236.04                       8.9047889
                   236.3                       8.7964615
                  236.56                       8.7200242
                  236.82                       8.6731329
