        Frequency / MHz                Port 1 [1] (7)/arg,degrees
----------------------------------------------------------------------
                      40                       121.69567
                   40.26                       124.60569
                   40.52                       128.18591
                   40.78                       132.62539
                   41.04                       138.15969
                    41.3                       145.05189
                   41.56                       153.52472
                   41.82                       163.61318
                   42.08                       174.96601
                   42.34                      -173.22709
                    42.6                      -161.97761
                   42.86                      -152.05561
                   43.12                      -143.76914
                   43.38                      -137.06125
                   43.64                      -131.70592
                    43.9                       -127.4443
                   44.16                      -124.04521
                   44.42                      -121.32207
                   44.68                      -119.13187
                   44.94                      -117.36864
                    45.2                      -115.95599
                   45.46                      -114.84015
                   45.72                      -113.98405
                   45.98                      -113.36262
                   46.24                      -112.95959
                    46.5                      -112.76579
                   46.76                      -112.77869
                   47.02                      -113.00311
                   47.28                       -113.4525
                   47.54                      -114.15062
                    47.8                      -115.13362
                   48.06                      -116.45239
                   48.32                      -118.17557
                   48.58                      -120.39303
                   48.84                      -123.21934
                    49.1                      -126.79471
                   49.36                      -131.27785
                   49.62                      -136.81972
                   49.88                      -143.50331
                   50.14                      -151.24448
                    50.4                      -159.69293
                   50.66                      -168.23354
                   50.92                      -176.15895
                   51.18                        177.0835
                   51.44                       171.75751
                    51.7                       167.86811
                   51.96                       165.26416
                   52.22                        163.7255
                   52.48                       163.01117
                   52.74                       162.88035
                      53                       163.10181
                   53.26                        163.4619
                   53.52                       163.77409
                   53.78                       163.88878
                   54.04                       163.70091
                    54.3                       163.15297
                   54.56                        162.2331
                   54.82                       160.96911
                   55.08                       159.41972
                   55.34                       157.66457
                    55.6                       155.79393
                   55.86                       153.89915
                   56.12                        152.0649
                   56.38                       150.36377
                   56.64                       148.85382
                    56.9                       147.57878
                   57.16                       146.57013
                   57.42                       145.85015
                   57.68                       145.43507
                   57.94                        145.3375
                    58.2                       145.56819
                   58.46                       146.13695
                   58.72                       147.05296
                   58.98                       148.32454
                   59.24                       149.95832
                    59.5                       151.95758
                   59.76                       154.31968
                   60.02                        157.0325
                   60.28                       160.07056
                   60.54                       163.39141
                    60.8                       166.93391
                   61.06                       170.61917
                   61.32                       174.35489
                   61.58                        178.0424
                   61.84                      -178.41513
                    62.1                       -175.1051
                   62.36                      -172.09999
                   62.62                      -169.45483
                   62.88                      -167.20732
                   63.14                      -165.37999
                    63.4                      -163.98348
                   63.66                      -163.02013
                   63.92                      -162.48704
                   64.18                      -162.37833
                   64.44                      -162.68614
                    64.7                      -163.40061
                   64.96                      -164.50887
                   65.22                      -165.99347
                   65.48                      -167.83063
                   65.74                      -169.98853
                      66                      -172.42607
                   66.26                      -175.09221
                   66.52                      -177.92635
                   66.78                       179.13988
                   67.04                       176.17948
                    67.3                       173.26557
                   67.56                       170.46663
                   67.82                       167.84238
                   68.08                       165.44127
                   68.34                       163.29998
                    68.6                       161.44442
                   68.86                       159.89165
                   69.12                       158.65184
                   69.38                       157.72993
                   69.64                        157.1268
                    69.9                       156.84031
                   70.16                       156.86617
                   70.42                       157.19886
                   70.68                       157.83235
                   70.94                       158.76029
                    71.2                       159.97543
                   71.46                       161.46833
                   71.72                       163.22547
                   71.98                       165.22746
                   72.24                       167.44776
                    72.5                       169.85238
                   72.76                       172.40056
                   73.02                       175.04618
                   73.28                       177.73959
                   73.54                       -179.5706
                    73.8                      -176.93553
                   74.06                      -174.40421
                   74.32                      -172.02158
                   74.58                      -169.82684
                   74.84                      -167.85234
                    75.1                      -166.12343
                   75.36                      -164.65902
                   75.62                       -163.4729
                   75.88                      -162.57518
                   76.14                      -161.97358
                    76.4                      -161.67435
                   76.66                      -161.68279
                   76.92                      -162.00341
                   77.18                      -162.63995
                   77.44                      -163.59506
                    77.7                      -164.86974
                   77.96                      -166.46239
                   78.22                      -168.36728
                   78.48                      -170.57266
                   78.74                      -173.05867
                      79                      -175.79554
                   79.26                      -178.74261
                   79.52                       178.15155
                   79.78                       174.94742
                   80.04                       171.71161
                    80.3                       168.51293
                   80.56                       165.41813
                   80.82                       162.48817
                   81.08                       159.77537
                   81.34                       157.32203
                    81.6                       155.16042
                   81.86                       153.31389
                   82.12                       151.79875
                   82.38                       150.62641
                   82.64                       149.80536
                    82.9                       149.34284
                   83.16                       149.24595
                   83.42                       149.52218
                   83.68                       150.17934
                   83.94                       151.22473
                    84.2                       152.66357
                   84.46                        154.4965
                   84.72                       156.71614
                   84.98                       159.30286
                   85.24                        162.2206
                    85.5                       165.41338
                   85.76                        168.8043
                   86.02                       172.29797
                   86.28                       175.78676
                   86.54                       179.16009
                    86.8                      -177.68571
                   87.06                      -174.83916
                   87.32                      -172.36887
                   87.58                      -170.32257
                   87.84                      -168.72904
                    88.1                      -167.60151
                   88.36                      -166.94135
                   88.62                      -166.74113
                   88.88                      -166.98654
                   89.14                      -167.65735
                    89.4                      -168.72734
                   89.66                      -170.16383
                   89.92                      -171.92692
                   90.18                       -173.9691
                   90.44                       -176.2354
                    90.7                      -178.66452
                   90.96                       178.80916
                   91.22                       176.25268
                   91.48                       173.73115
                   91.74                       171.30448
                      92                       169.02467
                   92.26                        166.9342
                   92.52                       165.06544
                   92.78                       163.44121
                   93.04                       162.07602
                    93.3                       160.97761
                   93.56                       160.14851
                   93.82                       159.58741
                   94.08                       159.29008
                   94.34                       159.25016
                    94.6                       159.45946
                   94.86                       159.90825
                   95.12                       160.58527
                   95.38                       161.47757
                   95.64                       162.57027
                    95.9                       163.84621
                   96.16                       165.28562
                   96.42                       166.86591
                   96.68                       168.56167
                   96.94                       170.34501
                    97.2                       172.18607
                   97.46                        174.0538
                   97.72                       175.91681
                   97.98                       177.74431
                   98.24                       179.50695
                    98.5                      -178.82235
                   98.76                      -177.26782
                   99.02                      -175.85034
                   99.28                      -174.58733
                   99.54                      -173.49277
                    99.8                      -172.57745
                  100.06                       -171.8494
                  100.32                      -171.31419
                  100.58                      -170.97531
                  100.84                      -170.83441
                   101.1                      -170.89152
                  101.36                      -171.14512
                  101.62                      -171.59231
                  101.88                       -172.2287
                  102.14                      -173.04846
                   102.4                      -174.04402
                  102.66                      -175.20595
                  102.92                      -176.52268
                  103.18                      -177.98031
                  103.44                      -179.56262
                   103.7                        178.7489
                  103.96                       176.97482
                  104.22                        175.1374
                  104.48                       173.26016
                  104.74                       171.36731
                     105                       169.48311
                  105.26                       167.63119
                  105.52                       165.83392
                  105.78                       164.11184
                  106.04                       162.48336
