        Frequency / MHz                Port 1 [1] (4)/abs,linear
----------------------------------------------------------------------
                      40                       324.52452
                   40.26                        336.8064
                   40.52                       349.71288
                   40.78                       363.30138
                   41.04                       377.63246
                    41.3                       392.76969
                   41.56                       408.78006
                   41.82                       425.73478
                   42.08                       443.71062
                   42.34                        462.7916
                    42.6                       483.07088
                   42.86                       504.65259
                   43.12                       527.65307
                   43.38                         552.201
                   43.64                       578.43559
                    43.9                       606.50182
                   44.16                       636.54143
                   44.42                       668.67804
                   44.68                       702.99425
                   44.94                       739.49821
                    45.2                       778.07713
                   45.46                       818.43565
                   45.72                       860.01947
                   45.98                        901.9303
                   46.24                       942.84799
                    46.5                       980.99045
                   46.76                       1014.1566
                   47.02                       1039.9006
                   47.28                       1055.8587
                   47.54                        1060.186
                    47.8                       1051.9771
                   48.06                       1031.5073
                   48.32                       1000.1831
                   48.58                       960.22459
                   48.84                        914.2161
                    49.1                       864.68867
                   49.36                       813.83721
                   49.62                       763.39227
                   49.88                       714.61156
                   50.14                       668.33995
                    50.4                       625.09594
                   50.66                       585.15813
                   50.92                       548.63939
                   51.18                       515.54487
                   51.44                       485.81455
                    51.7                       459.35275
                   51.96                       436.04714
                   52.22                       415.77978
                   52.48                       398.43197
                   52.74                       383.88469
                      53                       372.01588
                   53.26                       362.69585
                   53.52                       355.78208
                   53.78                       351.11454
                   54.04                       348.51236
                    54.3                       347.77265
                   54.56                       348.67171
                   54.82                        350.9685
                   55.08                       354.41013
                   55.34                       358.73878
                    55.6                       363.69945
                   55.86                       369.04778
                   56.12                       374.55721
                   56.38                       380.02474
                   56.64                        385.2748
                    56.9                       390.16075
                   57.16                       394.56415
                   57.42                       398.39216
                   57.68                       401.57381
                   57.94                       404.05598
                    58.2                       405.79979
                   58.46                        406.7781
                   58.72                       406.97432
                   58.98                       406.38225
                   59.24                       405.00678
                    59.5                       402.86465
                   59.76                       399.98489
                   60.02                       396.40842
                   60.28                       392.18664
                   60.54                       387.37913
                    60.8                       382.05069
                   61.06                       376.26823
                   61.32                        370.0977
                   61.58                       363.60175
                   61.84                       356.83795
                    62.1                       349.85798
                   62.36                       342.70748
                   62.62                       335.42657
                   62.88                       328.05063
                   63.14                       320.61138
                    63.4                       313.13777
                   63.66                       305.65677
                   63.92                        298.1939
                   64.18                       290.77341
                   64.44                       283.41835
                    64.7                       276.15037
                   64.96                        268.9895
                   65.22                         261.954
                   65.48                       255.06018
                   65.74                       248.32243
                      66                       241.75341
                   66.26                       235.36431
                   66.52                       229.16527
                   66.78                       223.16576
                   67.04                        217.3751
                    67.3                        211.8028
                   67.56                       206.45886
                   67.82                       201.35396
                   68.08                       196.49954
                   68.34                       191.90765
                    68.6                       187.59088
                   68.86                         183.562
                   69.12                       179.83379
                   69.38                       176.41867
                   69.64                       173.32847
                    69.9                       170.57425
                   70.16                       168.16613
                   70.42                       166.11323
                   70.68                        164.4236
                   70.94                       163.10426
                    71.2                       162.16117
                   71.46                       161.59921
                   71.72                       161.42211
                   71.98                        161.6324
                   72.24                        162.2312
                    72.5                       163.21817
                   72.76                       164.59132
                   73.02                       166.34693
                   73.28                       168.47954
                   73.54                       170.98199
                    73.8                       173.84556
                   74.06                       177.06019
                   74.32                        180.6147
                   74.58                       184.49706
                   74.84                       188.69467
                    75.1                        193.1945
                   75.36                       197.98319
                   75.62                       203.04704
                   75.88                       208.37186
                   76.14                       213.94271
                    76.4                       219.74347
                   76.66                       225.75645
                   76.92                       231.96178
                   77.18                       238.33686
                   77.44                        244.8558
                    77.7                       251.48889
                   77.96                       258.20206
                   78.22                        264.9565
                   78.48                       271.70834
                   78.74                       278.40841
                      79                       285.00221
                   79.26                       291.42994
                   79.52                       297.62687
                   79.78                       303.52383
