        Frequency / MHz                Port 1 [1] (7)/abs,linear
----------------------------------------------------------------------
                      40                       97.050771
                   40.26                       88.258832
                   40.52                        79.89963
                   40.78                       72.060641
                   41.04                       64.880913
                    41.3                       58.568346
                   41.56                       53.411614
                   41.82                       49.768475
                   42.08                       48.002122
                   42.34                        48.36014
                    42.6                       50.865267
                   42.86                       55.318294
                   43.12                       61.407822
                   43.38                       68.825194
                   43.64                       77.322917
                    43.9                       86.726115
                   44.16                       96.924685
                   44.42                       107.86228
                   44.68                       119.52699
                   44.94                       131.94368
                    45.2                       145.16753
                   45.46                       159.27853
                   45.72                       174.37787
                   45.98                       190.58728
                   46.24                       208.05176
                    46.5                       226.94576
                   46.76                       247.48189
                   47.02                       269.92097
                   47.28                        294.5818
                   47.54                       321.84936
                    47.8                       352.17929
                   48.06                        386.0948
                   48.32                       424.16718
                   48.58                        466.9609
                   48.84                       514.90579
                    49.1                       568.03001
                   49.36                       625.45974
                   49.62                       684.61903
                   49.88                       740.29878
                   50.14                       784.39233
                    50.4                       807.74829
                   50.66                        804.5592
                   50.92                       776.23214
                   51.18                       730.62129
                   51.44                       677.45983
                    51.7                       624.48849
                   51.96                       576.33545
                   52.22                       535.12755
                   52.48                       501.45215
                   52.74                       475.07349
                      53                       455.34017
                   53.26                       441.38301
                   53.52                       432.20341
                   53.78                       426.71829
                   54.04                       423.79738
                    54.3                       422.30865
                   54.56                       421.17545
                   54.82                        419.4416
                   55.08                       416.33546
                   55.34                       411.32085
                    55.6                        404.1225
                   55.86                       394.71801
                   56.12                       383.29671
                   56.38                       370.19541
                   56.64                       355.82714
                    56.9                       340.61837
                   57.16                       324.96481
                   57.42                       309.20801
                   57.68                       293.62884
                   57.94                        278.4519
                    58.2                        263.8548
                   58.46                       249.97849
                   58.72                       236.93704
                   58.98                       224.82631
                   59.24                       213.73169
                    59.5                       203.73473
                   59.76                       194.91811
                   60.02                       187.36793
                   60.28                       181.17301
                   60.54                       176.42067
                    60.8                       173.19032
                   61.06                       171.54597
                   61.32                       171.52978
                   61.58                       173.15806
                   61.84                       176.42033
                    62.1                       181.28122
                   62.36                       187.68421
                   62.62                       195.55598
                   62.88                       204.81059
                   63.14                        215.3523
                    63.4                       227.07656
                   63.66                       239.86819
                   63.92                       253.59627
                   64.18                       268.10565
                   64.44                       283.20597
                    64.7                       298.65971
                   64.96                       314.17213
                   65.22                       329.38581
                   65.48                        343.8832
                   65.74                       357.19938
                      66                       368.84705
                   66.26                       378.35358
                   66.52                       385.30752
                   66.78                       389.40786
                   67.04                       390.50542
                    67.3                       388.62468
                   67.56                       383.95825
                   67.82                       376.83491
                   68.08                       367.67072
                   68.34                       356.91734
                    68.6                       345.01916
                   68.86                        332.3849
                   69.12                        319.3731
                   69.38                       306.28738
                   69.64                       293.37731
                    69.9                       280.84217
                   70.16                        268.8366
                   70.42                       257.47814
                   70.68                       246.85626
                   70.94                       237.04193
                    71.2                       228.09634
                   71.46                       220.07693
                   71.72                       213.04014
                   71.98                       207.04086
                   72.24                        202.1299
                    72.5                       198.35109
                   72.76                       195.73941
                   73.02                       194.32054
                   73.28                       194.11158
                   73.54                       195.12195
                    73.8                       197.35365
                   74.06                       200.80089
                   74.32                       205.44953
                   74.58                       211.27729
                   74.84                       218.25495
                    75.1                       226.34849
                   75.36                        235.5211
                   75.62                       245.73408
                   75.88                       256.94578
                   76.14                       269.10838
                    76.4                       282.16279
                   76.66                       296.03233
                   76.92                       310.61548
                   77.18                       325.77782
                   77.44                        341.3431
                    77.7                       357.08351
                   77.96                       372.71025
                   78.22                       387.86687
                   78.48                        402.1291
                   78.74                        415.0157
                      79                       426.01372
                   79.26                       434.61866
                   79.52                       440.38587
                   79.78                       442.98419
                   80.04                       442.24073
                    80.3                       438.16552
                   80.56                       430.94989
                   80.82                       420.93895
                   81.08                       408.58553
                   81.34                       394.39676
                    81.6                       378.88433
                   81.86                       362.52645
                   82.12                       345.74445
                   82.38                       328.89334
                   82.64                       312.26295
                    82.9                       296.08552
                   83.16                       280.54664
                   83.42                       265.79671
                   83.68                       251.96192
                   83.94                       239.15373
                    84.2                       227.47682
                   84.46                       217.03491
                   84.72                        207.9343
                   84.98                       200.28456
                   85.24                       194.19591
                    85.5                       189.77345
                   85.76                       187.10856
                   86.02                       186.26939
