        Time / ns                i1 (Mesh Pass=4)/real
----------------------------------------------------------------------
                       0                  -6.5618906e-09
             0.068427101                   1.5050422e-06
               0.1368542                   1.7079426e-06
              0.20528132                    1.926325e-06
               0.2737084                   2.1590024e-06
              0.34213552                   2.4040808e-06
              0.41056263                   2.6588089e-06
              0.47898972                   2.9194146e-06
              0.54741681                   3.1809232e-06
              0.61584395                    3.436945e-06
              0.68427104                   3.6794522e-06
              0.75269812                   3.8985345e-06
              0.82112527                   4.0821374e-06
              0.88955235                   4.2157726e-06
              0.95797944                    4.282228e-06
               1.0264065                    4.261251e-06
               1.0948336                   4.1292319e-06
               1.1632608                   3.8588814e-06
               1.2316879                   3.4189043e-06
                1.300115                   2.7736942e-06
               1.3685421                   1.8830384e-06
               1.4369692                   7.0185416e-07
               1.5053962                  -8.2002953e-07
               1.5738233                  -2.7380358e-06
               1.6422505                  -5.1129314e-06
               1.7106776                   -8.010823e-06
               1.7791047                  -1.1503047e-05
               1.8475318                  -1.5665917e-05
               1.9159589                  -2.0580319e-05
                1.984386                  -2.6331114e-05
               2.0528131                  -3.3006327e-05
               2.1212401                  -4.0696093e-05
               2.1896672                  -4.9491329e-05
               2.2580945                  -5.9482085e-05
               2.3265216                  -7.0755559e-05
               2.3949487                  -8.3393752e-05
               2.4633758                  -9.7470664e-05
               2.5318029                  -0.00011304915
                 2.60023                  -0.00013017718
               2.6686571                  -0.00014888374
               2.7370842                  -0.00016917412
               2.8055112                  -0.00019102471
               2.8739383                  -0.00021437733
               2.9423654                  -0.00023913293
               3.0107925                  -0.00026514483
               3.0792196                  -0.00029221151
               3.1476467                  -0.00032006882
                3.216074                  -0.00034838199
               3.2845011                  -0.00037673704
               3.3529282                  -0.00040463233
               3.4213552                   -0.0004314697
               3.4897823                  -0.00045654565
               3.5582094                  -0.00047904285
               3.6266365                  -0.00049802189
               3.6950636                  -0.00051241356
               3.7634907                  -0.00052101212
               3.8319178                  -0.00052246946
               3.9003448                  -0.00051529054
               3.9687719                  -0.00049783074
                4.037199                  -0.00046829507
               4.1056261                  -0.00042473964
               4.1740532                  -0.00036507598
               4.2424803                  -0.00028707841
               4.3109074                  -0.00018839505
