        Frequency / MHz                Port 1 [1] (6)/arg,degrees
----------------------------------------------------------------------
                      40                        58.27995
                   40.26                       59.192078
                   40.52                       60.032605
                   40.78                       60.805374
                   41.04                       61.513454
                    41.3                       62.159569
                   41.56                       62.746467
                   41.82                        63.27716
                   42.08                          63.755
                   42.34                       64.183589
                    42.6                       64.566564
                   42.86                       64.907292
                   43.12                       65.208558
                   43.38                       65.472313
                   43.64                        65.69953
                    43.9                       65.890198
                   44.16                        66.04347
                   44.42                       66.157911
                   44.68                        66.23182
                   44.94                        66.26354
                    45.2                       66.251699
                   45.46                       66.195327
                   45.72                       66.093827
                   45.98                       65.946785
                   46.24                       65.753662
                    46.5                       65.513411
                   46.76                       65.224083
                   47.02                       64.882501
                   47.28                       64.484051
                   47.54                       64.022616
                    47.8                       63.490673
                   48.06                       62.879489
                   48.32                       62.179374
                   48.58                       61.379893
                   48.84                       60.469951
                    49.1                       59.437676
                   49.36                       58.270071
                   49.62                       56.952428
                   49.88                       55.467608
                   50.14                       53.795351
                    50.4                       51.911903
                   50.66                       49.790332
                   50.92                       47.402041
                   51.18                       44.719986
                   51.44                       41.724123
                    51.7                       38.409199
                   51.96                       34.794337
                   52.22                       30.932523
                   52.48                       26.916754
                   52.74                       22.878966
                      53                       18.979457
                   53.26                       15.388302
                   53.52                       12.264312
                   53.78                       9.7382587
                   54.04                       7.9043922
                    54.3                       6.8199218
                   54.56                       6.5090689
                   54.82                       6.9678172
                   55.08                       8.1668123
                   55.34                       10.051806
                    55.6                       12.542801
                   55.86                       15.534226
                   56.12                       18.898659
                   56.38                        22.49547
                   56.64                       26.183526
                    56.9                       29.834891
                   57.16                       33.345718
                   57.42                       36.641773
                   57.68                       39.678233
                   57.94                       42.435304
                    58.2                       44.911852
                   58.46                       47.118917
                   58.72                       49.074242
                   58.98                       50.798242
                   59.24                       52.311386
                    59.5                       53.632749
                   59.76                       54.779406
                   60.02                       55.766371
                   60.28                       56.606828
                   60.54                       57.312462
                    60.8                       57.893749
                   61.06                       58.360147
                   61.32                        58.72015
                   61.58                       58.981214
                   61.84                       59.149593
                    62.1                        59.23014
                   62.36                       59.226122
                   62.62                       59.139095
                   62.88                       58.968881
                   63.14                       58.713638
                    63.4                       58.370019
                   63.66                       57.933377
                   63.92                       57.397975
                   64.18                       56.757136
                   64.44                       56.003303
                    64.7                       55.127956
                   64.96                       54.121384
                   65.22                        52.97232
                   65.48                       51.667468
                   65.74                       50.190989
                      66                       48.524026
                   66.26                       46.644362
                   66.52                       44.526343
                   66.78                       42.141181
                   67.04                       39.457831
                    67.3                       36.444603
                   67.56                        33.07174
                   67.82                        29.31514
                   68.08                       25.161253
                   68.34                       20.612899
                    68.6                        15.69516
                   68.86                       10.459869
                   69.12                       4.9867181
                   69.38                     -0.62070472
                   69.64                      -6.2443041
                    69.9                      -11.764564
                   70.16                      -17.073937
                   70.42                      -22.087013
                   70.68                      -26.745439
                   70.94                      -31.017657
                    71.2                      -34.895001
                   71.46                      -38.386134
                   71.72                      -41.511365
                   71.98                      -44.297771
                   72.24                      -46.775433
                    72.5                      -48.974768
                   72.76                      -50.924795
                   73.02                      -52.652108
                   73.28                      -54.180369
                   73.54                      -55.530175
                    73.8                      -56.719163
                   74.06                      -57.762268
                   74.32                      -58.672068
                   74.58                      -59.459142
                   74.84                      -60.132411
                    75.1                      -60.699435
                   75.36                      -61.166643
                   75.62                      -61.539488
                   75.88                      -61.822556
                   76.14                      -62.019612
                    76.4                      -62.133629
                   76.66                      -62.166798
                   76.92                      -62.120559
                   77.18                      -61.995644
                   77.44                      -61.792158
                    77.7                      -61.509702
                   77.96                      -61.147519
                   78.22                      -60.704678
                   78.48                       -60.18028
                   78.74                      -59.573674
                      79                      -58.884687
                   79.26                      -58.113852
                   79.52                      -57.262636
                   79.78                      -56.333668
                   80.04                      -55.330959
                    80.3                      -54.260108
                   80.56                      -53.128487
                   80.82                      -51.945382
                   81.08                      -50.722075
