        Frequency / MHz                Port 1 [1] (28)/abs,linear
                  287.52                       148.53925
                  287.78                       146.81171
                  288.04                       145.32676
                   288.3                       144.05474
                  288.56                        142.8317
                  288.82                       141.47523
                  289.08                       139.91502
                  289.34                       138.24331
                   289.6                       136.64973
                  289.86                       135.28769
                  290.12                       134.16519
                  290.38                       133.13698
                  290.64                       132.00683
                   290.9                       130.66826
                  291.16                       129.18142
                  291.42                       127.73095
                  291.68                       126.49569
                  291.94                       125.52141
                   292.2                       124.68596
                  292.46                       123.78469
                  292.72                       122.67733
                  292.98                       121.38972
                  293.24                       120.09646
                   293.5                       118.99756
                  293.76                       118.17609
                  294.02                       117.53658
                  294.28                        116.8709
                  294.54                       116.00768
                   294.8                       114.93688
                  295.06                       113.81854
                  295.32                       112.86982
                  295.58                       112.21018
                  295.84                       111.77371
                   296.1                       111.35337
                  296.36                       110.74934
                  296.62                       109.91451
                  296.88                       108.99037
                  297.14                       108.20728
                   297.4                       107.72013
                  297.66                       107.49506
                  297.92                       107.33028
                  298.18                       107.00009
                  298.44                       106.41922
                   298.7                       105.70666
                  298.96                       105.10221
                  299.22                       104.79521
                  299.48                       104.78638
                  299.74                       104.88326
                     300                       104.83673

