        Time / ns                o2 [pw]/real
                10.73553                  -7.9171804e-07
               10.803909                  -8.9675649e-07
               10.872289                  -1.0097637e-06
               10.940668                   -1.130462e-06
               11.009047                  -1.2583663e-06
               11.077426                  -1.3927466e-06
               11.145805                   -1.532593e-06
               11.214185                  -1.6765817e-06
               11.282563                  -1.8230425e-06
               11.350943                  -1.9699239e-06
               11.419322                  -2.1147509e-06
               11.487701                  -2.2545773e-06
                11.55608                  -2.3859354e-06
               11.624459                  -2.5047846e-06
               11.692839                  -2.6064704e-06
               11.761218                  -2.6856899e-06
               11.829597                  -2.7364638e-06
               11.897976                  -2.7521171e-06
               11.966355                  -2.7252543e-06
               12.034735                  -2.6477419e-06
               12.103113                  -2.5106885e-06
               12.171493                  -2.3044381e-06
               12.239872                  -2.0185796e-06
               12.308251                  -1.6419776e-06
                12.37663                  -1.1628281e-06
               12.445009                  -5.6873216e-07
               12.513389                   1.5321295e-07
               12.581768                   1.0163085e-06
               12.650147                   2.0341345e-06
               12.718526                   3.2204046e-06
               12.786905                   4.5887991e-06
               12.855285                   6.1527576e-06
               12.923664                   7.9252368e-06
               12.992043                   9.9184417e-06
               13.060422                   1.2143514e-05
               13.128801                    1.461021e-05
               13.197181                   1.7326554e-05
               13.265559                   2.0298459e-05
               13.333939                   2.3529339e-05
               13.402318                   2.7019671e-05
               13.470697                   3.0766547e-05
               13.539076                   3.4763205e-05
               13.607455                   3.8998533e-05
               13.675835                   4.3456581e-05
               13.744214                    4.811609e-05
               13.812593                   5.2950007e-05
               13.880972                   5.7925048e-05
               13.949351                   6.3001251e-05
               14.017731                    6.813158e-05
               14.086109                   7.3261537e-05
               14.154489                   7.8328856e-05
               14.222868                   8.3263229e-05
               14.291247                   8.7986162e-05
               14.359626                   9.2410861e-05
               14.428005                   9.6442302e-05
               14.496385                   9.9977304e-05
               14.564764                   0.00010290484
               14.633143                   0.00010510634
               14.701522                    0.0001064563
               14.769901                   0.00010682283
               14.838281                   0.00010606856
                14.90666                   0.00010405162
               14.975039                   0.00010062676
               15.043418                   9.5646734e-05
               15.111797                    8.896381e-05
               15.180177                   8.0431397e-05
               15.248555                   6.9905931e-05
               15.316935                   5.7248846e-05
               15.385314                   4.2328647e-05
               15.453693                   2.5023273e-05
               15.522072                   5.2224036e-06
               15.590451                  -1.7170039e-05
               15.658831                   -4.223334e-05
                15.72721                  -7.0027396e-05
               15.795588                   -0.0001005902
               15.863968                  -0.00013393517
               15.932347                  -0.00017004872
               16.000727                   -0.0002088878
               16.069105                  -0.00025037763
               16.137486                   -0.0002944096
               16.205864                  -0.00034083944
               16.274242                  -0.00038948547
               16.342623                  -0.00044012745
               16.411001                  -0.00049250555
               16.479382                  -0.00054631958
                16.54776                   -0.0006012292
               16.616138                   -0.0006568539
               16.684519                  -0.00071277382
               16.752897                   -0.0007685314
               16.821276                  -0.00082363276
               16.889656                  -0.00087755028
               16.958035                  -0.00092972605
               17.026415                  -0.00097957451
               17.094793                    -0.001026487
               17.163172                   -0.0010698367
               17.231552                   -0.0011089831
               17.299931                   -0.0011432782
               17.368309                   -0.0011720723
               17.436689                   -0.0011947203
               17.505068                   -0.0012105888
               17.573448                   -0.0012190634
               17.641827                   -0.0012195554
               17.710205                   -0.0012115093
               17.778585                   -0.0011944113
               17.846964                   -0.0011677947
               17.915342                   -0.0011312487
               17.983723                   -0.0010844248
               18.052101                   -0.0010270436
               18.120481                  -0.00095890067
                18.18886                  -0.00087987236
               18.257238                  -0.00078992086
               18.325619                  -0.00068909803
               18.393997                  -0.00057754922
               18.462378                  -0.00045551558
               18.530756                  -0.00032333552
               18.599134                  -0.00018144547
               18.667515                  -3.0379186e-05
               18.735893                   0.00012923391
               18.804272                   0.00029667129
               18.872652                   0.00047112178
               18.941031                   0.00065169024
               19.009411                   0.00083740329
               19.077789                    0.0010272173
               19.146168                     0.001220025
               19.214548                    0.0014146653
               19.282927                     0.001609933
               19.351305                      0.00180459
               19.419685                    0.0019973752
               19.488064                    0.0021870171
               19.556444                    0.0023722437
               19.624823                    0.0025517964
               19.693201                    0.0027244412
               19.761581                    0.0028889813
                19.82996                     0.003044267
                19.89834                    0.0031892092
               19.966719                    0.0033227864
               20.035097                      0.00344406
               20.103477                    0.0035521777
               20.171856                    0.0036463856
               20.240234                    0.0037260323
               20.308615                     0.003790576
               20.376993                    0.0038395892
               20.445374                    0.0038727601
               20.513752                    0.0038898978
                20.58213                     0.003890929
               20.650511                    0.0038758984
               20.718889                    0.0038449697
               20.787268                    0.0037984161
               20.855648                    0.0037366194
               20.924026                    0.0036600651
               20.992407                    0.0035693308
               21.060785                    0.0034650827
               21.129164                    0.0033480648
               21.197544                    0.0032190899
               21.265923                    0.0030790314
               21.334301                    0.0029288107
               21.402681                     0.002769389
                21.47106                    0.0026017532
                21.53944                    0.0024269093
               21.607819                    0.0022458714
               21.676197                    0.0020596515
               21.744577                    0.0018692515
               21.812956                    0.0016756533
               21.881336                    0.0014798127
               21.949715                    0.0012826524
               22.018093                    0.0010850548
               22.086473                   0.00088785921
               22.154852                   0.00069185661
                22.22323                   0.00049778563
               22.291611                   0.00030633537
               22.359989                    0.0001181397
                22.42837                  -6.6219756e-05
               22.496748                  -0.00024621584
               22.565126                  -0.00042137114
               22.633507                  -0.00059125765
               22.701885                  -0.00075549481
               22.770264                  -0.00091374427
               22.838644                   -0.0010657076
               22.907022                   -0.0012111231
               22.975403                   -0.0013497631
               23.043781                   -0.0014814303
                23.11216                   -0.0016059534
                23.18054                    -0.001723186
               23.248919                   -0.0018330041
               23.317297                   -0.0019353055
               23.385677                   -0.0020300075
               23.454056                   -0.0021170478
               23.522436                   -0.0021963865
               23.590815                   -0.0022680042
               23.659193                    -0.002331902
               23.727573                   -0.0023881109
               23.795952                   -0.0024366907
               23.864332                   -0.0024777343
               23.932711                    -0.002511374
               24.001089                   -0.0025377786
               24.069469                   -0.0025571687
               24.137848                   -0.0025698119
               24.206226                   -0.0025760322
               24.274607                   -0.0025762136
               24.342985                   -0.0025708033
               24.411366                   -0.0025603117
               24.479744                   -0.0025453193
               24.548122                    -0.002526474
               24.616503                   -0.0025044943
               24.684881                   -0.0024801644
                24.75326                   -0.0024543365
                24.82164                    -0.002427923
               24.890018                   -0.0024018958
               24.958399                    -0.002377271
               25.026777                    -0.002355109
               25.095156                    -0.002336503
               25.163536                   -0.0023225651
               25.231915                   -0.0023144153
               25.300295                   -0.0023131724
               25.368673                   -0.0023199331
               25.437052                   -0.0023357572
               25.505432                   -0.0023616578
               25.573811                   -0.0023985808
               25.642189                    -0.002447387
               25.710569                   -0.0025088384
               25.778948                    -0.002583582
               25.847328                   -0.0026721328
               25.915707                   -0.0027748598
               25.984085                    -0.002891975
               26.052465                   -0.0030235187
               26.120844                   -0.0031693527
               26.189222                   -0.0033291455
               26.257603                   -0.0035023731
               26.325981                   -0.0036883098
               26.394361                   -0.0038860308
                26.46274                   -0.0040944107
               26.531118                   -0.0043121302
               26.599499                   -0.0045376746
               26.667877                   -0.0047693495
               26.736256                   -0.0050052921
               26.804636                   -0.0052434821
               26.873014                   -0.0054817609
               26.941395                   -0.0057178484
               27.009773                   -0.0059493636
               27.078152                   -0.0061738468
               27.146532                   -0.0063887844
               27.214911                   -0.0065916372
               27.283291                   -0.0067798616
               27.351669                   -0.0069509428
               27.420048                   -0.0071024168
               27.488428                   -0.0072318967
               27.556807                   -0.0073371064
               27.625185                   -0.0074159023
               27.693565                   -0.0074663004
               27.761944                   -0.0074864998
               27.830324                   -0.0074749012
               27.898703                   -0.0074301343
               27.967081                   -0.0073510716
               28.035461                    -0.007236843
                28.10384                   -0.0070868502
               28.172218                   -0.0069007752
               28.240599                   -0.0066785887
               28.308977                   -0.0064205527
               28.377357                   -0.0061272215
               28.445736                   -0.0057994402
               28.514114                    -0.005438338
               28.582495                   -0.0050453153
               28.650873                    -0.004622038
               28.719252                   -0.0041704229
               28.787632                   -0.0036926153
                28.85601                   -0.0031909749
               28.924391                    -0.002668048
               28.992769                   -0.0021265496
               29.061148                   -0.0015693351
               29.129528                   -0.0009993742
               29.197906                  -0.00041972427
               29.266287                    0.0001664969
               29.334665                   0.00075614353
               29.403044                    0.0013460661
               29.471424                    0.0019331432
               29.539803                    0.0025143041
               29.608181                    0.0030865567
               29.676561                    0.0036470164
                29.74494                    0.0041929246
                29.81332                    0.0047216732
               29.881699                    0.0052308235
               29.950077                    0.0057181232
               30.018457                    0.0061815237
               30.086836                    0.0066191889
               30.155214                     0.007029512
               30.223595                    0.0074111149
               30.291973                    0.0077628582
               30.360353                    0.0080838436
               30.428732                    0.0083734142
                30.49711                    0.0086311465
               30.565491                    0.0088568544
               30.633869                    0.0090505723
               30.702248                    0.0092125535
               30.770628                    0.0093432544
               30.839006                    0.0094433213
               30.907387                    0.0095135802
               30.975765                    0.0095550176
               31.044144                    0.0095687639
               31.112524                    0.0095560765
               31.180902                    0.0095183197
               31.249283                    0.0094569465
               31.317661                     0.009373486
                31.38604                    0.0092695141
                31.45442                    0.0091466401
               31.522799                    0.0090064928
               31.591177                    0.0088506965
               31.659557                    0.0086808596
               31.727936                    0.0084985597
               31.796316                    0.0083053242
               31.864695                    0.0081026265
               31.933073                    0.0078918664
               32.001453                    0.0076743676
               32.069832                     0.007451362
                32.13821                     0.007223987
               32.206589                    0.0069932844
               32.274971                    0.0067601898
               32.343349                    0.0065255323
               32.411728                    0.0062900414
               32.480106                    0.0060543418
               32.548485                    0.0058189528
               32.616867                    0.0055843005
               32.685246                    0.0053507164
               32.753624                    0.0051184478
               32.822002                    0.0048876596
               32.890381                    0.0046584439
               32.958763                    0.0044308319
               33.027142                    0.0042048004
                33.09552                    0.0039802785
               33.163898                    0.0037571604
               33.232277                    0.0035353135
               33.300655                    0.0033145873
               33.369038                    0.0030948226
               33.437416                    0.0028758608
               33.505795                    0.0026575543
               33.574173                    0.0024397729
               33.642551                    0.0022224064
               33.710934                    0.0020053808
               33.779312                    0.0017886576
               33.847691                    0.0015722385
               33.916069                    0.0013561719
               33.984447                     0.001140554
                34.05283                   0.00092553074
               34.121208                   0.00071130501
               34.189587                   0.00049812801
               34.257965                   0.00028630279
               34.326344                   7.6186545e-05
               34.394726                  -0.00013182159
               34.463104                  -0.00033727617
               34.531483                  -0.00053968834
               34.599861                  -0.00073853781
                34.66824                  -0.00093327014
               34.736618                   -0.0011233082
                  34.805                   -0.0013080561
               34.873379                   -0.0014869065
               34.941757                   -0.0016592464
               35.010136                   -0.0018244667
               35.078514                   -0.0019819625
               35.146896                   -0.0021311475
               35.215275                   -0.0022714594
               35.283653                   -0.0024023638
               35.352032                   -0.0025233619
                35.42041                   -0.0026339963
               35.488792                   -0.0027338557
               35.557171                    -0.002822584
               35.625549                   -0.0028998801
               35.693928                   -0.0029655008
               35.762306                   -0.0030192679
               35.830685                   -0.0030610692
               35.899067                   -0.0030908589
               35.967445                   -0.0031086607
               36.035824                   -0.0031145655
               36.104202                    -0.003108731
               36.172581                   -0.0030913854
               36.240963                   -0.0030628184
               36.309341                   -0.0030233834
                36.37772                   -0.0029734944
               36.446098                   -0.0029136168
               36.514477                   -0.0028442696
               36.582859                    -0.002766022
               36.651237                   -0.0026794788
               36.719616                   -0.0025852823
               36.787994                   -0.0024841081
               36.856373                   -0.0023766512
               36.924755                   -0.0022636291
               36.993134                   -0.0021457719
               37.061512                    -0.002023817
                37.12989                   -0.0018985023
               37.198269                    -0.001770559
               37.266647                   -0.0016407113
                37.33503                   -0.0015096684
               37.403408                   -0.0013781209
               37.471786                   -0.0012467339
               37.540165                   -0.0011161448
               37.608543                  -0.00098696258
               37.676926                  -0.00085975806
               37.745304                  -0.00073507306
               37.813683                  -0.00061340682
               37.882061                  -0.00049521995
               37.950439                  -0.00038093457
               38.018822                  -0.00027093326
                 38.0872                  -0.00016555708
               38.155579                  -6.5112552e-05
               38.223957                   3.0136465e-05
               38.292336                    0.0001199583
               38.360718                   0.00020415745
               38.429096                   0.00028257049
               38.497475                   0.00035505992
               38.565853                   0.00042151805
               38.634232                   0.00048186257
                38.70261                   0.00053602667
               38.770992                   0.00058396597
               38.839371                    0.0006256515
               38.907749                   0.00066106493
               38.976128                   0.00069020025
               39.044506                   0.00071305712
               39.112888                   0.00072964345
               39.181267                   0.00073996838
               39.249645                   0.00074404472
               39.318024                   0.00074188993
               39.386402                   0.00073351699
               39.454784                   0.00071894133
               39.523163                   0.00069817743
               39.591541                    0.0006712412
                39.65992                   0.00063815003
               39.728298                   0.00059892453
                39.79668                   0.00055358774
               39.865059                   0.00050216651
               39.933437                    0.0004446966
               40.001816                    0.0003812231
               40.070194                   0.00031180214
               40.138573                   0.00023650737
               40.206955                   0.00015542623
               40.275333                   6.8666319e-05
               40.343712                  -2.3643037e-05
                40.41209                  -0.00012134518
               40.480469                  -0.00022425693
               40.548851                  -0.00033216891
               40.617229                  -0.00044483808
               40.685608                  -0.00056198996
               40.753986                    -0.000683313
               40.822365                  -0.00080846326
               40.890747                  -0.00093706488
               40.959126                   -0.0010687009
               41.027504                    -0.001202923
               41.095882                   -0.0013392485
               41.164261                   -0.0014771599
               41.232639                   -0.0016161128
               41.301022                   -0.0017555316
                 41.3694                   -0.0018948189
               41.437778                   -0.0020333529
               41.506157                   -0.0021704929
               41.574535                   -0.0023055857
               41.642918                   -0.0024379671
               41.711296                   -0.0025669709
               41.779675                    -0.002691926
               41.848053                   -0.0028121693
               41.916431                   -0.0029270453
               41.984814                   -0.0030359114
               42.053192                   -0.0031381499
               42.121571                   -0.0032331657
               42.189949                   -0.0033203911
               42.258327                   -0.0033992962
                42.32671                   -0.0034693878
               42.395088                    -0.003530222
               42.463467                   -0.0035814003
               42.531845                   -0.0036225754
               42.600224                   -0.0036534562
               42.668602                   -0.0036738063
               42.736984                   -0.0036834495
               42.805363                    -0.003682272
               42.873741                   -0.0036702245
                42.94212                   -0.0036473179
               43.010498                   -0.0036136268
                43.07888                   -0.0035692898
               43.147259                   -0.0035145103
               43.215637                   -0.0034495532
               43.284016                   -0.0033747435
               43.352394                   -0.0032904674
               43.420776                   -0.0031971687
               43.489155                   -0.0030953446
               43.557533                   -0.0029855471
               43.625912                   -0.0028683802
                43.69429                   -0.0027444917
               43.762672                   -0.0026145752
               43.831051                   -0.0024793658
               43.899429                   -0.0023396392
               43.967808                   -0.0021962086
               44.036186                   -0.0020499197
               44.104565                   -0.0019016463
               44.172947                   -0.0017522945
               44.241325                   -0.0016027924
               44.309704                   -0.0014540952
               44.378082                   -0.0013071729
               44.446461                    -0.001163015
               44.514843                   -0.0010226241
               44.583221                  -0.00088701438
                 44.6516                  -0.00075720839
               44.719978                  -0.00063423568
               44.788357                  -0.00051912369
               44.856739                  -0.00041290087
               44.925117                  -0.00031658294
               44.993496                  -0.00023118139
               45.061874                  -0.00015768321
               45.130253                  -9.7054661e-05
               45.198635                  -5.0229773e-05
               45.267014                  -1.8102084e-05
               45.335392                  -1.5213787e-06
                45.40377                  -1.2770631e-06
               45.472149                  -1.8094905e-05
               45.540527                  -5.2620435e-05
                45.60891                  -0.00010540958
               45.677288                  -0.00017692086
               45.745667                  -0.00026749077
               45.814045                  -0.00037733169
               45.882423                  -0.00050650944
               45.950806                  -0.00065493298
               46.019184                  -0.00082234014
               46.087563                   -0.0010082832
               46.155941                   -0.0012121124
               46.224319                   -0.0014329657
               46.292702                   -0.0016697558
                46.36108                   -0.0019211576
               46.429459                   -0.0021856008
               46.497837                   -0.0024612618
               46.566216                    -0.002746054
               46.634594                   -0.0030376301
               46.702976                   -0.0033333797
               46.771355                   -0.0036304316
               46.839733                   -0.0039256616
               46.908112                    -0.004215701
                46.97649                   -0.0044969497
               47.044872                   -0.0047655962
               47.113251                   -0.0050176359
               47.181629                   -0.0052489014
               47.250008                   -0.0054550883
               47.318386                   -0.0056317942
               47.386768                   -0.0057745557
               47.455147                   -0.0058788862
               47.523525                   -0.0059403311
               47.591904                    -0.005954511
               47.660282                   -0.0059171733
               47.728664                   -0.0058242548
               47.797043                   -0.0056719296
               47.865421                    -0.005456666
                 47.9338                   -0.0051752934
               48.002178                   -0.0048250598
               48.070557                   -0.0044036778
               48.138939                   -0.0039093955
               48.207317                   -0.0033410394
               48.275696                   -0.0026980662
               48.344074                   -0.0019806107
               48.412453                    -0.001189519
               48.480835                  -0.00032638654
               48.549213                     0.000606413
               48.617592                    0.0016057156
                48.68597                    0.0026675509
               48.754349                    0.0037871406
               48.822731                    0.0049589104
               48.891109                     0.006176502
               48.959488                    0.0074328035
               49.027866                    0.0087199863
               49.096245                     0.010029553
               49.164627                     0.011352392
               49.233006                     0.012678853
               49.301384                     0.013998814
               49.369762                     0.015301768
               49.438141                     0.016576922
               49.506519                      0.01781329
               49.574902                     0.018999802
                49.64328                     0.020125408
               49.711658                     0.021179199
               49.780037                     0.022150524
               49.848415                     0.023029089
               49.916798                     0.023805087
               49.985176                     0.024469314
               50.053555                     0.025013259
               50.121933                     0.025429219
               50.190311                     0.025710404
               50.258694                        0.025851
               50.327072                     0.025846267
               50.395451                     0.025692597
               50.463829                      0.02538757
               50.532207                         0.02493
                50.60059                     0.024319958
               50.668968                     0.023558794
               50.737347                     0.022649124
               50.805725                     0.021594834
               50.874104                     0.020401027
               50.942482                      0.01907401
               51.010864                     0.017621208
               51.079243                     0.016051108
               51.147621                     0.014373192
                  51.216                     0.012597814
               51.284378                     0.010736122
                51.35276                    0.0087999338
               51.421139                    0.0068016406
               51.489517                    0.0047540627
               51.557896                    0.0026703381
               51.626274                   0.00056379708
               51.694656                   -0.0015521721
               51.763035                   -0.0036642388
               51.831413                   -0.0057592411
               51.899792                   -0.0078243213
                51.96817                   -0.0098470114
               52.036549                    -0.011815345
               52.104931                     -0.01371796
               52.173309                    -0.015544144
               52.241688                    -0.017283931
               52.310066                    -0.018928159
               52.378445                    -0.020468496
               52.446827                    -0.021897493
               52.515205                    -0.023208609
               52.583584                    -0.024396192
               52.651962                    -0.025455516
               52.720341                     -0.02638275
               52.788723                    -0.027174935
               52.857101                    -0.027829973
                52.92548                    -0.028346587
               52.993858                    -0.028724266
               53.062237                    -0.028963255
               53.130619                    -0.029064473
               53.198997                    -0.029029492
               53.267376                    -0.028860481
               53.335754                    -0.028560143
               53.404133                    -0.028131722
               53.472511                      -0.0275789
               53.540894                    -0.026905801
               53.609272                    -0.026116982
                53.67765                    -0.025217341
               53.746029                    -0.024212165
               53.814407                    -0.023107095
