        Time / ns                o1 [pw]/real
                10.73553                  -1.6480891e-07
               10.803909                  -1.7598957e-07
               10.872289                  -1.8624642e-07
               10.940668                  -1.9512827e-07
               11.009047                  -2.0210842e-07
               11.077426                  -2.0658609e-07
               11.145805                  -2.0788715e-07
               11.214185                   -2.052622e-07
               11.282563                  -1.9788101e-07
               11.350943                   -1.848251e-07
               11.419322                  -1.6508086e-07
               11.487701                  -1.3753728e-07
                11.55608                  -1.0099024e-07
               11.624459                  -5.4153766e-08
               11.692839                   4.3235628e-09
               11.761218                   7.5839736e-08
               11.829597                    1.618203e-07
               11.897976                   2.6369943e-07
               11.966355                   3.8290008e-07
               12.034735                   5.2080901e-07
               12.103113                   6.7874413e-07
               12.171493                   8.5791226e-07
               12.239872                   1.0593574e-06
               12.308251                   1.2839007e-06
                12.37663                    1.532078e-06
               12.445009                   1.8040728e-06
               12.513389                    2.099649e-06
               12.581768                   2.4180802e-06
               12.650147                   2.7580732e-06
               12.718526                   3.1176849e-06
               12.786905                   3.4942327e-06
               12.855285                   3.8842009e-06
               12.923664                   4.2831439e-06
               12.992043                   4.6855962e-06
               13.060422                   5.0849876e-06
               13.128801                   5.4735642e-06
               13.197181                   5.8423202e-06
               13.265559                    6.180941e-06
               13.333939                   6.4777523e-06
               13.402318                   6.7196879e-06
               13.470697                   6.8922727e-06
               13.539076                   6.9796365e-06
               13.607455                   6.9645489e-06
               13.675835                   6.8284976e-06
               13.744214                   6.5517988e-06
               13.812593                    6.113748e-06
               13.880972                   5.4928119e-06
               13.949351                   4.6668661e-06
               14.017731                   3.6134788e-06
               14.086109                    2.310248e-06
               14.154489                   7.3519675e-07
               14.222868                  -1.1327759e-06
               14.291247                   -3.313384e-06
               14.359626                  -5.8243863e-06
               14.428005                  -8.6809732e-06
               14.496385                  -1.1895083e-05
               14.564764                  -1.5474698e-05
               14.633143                  -1.9423069e-05
               14.701522                   -2.373793e-05
               14.769901                  -2.8410663e-05
               14.838281                  -3.3425451e-05
                14.90666                   -3.875844e-05
               14.975039                  -4.4376902e-05
               15.043418                  -5.0238406e-05
               15.111797                  -5.6290075e-05
               15.180177                  -6.2467865e-05
               15.248555                  -6.8695976e-05
               15.316935                   -7.488628e-05
               15.385314                  -8.0937985e-05
               15.453693                  -8.6737375e-05
               15.522072                  -9.2157781e-05
               15.590451                  -9.7059681e-05
               15.658831                  -0.00010129113
                15.72721                  -0.00010468838
               15.795588                  -0.00010707675
               15.863968                   -0.0001082719
               15.932347                  -0.00010808127
               16.000727                  -0.00010630595
               16.069105                  -0.00010274287
               16.137486                  -9.7187331e-05
               16.205864                  -8.9435845e-05
               16.274242                  -7.9289435e-05
               16.342623                   -6.655715e-05
               16.411001                  -5.1060011e-05
               16.479382                  -3.2635151e-05
                16.54776                  -1.1140291e-05
               16.616138                   1.3541548e-05
               16.684519                    4.149718e-05
               16.752897                   7.2778312e-05
               16.821276                   0.00010739637
               16.889656                   0.00014531759
               16.958035                   0.00018645798
               17.026415                    0.0002306785
               17.094793                   0.00027778058
               17.163172                   0.00032750197
               17.231552                   0.00037951305
               17.299931                   0.00043341372
               17.368309                    0.0004887309
               17.436689                   0.00054491713
               17.505068                   0.00060134951
               17.573448                   0.00065733021
               17.641827                   0.00071208773
               17.710205                   0.00076477957
               17.778585                   0.00081449596
               17.846964                   0.00086026499
               17.915342                   0.00090105919
               17.983723                   0.00093580369
               18.052101                   0.00096338533
               18.120481                   0.00098266383
                18.18886                   0.00099248393
               18.257238                   0.00099168927
               18.325619                   0.00097913702
               18.393997                   0.00095371413
               18.462378                   0.00091435498
               18.530756                   0.00086005905
               18.599134                   0.00078991009
               18.667515                   0.00070309528
               18.735893                   0.00059892522
               18.804272                   0.00047685398
               18.872652                   0.00033649805
               18.941031                    0.0001776561
               19.009411                   3.2681055e-07
               19.077789                  -0.00019527417
               19.146168                  -0.00040869796
               19.214548                  -0.00063924922
               19.282927                  -0.00088597398
               19.351305                   -0.0011476506
               19.419685                   -0.0014227829
               19.488064                   -0.0017095968
               19.556444                     -0.00200604
               19.624823                   -0.0023097855
               19.693201                   -0.0026182381
               19.761581                   -0.0029285459
                19.82996                   -0.0032376146
                19.89834                   -0.0035421271
               19.966719                   -0.0038385661
               20.035097                   -0.0041232412
               20.103477                   -0.0043923194
               20.171856                   -0.0046418617
               20.240234                   -0.0048678592
               20.308615                   -0.0050662751
               20.376993                   -0.0052330904
               20.445374                   -0.0053643486
               20.513752                   -0.0054562069
                20.58213                   -0.0055049844
               20.650511                   -0.0055072149
               20.718889                    -0.005459697
               20.787268                   -0.0053595467
               20.855648                   -0.0052042454
               20.924026                   -0.0049916906
               20.992407                   -0.0047202408
               21.060785                   -0.0043887571
               21.129164                   -0.0039966437
               21.197544                   -0.0035438822
               21.265923                   -0.0030310596
               21.334301                   -0.0024593931
               21.402681                   -0.0018307469
                21.47106                    -0.001147643
                21.53944                  -0.00041326333
               21.607819                   0.00036855199
               21.676197                    0.0011933198
               21.744577                    0.0020559311
               21.812956                    0.0029506795
               21.881336                    0.0038712979
               21.949715                    0.0048110005
               22.018093                    0.0057625338
               22.086473                    0.0067182346
               22.154852                    0.0076700943
                22.22323                    0.0086098304
               22.291611                     0.009528961
               22.359989                     0.010418884
                22.42837                     0.011270964
               22.496748                     0.012076616
               22.565126                     0.012827399
               22.633507                     0.013515099
               22.701885                     0.014131822
               22.770264                      0.01467008
               22.838644                     0.015122879
               22.907022                     0.015483798
               22.975403                     0.015747072
               23.043781                     0.015907653
                23.11216                     0.015961291
                23.18054                     0.015904576
               23.248919                     0.015734999
               23.317297                     0.015450988
               23.385677                     0.015051946
               23.454056                     0.014538264
               23.522436                     0.013911339
               23.590815                     0.013173573
               23.659193                     0.012328361
               23.727573                     0.011380076
               23.795952                     0.010334032
               23.864332                    0.0091964481
               23.932711                    0.0079743955
               24.001089                     0.006675737
               24.069469                    0.0053090598
               24.137848                    0.0038835979
               24.206226                    0.0024091504
               24.274607                   0.00089599064
               24.342985                  -0.00064522628
               24.411366                   -0.0022035632
               24.479744                   -0.0037679011
               24.548122                   -0.0053270417
               24.616503                   -0.0068698102
               24.684881                   -0.0083851553
                24.75326                   -0.0098622544
                24.82164                    -0.011290606
               24.890018                    -0.012660128
               24.958399                    -0.013961237
               25.026777                    -0.015184943
               25.095156                    -0.016322915
               25.163536                    -0.017367547
               25.231915                    -0.018312035
               25.300295                    -0.019150404
               25.368673                    -0.019877566
               25.437052                    -0.020489352
               25.505432                    -0.020982521
               25.573811                    -0.021354793
               25.642189                    -0.021604834
               25.710569                    -0.021732265
               25.778948                    -0.021737639
               25.847328                    -0.021622419
               25.915707                    -0.021388944
               25.984085                    -0.021040397
               26.052465                     -0.02058075
               26.120844                    -0.020014713
               26.189222                    -0.019347683
               26.257603                    -0.018585673
               26.325981                    -0.017735243
               26.394361                    -0.016803445
                26.46274                    -0.015797734
               26.531118                    -0.014725904
               26.599499                    -0.013596009
               26.667877                    -0.012416297
               26.736256                    -0.011195128
               26.804636                   -0.0099409157
               26.873014                   -0.0086620441
               26.941395                   -0.0073668147
               27.009773                   -0.0060633798
               27.078152                   -0.0047596842
               27.146532                    -0.003463414
               27.214911                   -0.0021819472
               27.283291                  -0.00092231028
               27.351669                   0.00030886012
               27.420048                    0.0015053509
               27.488428                    0.0026614007
               27.556807                    0.0037717207
               27.625185                    0.0048315162
               27.693565                    0.0058364966
               27.761944                    0.0067828819
               27.830324                    0.0076674107
               27.898703                    0.0084873373
               27.967081                    0.0092404243
               28.035461                    0.0099249426
                28.10384                     0.010539649
               28.172218                      0.01108378
               28.240599                      0.01155703
               28.308977                     0.011959539
               28.377357                     0.012291861
               28.445736                      0.01255495
               28.514114                     0.012750132
               28.582495                      0.01287908
               28.650873                     0.012943793
               28.719252                      0.01294656
               28.787632                     0.012889941
                28.85601                     0.012776742
               28.924391                     0.012609976
               28.992769                     0.012392855
               29.061148                     0.012128748
               29.129528                     0.011821158
               29.197906                     0.011473707
               29.266287                     0.011090096
               29.334665                     0.010674091
               29.403044                     0.010229497
               29.471424                    0.0097601302
               29.539803                    0.0092698019
               29.608181                    0.0087622926
               29.676561                    0.0082413331
                29.74494                    0.0077105798
                29.81332                     0.007173602
               29.881699                    0.0066338545
               29.950077                    0.0060946676
               30.018457                    0.0055592256
               30.086836                    0.0050305482
               30.155214                     0.004511483
               30.223595                    0.0040046838
               30.291973                    0.0035126011
               30.360353                    0.0030374713
               30.428732                    0.0025813053
                30.49711                    0.0021458806
               30.565491                    0.0017327326
               30.633869                     0.001343152
               30.702248                   0.00097817963
               30.770628                   0.00063860387
               30.839006                   0.00032496336
               30.907387                   3.7546703e-05
               30.975765                  -0.00022360195
               31.044144                  -0.00045867619
               31.112524                  -0.00066810183
               31.180902                  -0.00085252337
               31.249283                   -0.0010127935
               31.317661                   -0.0011499609
                31.38604                   -0.0012652499
                31.45442                    -0.001360047
               31.522799                   -0.0014358821
               31.591177                   -0.0014944051
               31.659557                   -0.0015373683
               31.727936                   -0.0015666028
               31.796316                   -0.0015839946
               31.864695                   -0.0015914642
               31.933073                    -0.001590941
               32.001453                   -0.0015843401
               32.069832                   -0.0015735412
                32.13821                   -0.0015603632
               32.206589                   -0.0015465448
               32.274971                   -0.0015337247
               32.343349                   -0.0015234211
               32.411728                   -0.0015170146
               32.480106                   -0.0015157344
               32.548485                   -0.0015206424
               32.616867                   -0.0015326239
               32.685246                   -0.0015523776
               32.753624                   -0.0015804082
               32.822002                   -0.0016170223
               32.890381                   -0.0016623287
               32.958763                   -0.0017162369
               33.027142                   -0.0017784608
                33.09552                   -0.0018485273
               33.163898                   -0.0019257802
               33.232277                   -0.0020093943
               33.300655                   -0.0020983848
               33.369038                   -0.0021916239
               33.437416                   -0.0022878572
               33.505795                   -0.0023857187
               33.574173                   -0.0024837537
               33.642551                    -0.002580435
               33.710934                   -0.0026741866
               33.779312                   -0.0027634047
               33.847691                   -0.0028464773
               33.916069                   -0.0029218073
               33.984447                   -0.0029878328
                34.05283                   -0.0030430474
               34.121208                   -0.0030860233
               34.189587                   -0.0031154237
               34.257965                   -0.0031300276
               34.326344                   -0.0031287402
               34.394726                   -0.0031106102
               34.463104                   -0.0030748399
               34.531483                   -0.0030207993
               34.599861                   -0.0029480301
                34.66824                   -0.0028562571
               34.736618                   -0.0027453902
                  34.805                   -0.0026155252
               34.873379                   -0.0024669457
               34.941757                   -0.0023001218
               35.010136                   -0.0021157041
               35.078514                   -0.0019145195
               35.146896                    -0.001697561
               35.215275                   -0.0014659821
               35.283653                   -0.0012210802
               35.352032                  -0.00096428895
                35.42041                  -0.00069716212
               35.488792                  -0.00042135929
               35.557171                  -0.00013862905
               35.625549                    0.0001492052
               35.693928                   0.00044026421
               35.762306                   0.00073262776
               35.830685                    0.0010243549
               35.899067                    0.0013134995
               35.967445                     0.001598127
               36.035824                    0.0018763309
               36.104202                    0.0021462494
               36.172581                    0.0024060805
               36.240963                    0.0026540947
               36.309341                     0.002888652
                36.37772                    0.0031082111
               36.446098                    0.0033113419
               36.514477                    0.0034967347
               36.582859                    0.0036632104
               36.651237                    0.0038097254
               36.719616                    0.0039353808
               36.787994                    0.0040394268
               36.856373                     0.004121263
               36.924755                    0.0041804439
               36.993134                    0.0042166803
               37.061512                    0.0042298348
                37.12989                     0.004219926
               37.198269                    0.0041871211
               37.266647                    0.0041317358
                37.33503                    0.0040542274
               37.403408                    0.0039551924
               37.471786                    0.0038353554
               37.540165                    0.0036955674
               37.608543                    0.0035367946
               37.676926                    0.0033601108
               37.745304                    0.0031666905
               37.813683                    0.0029577964
               37.882061                    0.0027347752
               37.950439                    0.0024990411
               38.018822                    0.0022520688
                 38.0872                    0.0019953861
               38.155579                    0.0017305594
               38.223957                    0.0014591858
               38.292336                    0.0011828816
               38.360718                   0.00090327259
               38.429096                   0.00062198436
               38.497475                   0.00034063112
               38.565853                   6.0807906e-05
               38.634232                   -0.0002159195
                38.70261                  -0.00048802551
               38.770992                  -0.00075403252
               38.839371                   -0.0010125159
               38.907749                   -0.0012621183
               38.976128                   -0.0015015528
               39.044506                   -0.0017296106
               39.112888                   -0.0019451707
               39.181267                   -0.0021472024
               39.249645                   -0.0023347707
               39.318024                    -0.002507047
               39.386402                   -0.0026633055
               39.454784                   -0.0028029315
               39.523163                   -0.0029254244
               39.591541                   -0.0030303993
                39.65992                   -0.0031175888
               39.728298                   -0.0031868436
                39.79668                   -0.0032381339
               39.865059                   -0.0032715474
               39.933437                   -0.0032872893
               40.001816                   -0.0032856781
               40.070194                   -0.0032671452
               40.138573                   -0.0032322304
               40.206955                   -0.0031815777
               40.275333                   -0.0031159299
               40.343712                   -0.0030361225
                40.41209                   -0.0029430781
               40.480469                   -0.0028378002
               40.548851                   -0.0027213618
               40.617229                   -0.0025949012
               40.685608                    -0.002459612
               40.753986                   -0.0023167324
               40.822365                    -0.002167538
               40.890747                   -0.0020133303
               40.959126                   -0.0018554274
               41.027504                   -0.0016951526
               41.095882                   -0.0015338245
               41.164261                   -0.0013727482
               41.232639                   -0.0012132023
               41.301022                   -0.0010564292
                 41.3694                  -0.00090362842
               41.437778                  -0.00075594359
               41.506157                   -0.0006144541
               41.574535                  -0.00048016701
               41.642918                  -0.00035401096
               41.711296                    -0.000236826
               41.779675                  -0.00012935848
               41.848053                  -3.2256845e-05
               41.916431                   5.3934971e-05
               41.984814                   0.00012877953
               42.053192                   0.00019195085
               42.121571                   0.00024323459
               42.189949                   0.00028252916
               42.258327                    0.0003098459
                42.32671                    0.0003253074
               42.395088                   0.00032914552
               42.463467                   0.00032169835
               42.531845                   0.00030340583
               42.600224                   0.00027480454
               42.668602                   0.00023652139
               42.736984                   0.00018926717
               42.805363                    0.0001338271
               42.873741                   7.1055314e-05
                42.94212                   1.8631778e-06
               43.010498                  -7.2788527e-05
                43.07888                  -0.00015190161
               43.147259                  -0.00023445023
               43.215637                  -0.00031938852
               43.284016                  -0.00040566668
               43.352394                  -0.00049223664
               43.420776                    -0.000578065
               43.489155                  -0.00066214538
               43.557533                  -0.00074350426
               43.625912                  -0.00082121365
                43.69429                  -0.00089440029
               43.762672                  -0.00096225296
               43.831051                   -0.0010240328
               43.899429                   -0.0010790776
               43.967808                   -0.0011268078
               44.036186                   -0.0011667332
               44.104565                   -0.0011984563
               44.172947                   -0.0012216753
               44.241325                   -0.0012361874
               44.309704                   -0.0012418862
               44.378082                   -0.0012387631
               44.446461                   -0.0012269042
               44.514843                   -0.0012064896
               44.583221                   -0.0011777851
                 44.6516                   -0.0011411401
               44.719978                   -0.0010969779
               44.788357                   -0.0010457885
               44.856739                  -0.00098812033
               44.925117                  -0.00092456961
               44.993496                  -0.00085576961
               45.061874                   -0.0007823786
               45.130253                  -0.00070506585
               45.198635                  -0.00062450266
               45.267014                  -0.00054134522
               45.335392                  -0.00045622248
                45.40377                  -0.00036972517
               45.472149                  -0.00028238841
               45.540527                  -0.00019468235
                45.60891                  -0.00010700065
               45.677288                  -1.9647241e-05
               45.745667                     6.71733e-05
               45.814045                   0.00015336258
               45.882423                   0.00023893607
               45.950806                   0.00032402822
               46.019184                   0.00040889386
               46.087563                   0.00049390993
               46.155941                    0.0005795731
               46.224319                   0.00066649559
               46.292702                   0.00075539737
                46.36108                   0.00084709493
               46.429459                   0.00094248838
               46.497837                    0.0010425439
               46.566216                    0.0011482736
               46.634594                    0.0012607136
               46.702976                    0.0013808989
               46.771355                    0.0015098297
               46.839733                    0.0016484476
               46.908112                     0.001797596
                46.97649                    0.0019579863
               47.044872                    0.0021301601
               47.113251                      0.00231445
               47.181629                    0.0025109414
               47.250008                    0.0027194326
               47.318386                    0.0029393972
               47.386768                    0.0031699478
               47.455147                     0.003409799
               47.523525                    0.0036572355
               47.591904                    0.0039100857
               47.660282                    0.0041656964
               47.728664                    0.0044209161
               47.797043                    0.0046720835
               47.865421                    0.0049150228
                 47.9338                    0.0051450464
               48.002178                    0.0053569688
               48.070557                    0.0055451286
               48.138939                    0.0057034208
               48.207317                    0.0058253398
               48.275696                    0.0059040328
               48.344074                    0.0059323641
               48.412453                     0.005902994
               48.480835                    0.0058084638
               48.549213                    0.0056412946
               48.617592                    0.0053940993
                48.68597                    0.0050596977
               48.754349                    0.0046312464
               48.822731                     0.004102374
               48.891109                    0.0034673188
               48.959488                    0.0027210827
               49.027866                    0.0018595728
               49.096245                   0.00087975682
               49.164627                  -0.00022019036
               49.233006                   -0.0014407394
               49.301384                   -0.0027808656
               49.369762                   -0.0042379219
               49.438141                   -0.0058075157
               49.506519                   -0.0074834032
               49.574902                   -0.0092573976
                49.64328                    -0.011119305
               49.711658                    -0.013056869
               49.780037                     -0.01505575
               49.848415                    -0.017099533
               49.916798                    -0.019169744
               49.985176                     -0.02124593
               50.053555                    -0.023305736
               50.121933                    -0.025325039
               50.190311                    -0.027278112
               50.258694                    -0.029137803
               50.327072                    -0.030875776
               50.395451                    -0.032462761
               50.463829                    -0.033868842
               50.532207                    -0.035063788
                50.60059                    -0.036017388
               50.668968                    -0.036699831
               50.737347                    -0.037082087
               50.805725                     -0.03713632
               50.874104                    -0.036836296
               50.942482                    -0.036157824
               51.010864                     -0.03507917
               51.079243                    -0.033581492
               51.147621                    -0.031649232
                  51.216                    -0.029270528
               51.284378                    -0.026437586
                51.35276                    -0.023147017
               51.421139                     -0.01940015
               51.489517                    -0.015203301
               51.557896                    -0.010567987
               51.626274                   -0.0055111093
               51.694656                  -5.5045752e-05
               51.763035                    0.0057722828
               51.831413                     0.011937433
               51.899792                     0.018401528
                51.96817                       0.0251204
               52.036549                     0.032044824
               52.104931                     0.039120819
               52.173309                     0.046289992
               52.241688                     0.053490017
               52.310066                     0.060655095
               52.378445                     0.067716561
               52.446827                     0.074603476
               52.515205                     0.081243351
               52.583584                     0.087562799
               52.651962                     0.093488395
               52.720341                     0.098947391
               52.788723                      0.10386857
               52.857101                      0.10818307
                52.92548                      0.11182521
               52.993858                      0.11473332
               53.062237                      0.11685053
               53.130619                      0.11812554
               53.198997                      0.11851339
               53.267376                      0.11797611
               53.335754                      0.11648335
               53.404133                      0.11401294
               53.472511                      0.11055136
               53.540894                      0.10609413
               53.609272                      0.10064613
                53.67765                     0.094221771
               53.746029                     0.086845085
               53.814407                      0.07854978
