        Time / ns                o2 [pw] (1)/real
               11.761181                   1.7453309e-09
                11.82956                  -4.2182835e-09
                11.89794                  -1.1752987e-08
               11.966318                  -2.1112188e-08
               12.034698                  -3.2558471e-08
               12.103076                  -4.6357684e-08
               12.171455                  -6.2781432e-08
               12.239834                  -8.2116472e-08
               12.308213                  -1.0467546e-07
               12.376592                  -1.3080256e-07
               12.444971                  -1.6086938e-07
                12.51335                  -1.9526156e-07
               12.581729                  -2.3436073e-07
               12.650107                  -2.7852838e-07
               12.718487                  -3.2809723e-07
               12.786866                  -3.8337006e-07
               12.855245                   -4.446224e-07
               12.923624                  -5.1210139e-07
               12.992002                  -5.8601404e-07
               13.060382                  -6.6650301e-07
                13.12876                   -7.536126e-07
                13.19714                  -8.4725173e-07
               13.265518                  -9.4716302e-07
               13.333898                     -1.0529e-06
               13.402276                  -1.1638123e-06
               13.470655                  -1.2790338e-06
               13.539034                  -1.3974633e-06
               13.607413                  -1.5177346e-06
               13.675793                  -1.6381758e-06
               13.744171                  -1.7567602e-06
               13.812551                  -1.8710593e-06
               13.880929                  -1.9782049e-06
               13.949308                  -2.0748591e-06
               14.017687                  -2.1571948e-06
               14.086066                  -2.2208758e-06
               14.154445                  -2.2610354e-06
               14.222824                  -2.2722484e-06
               14.291203                   -2.248501e-06
               14.359582                  -2.1831643e-06
                14.42796                  -2.0689783e-06
                14.49634                  -1.8980576e-06
               14.564719                  -1.6619068e-06
               14.633098                  -1.3514577e-06
               14.701477                  -9.5711323e-07
               14.769855                  -4.6879788e-07
               14.838235                   1.2398058e-07
               14.906613                   8.3205805e-07
               14.974993                   1.6665223e-06
               15.043371                    2.638594e-06
               15.111751                   3.7594828e-06
               15.180129                   5.0402164e-06
               15.248508                   6.4914479e-06
               15.316887                    8.123242e-06
               15.385266                   9.9448471e-06
               15.453646                   1.1964444e-05
               15.522024                   1.4188879e-05
               15.590404                   1.6623364e-05
               15.658782                    1.927116e-05
               15.727161                   2.2133216e-05
                15.79554                   2.5207828e-05
               15.863919                   2.8490251e-05
               15.932298                   3.1972322e-05
               16.000677                   3.5642082e-05
               16.069056                   3.9483399e-05
               16.137434                   4.3475564e-05
               16.205814                   4.7592952e-05
               16.274193                   5.1804629e-05
               16.342571                   5.6074048e-05
               16.410952                   6.0358725e-05
                16.47933                   6.4609994e-05
               16.547709                   6.8772788e-05
               16.616087                     7.27855e-05
               16.684467                   7.6579883e-05
               16.752846                   8.0081016e-05
               16.821224                   8.3207364e-05
               16.889603                   8.5870983e-05
               16.957983                   8.7977714e-05
               17.026361                   8.9427573e-05
                17.09474                   9.0115245e-05
               17.163118                   8.9930691e-05
               17.231499                   8.8759873e-05
               17.299877                   8.6485627e-05
               17.368256                   8.2988663e-05
               17.436636                    7.814866e-05
               17.505014                   7.1845556e-05
               17.573393                   6.3960877e-05
               17.641771                   5.4379307e-05
               17.710152                   4.2990279e-05
                17.77853                   2.9689745e-05
               17.846909                   1.4381983e-05
               17.915287                   -3.018474e-06
               17.983667                  -2.2584922e-05
               18.052046                  -4.4376415e-05
               18.120424                  -6.8435787e-05
               18.188805                  -9.4787603e-05
               18.257183                  -0.00012343605
               18.325562                  -0.00015436317
                18.39394                  -0.00018752679
                18.46232                    -0.000222859
               18.530699                  -0.00026026444
               18.599077                  -0.00029961896
               18.667456                  -0.00034076831
               18.735836                  -0.00038352731
               18.804214                   -0.0004276791
               18.872593                   -0.0004729747
               18.940971                  -0.00051913311
               19.009352                  -0.00056584156
                19.07773                  -0.00061275618
               19.146109                  -0.00065950322
               19.214489                  -0.00070568052
               19.282867                   -0.0007508595
               19.351246                  -0.00079458742
               19.419624                  -0.00083639013
               19.488005                  -0.00087577553
               19.556383                  -0.00091223686
               19.624762                  -0.00094525731
                19.69314                  -0.00097431388
                19.76152                  -0.00099888199
               19.829899                    -0.001018441
               19.898277                   -0.0010324791
               19.966658                   -0.0010404987
               20.035036                   -0.0010420227
               20.103415                   -0.0010365994
               20.171793                   -0.0010238086
               20.240173                   -0.0010032672
               20.308552                  -0.00097463536
                20.37693                  -0.00093762123
               20.445309                  -0.00089198607
               20.513689                  -0.00083754968
               20.582067                   -0.0007741942
               20.650446                  -0.00070186867
               20.718824                  -0.00062059215
               20.787205                  -0.00053045666
               20.855583                  -0.00043162881
               20.923962                  -0.00032435171
               20.992342                  -0.00020894605
                21.06072                  -8.5809377e-05
               21.129099                   4.4584245e-05
               21.197477                   0.00018168555
               21.265858                   0.00032487352
               21.334236                   0.00047345794
               21.402615                   0.00062668353
               21.470993                   0.00078373501
               21.539373                   0.00094374229
               21.607752                    0.0011057869
                21.67613                    0.0012689097
               21.744511                    0.0014321172
               21.812889                    0.0015943899
               21.881268                    0.0017546902
               21.949646                    0.0019119711
               22.018026                    0.0020651857
               22.086405                    0.0022132951
               22.154783                    0.0023552785
               22.223162                    0.0024901417
               22.291542                    0.0026169249
               22.359921                    0.0027347112
               22.428299                    0.0028426349
               22.496677                    0.0029398897
               22.565058                    0.0030257341
               22.633436                       0.0030995
               22.701815                    0.0031605952
               22.770195                    0.0032085103
               22.838573                    0.0032428217
               22.906952                    0.0032631946
                22.97533                    0.0032693874
               23.043711                    0.0032612502
               23.112089                    0.0032387273
               23.180468                    0.0032018553
               23.248846                    0.0031507637
               23.317226                    0.0030856722
               23.385605                    0.0030068872
               23.453983                    0.0029147996
               23.522362                    0.0028098784
               23.590742                     0.002692671
               23.659121                    0.0025637946
               23.727499                    0.0024239286
               23.795879                    0.0022738166
               23.864258                    0.0021142517
               23.932636                    0.0019460744
               24.001015                    0.0017701687
               24.069395                    0.0015874514
               24.137774                    0.0013988715
               24.206152                    0.0012054004
                24.27453                    0.0010080272
               24.342911                     0.000807754
               24.411289                   0.00060558866
               24.479668                   0.00040254206
               24.548048                   0.00019962505
               24.616426                  -2.1579447e-06
               24.684805                   -0.0002018097
               24.753183                  -0.00039834779
               24.821564                  -0.00059080741
               24.889942                  -0.00077824009
               24.958321                  -0.00095971918
               25.026699                   -0.0011343416
               25.095079                   -0.0013012295
               25.163458                   -0.0014595336
               25.231836                   -0.0016084373
               25.300215                   -0.0017471546
               25.368595                   -0.0018749365
               25.436974                   -0.0019910706
               25.505352                   -0.0020948851
               25.573732                   -0.0021857531
               25.642111                   -0.0022630917
               25.710489                   -0.0023263704
               25.778868                   -0.0023751128
               25.847248                   -0.0024089003
               25.915627                   -0.0024273784
               25.984005                   -0.0024302569
               26.052383                   -0.0024173171
               26.120764                   -0.0023884173
               26.189142                   -0.0023434975
               26.257521                   -0.0022825843
               26.325901                   -0.0022057956
               26.394279                   -0.0021133409
               26.462658                   -0.0020055331
               26.531036                   -0.0018827848
               26.599417                   -0.0017456184
               26.667795                   -0.0015946627
               26.736174                   -0.0014306582
               26.804552                   -0.0012544589
               26.872932                   -0.0010670262
               26.941311                  -0.00086943677
               27.009689                  -0.00066287071
               27.078068                  -0.00044861538
               27.146448                  -0.00022806089
               27.214827                  -2.6860018e-06
               27.283205                    0.0002259382
               27.351585                    0.0004561664
               27.419964                    0.0006862845
               27.488342                   0.00091451814
               27.556721                    0.0011390515
               27.625101                    0.0013580369
                27.69348                      0.00156961
               27.761858                    0.0017719055
               27.830236                    0.0019630722
               27.898617                    0.0021412885
               27.966995                    0.0023047829
               28.035374                    0.0024518529
               28.103754                    0.0025808758
               28.172132                    0.0026903318
               28.240511                    0.0027788179
               28.308889                    0.0028450643
                28.37727                    0.0028879512
               28.445648                    0.0029065246
               28.514027                    0.0029000044
               28.582405                     0.002867802
               28.650785                    0.0028095276
               28.719164                    0.0027249998
               28.787542                    0.0026142558
               28.855921                    0.0024775451
               28.924301                    0.0023153459
                28.99268                    0.0021283599
               29.061058                    0.0019175062
               29.129438                    0.0016839253
               29.197817                    0.0014289645
               29.266195                    0.0011541743
               29.334574                   0.00086130115
               29.402954                   0.00055226835
               29.471333                   0.00022916347
               29.539711                  -0.00010577701
               29.608089                  -0.00045018928
                29.67647                   -0.0008015983
               29.744848                   -0.0011574425
               29.813227                   -0.0015150956
               29.881607                   -0.0018718828
               29.949986                   -0.0022251178
               30.018364                   -0.0025721157
               30.086742                   -0.0029102236
               30.155123                   -0.0032368437
               30.223501                   -0.0035494575
                30.29188                   -0.0038456467
               30.360258                    -0.004123121
               30.428638                   -0.0043797297
               30.497017                   -0.0046134945
               30.565395                   -0.0048226267
               30.633774                   -0.0050055259
               30.702154                    -0.005160816
               30.770533                   -0.0052873492
               30.838911                   -0.0053842133
               30.907291                   -0.0054507479
                30.97567                   -0.0054865428
               31.044048                   -0.0054914434
               31.112427                   -0.0054655527
               31.180807                   -0.0054092254
               31.249186                   -0.0053230659
               31.317564                    -0.005207927
               31.385942                   -0.0050648884
               31.454323                   -0.0048952545
               31.522701                   -0.0047005364
                31.59108                   -0.0044824402
               31.659458                   -0.0042428449
               31.727839                   -0.0039837849
               31.796217                   -0.0037074336
               31.864595                   -0.0034160761
               31.932976                    -0.003112087
               32.001354                   -0.0027979137
               32.069733                   -0.0024760463
               32.138111                   -0.0021489977
                32.20649                   -0.0018192779
               32.274868                   -0.0014893706
                32.34325                   -0.0011617143
               32.411629                   -0.0008386792
               32.480007                  -0.00052254187
               32.548386                  -0.00021547427
               32.616764                    8.047968e-05
               32.685143                   0.00036341851
               32.753521                   0.00063159975
               32.821903                   0.00088344759
               32.890282                    0.0011175644
                32.95866                    0.0013327424
               33.027039                    0.0015279655
               33.095417                    0.0017024149
               33.163795                    0.0018554721
               33.232174                    0.0019867136
               33.300552                    0.0020959107
               33.368935                    0.0021830273
               33.437313                    0.0022482099
               33.505692                    0.0022917786
                33.57407                    0.0023142179
               33.642448                    0.0023161666
               33.710827                    0.0022984014
               33.779205                    0.0022618242
               33.847588                    0.0022074508
               33.915966                    0.0021363914
               33.984344                    0.0020498298
               34.052723                     0.001949014
               34.121101                    0.0018352412
                34.18948                    0.0017098327
               34.257858                    0.0015741263
               34.326237                    0.0014294584
               34.394619                    0.0012771449
               34.462997                    0.0011184731
               34.531376                   0.00095468777
               34.599754                   0.00078698009
               34.668133                   0.00061647635
               34.736511                   0.00044422955
                34.80489                   0.00027121318
               34.873272                   9.8318116e-05
                34.94165                  -7.3656767e-05
               35.010029                  -0.00024400318
               35.078407                  -0.00041210238
               35.146786                  -0.00057742966
               35.215164                  -0.00073954865
               35.283543                  -0.00089810562
               35.351925                    -0.001052829
               35.420303                   -0.0012035224
               35.488682                   -0.0013500531
                35.55706                   -0.0014923498
               35.625439                   -0.0016303944
               35.693817                   -0.0017642054
               35.762196                   -0.0018938376
               35.830574                   -0.0020193669
               35.898956                   -0.0021408834
               35.967335                   -0.0022584791
               36.035713                   -0.0023722432
               36.104092                   -0.0024822487
                36.17247                    -0.002588548
               36.240849                   -0.0026911648
               36.309227                   -0.0027900869
               36.377609                   -0.0028852618
               36.445988                   -0.0029765943
               36.514366                   -0.0030639376
               36.582745                   -0.0031470971
               36.651123                   -0.0032258288
               36.719501                     -0.00329984
                36.78788                   -0.0033687872
               36.856258                   -0.0034322836
               36.924641                   -0.0034898985
               36.993019                   -0.0035411685
               37.061398                   -0.0035855991
               37.129776                   -0.0036226723
               37.198154                    -0.003651856
               37.266533                   -0.0036726121
               37.334911                   -0.0036843999
               37.403294                   -0.0036866902
               37.471672                   -0.0036789777
               37.540051                   -0.0036607836
               37.608429                   -0.0036316679
               37.676807                   -0.0035912381
               37.745186                   -0.0035391562
               37.813564                    -0.003475148
               37.881943                   -0.0033990133
               37.950325                   -0.0033106254
               38.018703                   -0.0032099441
               38.087082                   -0.0030970182
                38.15546                    -0.002971981
               38.223839                   -0.0028350658
               38.292217                   -0.0026865972
               38.360596                   -0.0025269941
               38.428978                   -0.0023567732
               38.497356                   -0.0021765423
               38.565735                   -0.0019869895
               38.634113                   -0.0017888907
               38.702492                   -0.0015830981
                38.77087                   -0.0013705322
               38.839249                   -0.0011521792
               38.907627                  -0.00092907337
               38.976009                  -0.00070229534
               39.044388                  -0.00047296041
               39.112766                  -0.00024220304
               39.181145                  -1.1176796e-05
               39.249523                   0.00021896737
               39.317902                   0.00044708574
                39.38628                   0.00067205552
               39.454662                   0.00089278421
               39.523041                    0.0011082211
               39.591419                    0.0013173618
               39.659798                    0.0015192635
               39.728176                    0.0017130502
               39.796555                    0.0018979217
               39.864933                    0.0020731527
               39.933315                    0.0022381104
               40.001694                    0.0023922513
               40.070072                     0.002535121
               40.138451                    0.0026663663
               40.206829                    0.0027857255
               40.275208                    0.0028930369
               40.343586                    0.0029882302
               40.411964                    0.0030713286
               40.480347                    0.0031424416
               40.548725                    0.0032017627
               40.617104                    0.0032495663
               40.685482                    0.0032861959
                40.75386                     0.003312059
               40.822239                    0.0033276211
               40.890617                    0.0033333974
                  40.959                    0.0033299425
               41.027378                    0.0033178416
               41.095757                    0.0032977066
               41.164135                    0.0032701611
               41.232513                    0.0032358349
               41.300892                    0.0031953582
                41.36927                     0.003149346
               41.437649                    0.0030983991
               41.506031                    0.0030430944
               41.574409                    0.0029839769
               41.642788                    0.0029215585
               41.711166                    0.0028563093
               41.779545                    0.0027886583
               41.847923                    0.0027189893
               41.916302                    0.0026476379
               41.984684                    0.0025748953
               42.053062                     0.002501003
               42.121441                    0.0024261572
               42.189819                    0.0023505094
               42.258198                    0.0022741728
               42.326576                    0.0021972195
               42.394955                    0.0021196879
               42.463333                    0.0020415927
               42.531715                    0.0019629223
               42.600094                    0.0018836493
               42.668472                     0.001803735
               42.736851                    0.0017231355
               42.805229                    0.0016418105
               42.873608                     0.001559727
               42.941986                    0.0014768612
               43.010368                    0.0013932115
               43.078747                    0.0013087994
               43.147125                    0.0012236708
               43.215504                    0.0011379048
               43.283882                    0.0010516159
               43.352261                   0.00096495153
               43.420639                   0.00087809708
               43.489021                   0.00079127646
                 43.5574                   0.00070474646
               43.625778                   0.00061879953
               43.694157                   0.00053376122
               43.762535                   0.00044998134
               43.830914                    0.0003678331
               43.899292                    0.0002877051
                43.96767                   0.00020999204
               44.036053                   0.00013509688
               44.104431                   6.3410422e-05
                44.17281                  -4.6898626e-06
               44.241188                  -6.8847534e-05
               44.309566                  -0.00012874197
               44.377945                  -0.00018409248
               44.446323                  -0.00023467034
               44.514706                  -0.00028030691
               44.583084                   -0.0003209002
               44.651463                  -0.00035642122
               44.719841                  -0.00038692591
               44.788219                  -0.00041255591
               44.856598                    -0.000433543
               44.924976                  -0.00045021603
               44.993355                  -0.00046299462
               45.061737                  -0.00047239161
               45.130116                  -0.00047901433
               45.198494                  -0.00048355467
               45.266872                  -0.00048678604
               45.335251                  -0.00048955478
               45.403629                  -0.00049276755
               45.472008                   -0.0004973801
                45.54039                  -0.00050438178
               45.608768                  -0.00051477994
               45.677147                   -0.0005295822
               45.745525                   -0.0005497759
               45.813904                  -0.00057630468
               45.882282                    -0.000610054
               45.950661                  -0.00065181631
               46.019039                  -0.00070227927
               46.087421                  -0.00076199666
                 46.1558                  -0.00083136407
               46.224178                  -0.00091059884
               46.292557                  -0.00099971623
               46.360935                   -0.0010985078
               46.429314                   -0.0012065251
               46.497692                   -0.0013230647
               46.566074                   -0.0014471533
               46.634453                   -0.0015775363
               46.702831                   -0.0017126707
                46.77121                   -0.0018507236
               46.839588                   -0.0019895711
               46.907967                   -0.0021268046
               46.976345                   -0.0022597441
               47.044724                   -0.0023854508
               47.113106                   -0.0025007476
               47.181484                   -0.0026022408
               47.249863                   -0.0026863532
               47.318241                   -0.0027493602
                47.38662                   -0.0027874289
               47.454998                   -0.0027966599
               47.523376                   -0.0027731354
               47.591759                   -0.0027129734
               47.660137                   -0.0026123761
               47.728516                    -0.002467694
               47.796894                   -0.0022754797
               47.865273                    -0.002032551
               47.933651                   -0.0017360492
               48.002029                   -0.0013834984
               48.070412                  -0.00097286166
                48.13879                  -0.00050260086
               48.207169                   2.8275879e-05
               48.275547                   0.00062016235
               48.343925                    0.0012728131
               48.412304                    0.0019853078
               48.480682                    0.0027560149
               48.549061                    0.0035825782
               48.617443                    0.0044618943
               48.685822                    0.0053901132
                 48.7542                    0.0063626384
               48.822578                    0.0073741348
               48.890957                    0.0084185647
               48.959335                     0.009489214
               49.027714                      0.01057873
               49.096096                     0.011679186
               49.164474                      0.01278213
               49.232853                     0.013878668
               49.301231                     0.014959532
                49.36961                     0.016015181
               49.437988                     0.017035885
               49.506367                     0.018011823
               49.574745                      0.01893319
               49.643127                     0.019790303
               49.711506                     0.020573705
               49.779884                     0.021274287
               49.848263                     0.021883378
               49.916641                     0.022392856
                49.98502                     0.022795256
               50.053398                     0.023083849
                50.12178                     0.023252752
               50.190159                     0.023296986
               50.258537                     0.023212554
               50.326916                     0.022996513
               50.395294                     0.022647005
               50.463673                       0.0221633
               50.532051                     0.021545816
                50.60043                     0.020796131
               50.668812                     0.019916981
                50.73719                     0.018912232
               50.805569                     0.017786864
               50.873947                     0.016546905
               50.942326                     0.015199397
               51.010704                     0.013752307
               51.079082                     0.012214458
               51.147465                      0.01059544
               51.215843                    0.0089055067
               51.284222                    0.0071554813
                 51.3526                    0.0053566326
               51.420979                    0.0035205761
               51.489357                    0.0016591428
               51.557735                  -0.00021571868
               51.626118                   -0.0020920648
               51.694496                   -0.0039580744
               51.762875                    -0.005802141
               51.831253                    -0.007612986
               51.899632                   -0.0093797436
                51.96801                    -0.011092047
               52.036388                    -0.012740108
               52.104767                    -0.014314783
               52.173149                    -0.015807601
               52.241528                    -0.017210854
               52.309906                    -0.018517585
               52.378284                    -0.019721633
               52.446663                     -0.02081763
               52.515041                    -0.021800986
                52.58342                    -0.022667911
               52.651802                    -0.023415346
               52.720181                    -0.024040993
               52.788559                    -0.024543243
               52.856937                    -0.024921129
               52.925316                     -0.02517431
               52.993694                    -0.025302999
               53.062073                    -0.025307925
               53.130451                    -0.025190311
               53.198833                    -0.024951775
               53.267212                    -0.024594348
                53.33559                    -0.024120396
               53.403969                    -0.023532612
               53.472347                    -0.022833969
               53.540726                    -0.022027723
               53.609104                    -0.021117395
               53.677486                    -0.020106781
               53.745865                    -0.018999936
               53.814243                    -0.017801197
