        Frequency / MHz                Port 1 [1] (8)/abs,linear
----------------------------------------------------------------------
                      40                       80.771927
                   40.26                       83.984509
                   40.52                       87.301529
                   40.78                       90.730777
                   41.04                        94.26843
                    41.3                       97.901522
                   41.56                        101.6165
                   41.82                       105.40876
                   42.08                       109.28739
                   42.34                       113.27207
                    42.6                        117.3839
                   42.86                       121.63542
                   43.12                       126.02606
                   43.38                       130.54597
                   43.64                       135.18617
                    43.9                       139.94943
                   44.16                       144.85515
                   44.42                       149.93533
                   44.68                        155.2234
                   44.94                       160.74271
                    45.2                       166.50149
                   45.46                       172.49824
                   45.72                       178.73497
                   45.98                       185.23135
                   46.24                       192.03162
                    46.5                       199.19977
                   46.76                       206.80533
                   47.02                       214.90822
                   47.28                       223.55218
                   47.54                       232.77286
                    47.8                       242.61807
                   48.06                        253.1711
                   48.32                       264.56471
                   48.58                        276.9769
                   48.84                       290.60895
                    49.1                        305.6557
                   49.36                       322.28144
                   49.62                       340.60934
                   49.88                       360.71622
                   50.14                       382.60009
                    50.4                       406.05738
                   50.66                       430.37968
                   50.92                       453.79406
                   51.18                       472.73769
                   51.44                       481.57944
                    51.7                       474.10151
                   51.96                       447.28515
                   52.22                       404.40914
                   52.48                       353.41071
                   52.74                       302.22425
                      53                       255.96529
                   53.26                       216.98607
                   53.52                       185.99247
                   53.78                       162.92586
                   54.04                       147.33941
                    54.3                       138.44603
                   54.56                       135.12429
                   54.82                       136.07177
                   55.08                       140.05714
                   55.34                       146.10292
                    55.6                       153.52583
                   55.86                       161.87971
                   56.12                       170.87206
                   56.38                       180.29828
                   56.64                       190.00686
                    56.9                       199.88975
                   57.16                       209.88395
                   57.42                       219.97112
                   57.68                       230.16774
                   57.94                       240.50705
                    58.2                       251.01964
                   58.46                       261.72147
                   58.72                       272.61394
                   58.98                        283.6943
                   59.24                       294.96959
                    59.5                       306.46577
                   59.76                       318.22665
                   60.02                       330.30348
                   60.28                       342.74106
                   60.54                       355.56851
                    60.8                       368.79989
                   61.06                       382.44423
                   61.32                       396.51951
                   61.58                       411.06251
                   61.84                        426.1289
                    62.1                       441.78351
                   62.36                       458.08632
                   62.62                       475.08251
                   62.88                       492.80269
                   63.14                       511.27376
                    63.4                       530.53472
                   63.66                       550.64862
                   63.92                       571.70347
                   64.18                       593.80142
                   64.44                       617.04224
                    64.7                       641.51103
                   64.96                       667.27841
                   65.22                       694.41431
                   65.48                        723.0085
                   65.74                       753.18623
                      66                         785.109
                   66.26                       818.95846
                   66.52                       854.91151
                   66.78                       893.12057
                   67.04                       933.71059
                    67.3                       976.79476
                   67.56                       1022.4979
                   67.82                       1070.9677
                   68.08                       1122.3573
                   68.34                       1176.7732
                    68.6                       1234.2024
                   68.86                       1294.4426
                   69.12                       1357.0559
                   69.38                       1421.3494
                   69.64                       1486.3628
                    69.9                       1550.8319
                   70.16                       1613.1151
                   70.42                       1671.1172
                   70.68                       1722.2974
                   70.94                       1763.8527
                    71.2                       1793.1045
                   71.46                       1807.9877
                   71.72                       1807.4529
                   71.98                       1791.6203
                   72.24                       1761.6649
                    72.5                       1719.5397
                   72.76                       1667.6675
                   73.02                       1608.6615
                   73.28                        1545.082
                   73.54                       1479.2272
                    73.8                       1412.9817
                   74.06                         1347.75
                   74.32                       1284.4809
                   74.58                       1223.7551
                   74.84                       1165.8951
                    75.1                       1111.0592
                   75.36                       1059.3026
                   75.62                       1010.6059
                   75.88                       964.88693
                   76.14                        922.0092
                    76.4                       881.79772
                   76.66                       844.05965
                   76.92                       808.60487
                   77.18                       775.25968
                   77.44                       743.87045
                    77.7                       714.29934
                   77.96                       686.41682
                   78.22                       660.09644
                   78.48                        635.2143
                   78.74                       611.65275
                      79                       589.30554
                   79.26                       568.08104
                   79.52                       547.90195
                   79.78                        528.7019
                   80.04                        510.4209
                    80.3                       493.00206
                   80.56                       476.39082
                   80.82                       460.53657
                   81.08                       445.39509
                   81.34                       430.93032
                    81.6                       417.11429
                   81.86                       403.92531
                   82.12                       391.34551
                   82.38                        379.3589
                   82.64                       367.95076
                    82.9                       357.10854
                   83.16                       346.82323
                   83.42                       337.09035
                   83.68                       327.90988
                   83.94                       319.28491
                    84.2                       311.21969
                   84.46                       303.71781
                   84.72                       296.78119
                   84.98                       290.40997
                   85.24                       284.60288
                    85.5                       279.35735
                   85.76                       274.66886
                   86.02                        270.5294
                   86.28                       266.92558
                   86.54                       263.83689
                    86.8                       261.23507
                   87.06                       259.08443
                   87.32                       257.34305
                   87.58                       255.96407
                   87.84                       254.89659
                    88.1                       254.08603
                   88.36                       253.47435
                   88.62                       253.00059
                   88.88                        252.6024
                   89.14                       252.21824
                    89.4                        251.7899
                   89.66                       251.26466
                   89.92                       250.59641
                   90.18                       249.74593
                   90.44                       248.68056
                    90.7                       247.37404
                   90.96                       245.80672
                   91.22                       243.96607
                   91.48                       241.84709
                   91.74                       239.45205
                      92                       236.78954
                   92.26                       233.87282
                   92.52                       230.71823
                   92.78                         227.344
                   93.04                       223.76964
                    93.3                       220.01588
                   93.56                       216.10455
                   93.82                       212.05827
                   94.08                       207.89973
                   94.34                       203.65079
                    94.6                       199.33174
                   94.86                       194.96102
                   95.12                       190.55539
                   95.38                       186.13045
                   95.64                       181.70105
                    95.9                       177.28144
                   96.16                       172.88518
                   96.42                       168.52476
                   96.68                       164.21144
                   96.94                       159.95525
                    97.2                       155.76539
                   97.46                       151.65082
                   97.72                       147.62064
                   97.98                       143.68432
                   98.24                       139.85164
                    98.5                       136.13242
                   98.76                       132.53641
                   99.02                       129.07331
                   99.28                       125.75308
                   99.54                       122.58632
                    99.8                       119.58454
                  100.06                       116.76016
                  100.32                       114.12628
                  100.58                       111.69631
                  100.84                       109.48365
                   101.1                       107.50149
                  101.36                       105.76283
                  101.62                       104.28045
                  101.88                        103.0667
                  102.14                       102.13308
                   102.4                       101.48965
                  102.66                       101.14434
                  102.92                       101.10262
                  103.18                       101.36727
                  103.44                       101.93852
                   103.7                       102.81423
                  103.96                          103.99
                  104.22                       105.45917
                  104.48                        107.2128
                  104.74                       109.23976
                     105                       111.52699
                  105.26                       114.06003
                  105.52                        116.8235
                  105.78                       119.80153
                  106.04                       122.97793
                   106.3                       126.33619
                  106.56                       129.85937
                  106.82                       133.53004
                  107.08                       137.33039
                  107.34                       141.24246
                   107.6                       145.24835
                  107.86                       149.33032
                  108.12                       153.47071
                  108.38                       157.65175
                  108.64                       161.85534
                   108.9                       166.06303
                  109.16                       170.25618
                  109.42                       174.41621
                  109.68                       178.52489
                  109.94                       182.56453
                   110.2                       186.51793
                  110.46                       190.36834
                  110.72                       194.09941
                  110.98                       197.69536
                  111.24                       201.14126
                   111.5                       204.42342
                  111.76                        207.5297
                  112.02                       210.44959
                  112.28                       213.17415
                  112.54                       215.69586
                   112.8                       218.00849
                  113.06                       220.10722
                  113.32                       221.98872
                  113.58                       223.65141
                  113.84                       225.09539
                   114.1                        226.3223
                  114.36                         227.335
                  114.62                       228.13718
                  114.88                       228.73326
                  115.14                       229.12826
                   115.4                       229.32797
                  115.66                       229.33892
                  115.92                       229.16831
                  116.18                       228.82376
                  116.44                       228.31301
                   116.7                       227.64369
                  116.96                       226.82333
                  117.22                       225.85946
                  117.48                       224.75976
                  117.74                       223.53217
                     118                       222.18482
                  118.26                       220.72589
                  118.52                       219.16343
                  118.78                       217.50536
                  119.04                       215.75953
                   119.3                       213.93398
                  119.56                        212.0371
                  119.82                       210.07766
                  120.08                       208.06473
                  120.34                       206.00752
                   120.6                        203.9153
                  120.86                       201.79741
                  121.12                       199.66339
                  121.38                       197.52319
                  121.64                       195.38723
                   121.9                       193.26639
                  122.16                       191.17185
                  122.42                       189.11492
                  122.68                       187.10699
                  122.94                       185.15953
                   123.2                       183.28425
                  123.46                       181.49319
                  123.72                       179.79865
                  123.98                       178.21306
                  124.24                       176.74871
                   124.5                       175.41754
                  124.76                       174.23108
                  125.02                       173.20042
                  125.28                        172.3363
                  125.54                       171.64911
                   125.8                        171.1488
                  126.06                       170.84459
                  126.32                       170.74478
                  126.58                        170.8566
                  126.84                       171.18622
                   127.1                       171.73886
                  127.36                         172.519
                  127.62                        173.5304
                  127.88                       174.77601
                  128.14                       176.25788
                   128.4                       177.97698
                  128.66                       179.93327
                  128.92                       182.12588
                  129.18                       184.55336
                  129.44                       187.21395
                   129.7                       190.10562
                  129.96                       193.22601
                  130.22                       196.57223
                  130.48                       200.14081
                  130.74                       203.92774
                     131                       207.92875
                  131.26                       212.13952
                  131.52                        216.5559
                  131.78                       221.17385
                  132.04                       225.98918
                   132.3                       230.99727
                  132.56                       236.19294
                  132.82                       241.57046
                  133.08                       247.12383
                  133.34                       252.84702
                   133.6                       258.73404
                  133.86                       264.77871
                  134.12                       270.97425
                  134.38                        277.3128
                  134.64                       283.78522
                   134.9                       290.38109
                  135.16                       297.08905
                  135.42                       303.89704
                  135.68                       310.79221
                  135.94                       317.76046
                   136.2                       324.78573
                  136.46                       331.84926
                  136.72                       338.92932
                  136.98                       346.00133
                  137.24                       353.03833
                   137.5                       360.01129
                  137.76                       366.88895
                  138.02                       373.63715
                  138.28                        380.2179
                  138.54                       386.58885
                   138.8                       392.70342
                  139.06                       398.51193
                  139.32                       403.96301
                  139.58                        409.0049
                  139.84                       413.58601
                   140.1                        417.6549
                  140.36                       421.16035
                  140.62                       424.05217
                  140.88                       426.28331
                  141.14                       427.81279
                   141.4                       428.60866
                  141.66                       428.64983
                  141.92                       427.92642
                  142.18                       426.43902
                  142.44                       424.19786
                   142.7                       421.22288
                  142.96                       417.54476
                  143.22                       413.20606
                  143.48                       408.26144
                  143.74                         402.776
                     144                         396.822
                  144.26                       390.47531
                  144.52                       383.81267
                  144.78                       376.91088
                  145.04                       369.84732
                   145.3                       362.70078
                  145.56                        355.5513
                  145.82                        348.4785
                  146.08                       341.55894
                  146.34                       334.86392
                   146.6                       328.45878
                  146.86                       322.40415
                  147.12                       316.75838
                  147.38                       311.57961
                  147.64                       306.92605
                   147.9                       302.85413
                  148.16                       299.41536
                  148.42                       296.65345
                  148.68                       294.60324
                  148.94                        293.2915
                   149.2                       292.73834
                  149.46                       292.95686
                  149.72                       293.94891
                  149.98                       295.69699
                  150.24                       298.15472
                   150.5                       301.24088
                  150.76                       304.84237
                  151.02                       308.82975
                  151.28                       313.08438
                  151.54                       317.53129
                   151.8                       322.16743
                  152.06                       327.07496
                  152.32                       332.41308
                  152.58                       338.38991
                  152.84                        345.2229
                   153.1                       353.09985
                  153.36                       362.15132
                  153.62                       372.44014
                  153.88                       383.96763
                  154.14                       396.69108
                   154.4                       410.54475
                  154.66                       425.45651
                  154.92                       441.35558
                  155.18                       458.17031
                  155.44                       475.81937
                   155.7                        494.2014
                  155.96                       513.18796
                  156.22                       532.62162
                  156.48                       552.31783
                  156.74                       572.06696
                     157                       591.63336
                  157.26                        610.7509
                  157.52                       629.11873
                  157.78                       646.40254
                  158.04                       662.24598
                   158.3                       676.29237
                  158.56                       688.21167
                  158.82                       697.72555
                  159.08                       704.62467
                  159.34                       708.77729
                   159.6                       710.13232
                  159.86                       708.72031
                  160.12                       704.65303
                  160.38                       698.11879
                  160.64                       689.36998
                   160.9                       678.70237
                  161.16                       666.43029
                  161.42                        652.8637
                  161.68                       638.29243
                  161.94                       622.97871
                   162.2                       607.15598
                  162.46                       591.02991
                  162.72                       574.77897
                  162.98                        558.5536
                  163.24                       542.47532
                   163.5                        526.6375
                  163.76                       511.10862
                  164.02                       495.93749
                  164.28                       481.15891
                  164.54                       466.79815
                   164.8                       452.87327
                  165.06                       439.39568
                  165.32                       426.36991
                  165.58                       413.79384
                  165.84                       401.66004
                   166.1                       389.95795
                  166.36                       378.67617
                  166.62                        367.8041
                  166.88                       357.33228
                  167.14                       347.25187
                   167.4                       337.55375
                  167.66                       328.22803
                  167.92                       319.26438
                  168.18                       310.65315
                  168.44                       302.38654
                   168.7                        294.4594
                  168.96                       286.86932
                  169.22                       279.61595
                  169.48                       272.70028
                  169.74                       266.12408
                     170                       259.89019
                  170.26                        254.0032
                  170.52                       248.47045
                  170.78                       243.30251
                  171.04                       238.51314
                   171.3                       234.11863
                  171.56                       230.13692
                  171.82                       226.58703
                  172.08                       223.48903
                  172.34                        220.8644
                   172.6                        218.7365
                  172.86                       217.13067
                  173.12                       216.07355
                  173.38                       215.59191
                  173.64                       215.71133
                   173.9                       216.45513
                  174.16                       217.84416
                  174.42                       219.89695
                  174.68                       222.63009
                  174.94                       226.05829
                   175.2                       230.19372
                  175.46                       235.04489
                  175.72                       240.61558
                  175.98                       246.90416
                  176.24                        253.9037
                   176.5                       261.60239
                  176.76                       269.98377
                  177.02                       279.02606
                  177.28                       288.70007
                  177.54                       298.96618
                   177.8                       309.77076
                  178.06                       321.04288
                  178.32                       332.69148
                  178.58                       344.60275
                  178.84                       356.63686
                   179.1                       368.62347
                  179.36                       380.35631
                  179.62                       391.58852
                  179.88                       402.03141
                  180.14                       411.35944
                   180.4                       419.22345
                  180.66                       425.27204
                  180.92                        429.1796
                  181.18                       430.67842
                  181.44                       429.59213
                   181.7                       425.86623
                  181.96                       419.59047
                  182.22                       411.00573
                  182.48                       400.49004
                  182.74                       388.52316
                     183                        375.6362
                  183.26                        362.3573
                  183.52                       349.16459
                  183.78                       336.45328
                  184.04                       324.51862
                   184.3                       313.55269
                  184.56                       303.65132
                  184.82                       294.82769
                  185.08                       287.02989
                  185.34                       280.16021
                   185.6                       274.09392
                  185.86                       268.69585
                  186.12                       263.83316
                  186.38                       259.38375
                  186.64                       255.24058
