        Frequency / MHz                S1,1 (8)/arg,degrees
----------------------------------------------------------------------
                      40                      -4.5626677
               40.259998                      -6.7919051
                   40.52                      -9.0170672
               40.779999                      -11.238191
               41.040001                      -13.455324
               41.299999                      -15.668532
               41.560001                      -17.877894
                   41.82                       -20.08352
               42.079998                      -22.285538
                   42.34                      -24.484099
               42.599998                      -26.679353
               42.860001                      -28.871471
               43.119999                      -31.060631
               43.380001                      -33.247003
               43.639999                      -35.430758
               43.900002                      -37.612077
                   44.16                      -39.791118
               44.419998                      -41.968074
                   44.68                      -44.143124
               44.939999                      -46.316461
               45.200001                      -48.488311
               45.459999                      -50.658898
               45.720001                      -52.828472
                   45.98                      -54.997303
               46.240002                      -57.165669
                    46.5                       -59.33386
               46.759998                      -61.502187
                   47.02                      -63.670955
               47.279999                      -65.840476
               47.540001                      -68.011069
               47.799999                      -70.183098
               48.060001                      -72.356866
                   48.32                      -74.532767
               48.579998                       -76.71111
                   48.84                       -78.89236
               49.099998                      -81.076866
               49.360001                      -83.265101
               49.619999                      -85.457483
               49.880001                      -87.654502
               50.139999                       -89.85665
               50.400002                      -92.064413
                   50.66                       -94.27831
               50.919998                      -96.498928
                   51.18                      -98.726771
               51.439999                      -100.96239
               51.700001                      -103.20641
               51.959999                      -105.45943
               52.220001                       -107.7221
                   52.48                      -109.99508
               52.740002                      -112.27908
                      53                      -114.57479
               53.259998                      -116.88302
                   53.52                      -119.20452
               53.779999                      -121.54016
               54.040001                      -123.89074
               54.299999                      -126.25722
               54.560001                      -128.64047
                   54.82                      -131.04141
               55.079998                      -133.46106
                   55.34                      -135.90045
               55.599998                      -138.36059
               55.860001                      -140.84263
               56.119999                      -143.34768
               56.380001                      -145.87698
               56.639999                       -148.4318
               56.900002                      -151.01334
                   57.16                      -153.62302
               57.419998                      -156.26224
                   57.68                      -158.93244
               57.939999                      -161.63507
               58.200001                      -164.37165
               58.459999                      -167.14373
               58.720001                        -169.953
                   58.98                      -172.80103
               59.240002                      -175.68958
                    59.5                      -178.62027
               59.759998                       178.40506
                   60.02                       175.38462
               60.279999                       172.31662
               60.540001                       169.19918
               60.799999                       166.03056
               61.060001                       162.80892
                   61.32                       159.53247
               61.579998                       156.19952
                   61.84                       152.80841
               62.099998                       149.35758
               62.360001                       145.84561
               62.619999                       142.27122
               62.880001                       138.63328
               63.139999                       134.93089
               63.400002                       131.16336
                   63.66                       127.33029
               63.919998                       123.43159
                   64.18                       119.46754
               64.440002                       115.43874
               64.699997                       111.34636
               64.959999                       107.19191
               65.220001                       102.97747
               65.480003                       98.705594
               65.739998                       94.379435
                      66                       90.002622
               66.260002                       85.579364
               66.519997                       81.114388
               66.779999                       76.612828
               67.040001                       72.080315
               67.300003                       67.522885
               67.559998                       62.946877
                   67.82                       58.358794
               68.080002                       53.765462
               68.339996                       49.173718
               68.599998                       44.590363
               68.860001                       40.022219
               69.120003                       35.475882
