        Frequency / MHz                S1,1 (73)/abs,dB
----------------------------------------------------------------------
                      40                      -3.0350281
               40.259998                      -3.0415633
                   40.52                      -3.0479544
               40.779999                      -3.0542246
               41.040001                      -3.0604021
               41.299999                      -3.0665114
               41.560001                       -3.072571
                   41.82                      -3.0785881
               42.079998                      -3.0845637
                   42.34                      -3.0904955
               42.599998                      -3.0963835
               42.860001                       -3.102236
               43.119999                      -3.1080666
               43.380001                      -3.1138975
               43.639999                      -3.1197503
               43.900002                      -3.1256435
                   44.16                      -3.1315886
               44.419998                      -3.1375889
                   44.68                      -3.1436414
               44.939999                      -3.1497419
               45.200001                      -3.1558924
               45.459999                      -3.1620968
               45.720001                      -3.1683706
                   45.98                        -3.17473
               46.240002                      -3.1811921
                    46.5                      -3.1877689
               46.759998                      -3.1944666
                   47.02                      -3.2012841
               47.279999                      -3.2082163
               47.540001                      -3.2152605
               47.799999                      -3.2224141
               48.060001                      -3.2296856
                   48.32                      -3.2370859
               48.579998                      -3.2446274
                   48.84                      -3.2523245
               49.099998                      -3.2601845
               49.360001                      -3.2682083
               49.619999                      -3.2763934
               49.880001                      -3.2847326
               50.139999                      -3.2932241
               50.400002                      -3.3018661
                   50.66                      -3.3106664
               50.919998                      -3.3196341
                   51.18                      -3.3287794
               51.439999                      -3.3381136
               51.700001                      -3.3476384
               51.959999                      -3.3573538
               52.220001                      -3.3672555
                   52.48                      -3.3773376
               52.740002                      -3.3875966
                      53                      -3.3980328
               53.259998                       -3.408652
                   53.52                      -3.4194638
               53.779999                      -3.4304762
               54.040001                      -3.4416963
               54.299999                      -3.4531239
               54.560001                      -3.4647579
                   54.82                      -3.4765916
               55.079998                      -3.4886194
                   55.34                      -3.5008393
               55.599998                      -3.5132514
               55.860001                      -3.5258631
               56.119999                      -3.5386797
               56.380001                      -3.5517093
               56.639999                      -3.5649544
               56.900002                      -3.5784149
                   57.16                      -3.5920868
               57.419998                      -3.6059629
                   57.68                      -3.6200384
               57.939999                      -3.6343106
               58.200001                      -3.6487828
               58.459999                      -3.6634572
               58.720001                      -3.6783404
                   58.98                      -3.6934378
               59.240002                      -3.7087493
                    59.5                      -3.7242726
               59.759998                      -3.7400016
                   60.02                       -3.755931
               60.279999                      -3.7720538
               60.540001                       -3.788368
               60.799999                      -3.8048749
               61.060001                      -3.8215773
                   61.32                      -3.8384803
               61.579998                      -3.8555851
                   61.84                      -3.8728902
               62.099998                      -3.8903912
               62.360001                      -3.9080791
               62.619999                      -3.9259467
               62.880001                      -3.9439876
               63.139999                      -3.9621971
               63.400002                      -3.9805772
                   63.66                      -3.9991285
               63.919998                      -4.0178539
                   64.18                      -4.0367551
               64.440002                      -4.0558296
               64.699997                      -4.0750719
               64.959999                      -4.0944757
               65.220001                      -4.1140343
               65.480003                      -4.1337351
               65.739998                       -4.153578
                      66                      -4.1735551
               66.260002                       -4.193665
               66.519997                      -4.2139044
               66.779999                      -4.2342677
               67.040001                      -4.2547487
               67.300003                      -4.2753378
               67.559998                      -4.2960276
                   67.82                       -4.316808
               68.080002                      -4.3376714
               68.339996                      -4.3586115
               68.599998                      -4.3796251
               68.860001                      -4.4007076
               69.120003                      -4.4218539
               69.379997                      -4.4430574
               69.639999                      -4.4643072
               69.900002                      -4.4855934
               70.159996                      -4.5069032
               70.419998                       -4.528226
                   70.68                      -4.5495528
               70.940002                      -4.5708752
               71.199997                       -4.592187
               71.459999                      -4.6134824
               71.720001                      -4.6347536
               71.980003                      -4.6559909
               72.239998                       -4.677183
                    72.5                      -4.6983156
               72.760002                      -4.7193768
               73.019997                      -4.7403544
               73.279999                      -4.7612389
               73.540001                       -4.782021
               73.800003                      -4.8026933
               74.059998                      -4.8232479
                   74.32                      -4.8436777
               74.580002                      -4.8639702
               74.839996                      -4.8841142
               75.099998                      -4.9040979
               75.360001                      -4.9239094
               75.620003                      -4.9435361
               75.879997                      -4.9629701
               76.139999                      -4.9822052
               76.400002                      -5.0012343
               76.659996                      -5.0200524
               76.919998                      -5.0386525
                   77.18                      -5.0570261
               77.440002                      -5.0751663
               77.699997                      -5.0930638
               77.959999                      -5.1107093
               78.220001                      -5.1281013
               78.480003                      -5.1452338
               78.739998                      -5.1621061
                      79                      -5.1787198
               79.260002                      -5.1950739
               79.519997                      -5.2111734
               79.779999                      -5.2270141
               80.040001                         -5.2426
               80.300003                       -5.257934
               80.559998                      -5.2730181
                   80.82                      -5.2878596
               81.080002                      -5.3024688
               81.339996                      -5.3168587
               81.599998                      -5.3310435
               81.860001                      -5.3450402
               82.120003                      -5.3588667
               82.379997                      -5.3725418
               82.639999                      -5.3860874
               82.900002                      -5.3995241
               83.159996                      -5.4128826
               83.419998                      -5.4261914
                   83.68                      -5.4394892
               83.940002                      -5.4528155
               84.199997                      -5.4662185
               84.459999                      -5.4797493
               84.720001                      -5.4934659
               84.980003                      -5.5074304
               85.239998                      -5.5217087
                    85.5                      -5.5363718
               85.760002                      -5.5514969
               86.019997                      -5.5671588
               86.279999                      -5.5834357
               86.540001                      -5.6004069
               86.800003                      -5.6181447
               87.059998                      -5.6367264
                   87.32                      -5.6562229
               87.580002                      -5.6767108
               87.839996                      -5.6982693
               88.099998                      -5.7209781
               88.360001                      -5.7449312
               88.620003                      -5.7702246
               88.879997                      -5.7969667
               89.139999                       -5.825268
               89.400002                      -5.8552466
               89.659996                      -5.8870213
               89.919998                       -5.920715
                   90.18                      -5.9564508
               90.440002                      -5.9943519
               90.699997                      -6.0345435
               90.959999                      -6.0771523
               91.220001                      -6.1223047
               91.480003                      -6.1701296
               91.739998                      -6.2207534
                      92                      -6.2743009
               92.260002                      -6.3308934
               92.519997                      -6.3906459
               92.779999                      -6.4536709
               93.040001                      -6.5200727
               93.300003                      -6.5899519
               93.559998                      -6.6634027
                   93.82                      -6.7405155
               94.080002                      -6.8213716
               94.339996                      -6.9060487
               94.599998                      -6.9946116
               94.860001                      -7.0871198
               95.120003                      -7.1836201
               95.379997                       -7.284151
               95.639999                      -7.3887396
               95.900002                      -7.4974041
               96.159996                      -7.6101567
               96.419998                      -7.7269991
                   96.68                      -7.8479251
               96.940002                      -7.9729228
               97.199997                      -8.1019705
               97.459999                      -8.2350368
               97.720001                      -8.3720837
               97.980003                      -8.5130662
               98.239998                      -8.6579312
                    98.5                      -8.8066207
               98.760002                      -8.9590748
               99.019997                      -9.1152308
               99.279999                      -9.2750194
               99.540001                       -9.438375
               99.800003                      -9.6052277
                  100.06                      -9.7755064
                  100.32                      -9.9491345
                  100.58                       -10.12604
                  100.84                      -10.306148
                   101.1                      -10.489388
                  101.36                      -10.675689
                  101.62                      -10.864986
                  101.88                      -11.057219
                  102.14                      -11.252328
                   102.4                      -11.450259
                  102.66                      -11.650963
                  102.92                      -11.854388
                  103.18                      -12.060491
                  103.44                      -12.269233
                   103.7                      -12.480576
                  103.96                      -12.694493
                  104.22                      -12.910965
                  104.48                      -13.129975
                  104.74                      -13.351515
                     105                      -13.575583
                  105.26                      -13.802178
                  105.52                      -14.031307
                  105.78                      -14.262983
                  106.04                      -14.497221
                   106.3                      -14.734047
                  106.56                      -14.973492
                  106.82                      -15.215599
                  107.08                      -15.460415
                  107.34                      -15.707997
                   107.6                      -15.958408
                  107.86                      -16.211714
                  108.12                       -16.46799
                  108.38                      -16.727314
                  108.64                      -16.989777
                   108.9                      -17.255476
                  109.16                       -17.52452
                  109.42                      -17.797031
                  109.68                      -18.073138
                  109.94                       -18.35298
                   110.2                      -18.636708
                  110.46                      -18.924482
                  110.72                      -19.216468
                  110.98                      -19.512848
                  111.24                      -19.813817
                   111.5                      -20.119586
                  111.76                      -20.430386
                  112.02                      -20.746466
                  112.28                      -21.068092
                  112.54                      -21.395549
                   112.8                      -21.729144
                  113.06                      -22.069202
                  113.32                      -22.416073
                  113.58                      -22.770132
                  113.84                      -23.131788
                   114.1                      -23.501484
                  114.36                        -23.8797
                  114.62                      -24.266958
                  114.88                      -24.663824
                  115.14                      -25.070903
                   115.4                      -25.488848
                  115.66                      -25.918365
                  115.92                      -26.360213
                  116.18                       -26.81521
                  116.44                      -27.284241
                   116.7                      -27.768254
                  116.96                       -28.26826
                  117.22                      -28.785323
                  117.48                      -29.320538
                  117.74                      -29.875009
                     118                      -30.449795
                  118.26                      -31.045843
                  118.52                      -31.663868
                  118.78                      -32.304175
                  119.04                      -32.966381
                   119.3                      -33.648995
                  119.56                      -34.348789
                  119.82                      -35.059912
                  120.08                      -35.772698
                  120.34                      -36.472216
                   120.6                      -37.136873
                  120.86                      -37.737777
                  121.12                      -38.240127
                  121.38                      -38.607975
                  121.64                      -38.812437
                   121.9                      -38.840538
                  122.16                      -38.699832
                  122.42                      -38.415671
                  122.68                      -38.023014
                  122.94                      -37.557627
                   123.2                      -37.050291
                  123.46                      -36.524608
                  123.72                       -35.99722
                  123.98                      -35.479111
                  124.24                      -34.977075
                   124.5                      -34.494992
                  124.76                      -34.034791
                  125.02                       -33.59714
                  125.28                      -33.181909
                  125.54                      -32.788487
                   125.8                      -32.415983
                  126.06                      -32.063369
                  126.32                      -31.729563
                  126.58                      -31.413488
                  126.84                      -31.114103
                   127.1                      -30.830418
                  127.36                      -30.561502
                  127.62                       -30.30648
                  127.88                       -30.06453
                  128.14                      -29.834879
               128.39999                      -29.616811
                  128.66                      -29.409662
                  128.92                      -29.212826
               129.17999                      -29.025755
                  129.44                      -28.847958
                   129.7                      -28.678983
               129.96001                      -28.518412
                  130.22                       -28.36585
                  130.48                      -28.220914
               130.74001                      -28.083238
                     131                      -27.952475
               131.25999                      -27.828312
                  131.52                      -27.710477
                  131.78                      -27.598746
               132.03999                      -27.492933
                   132.3                      -27.392876
                  132.56                      -27.298415
               132.81999                      -27.209369
                  133.08                      -27.125515
                  133.34                      -27.046594
               133.60001                      -26.972322
                  133.86                      -26.902413
                  134.12                       -26.83662
                  134.38                      -26.774756
                  134.64                      -26.716718
               134.89999                      -26.662474
                  135.16                      -26.612056
                  135.42                      -26.565515
               135.67999                      -26.522888
                  135.94                      -26.484174
                   136.2                      -26.449312
               136.46001                       -26.41819
                  136.72                      -26.390661
                  136.98                       -26.36657
               137.24001                      -26.345787
                   137.5                      -26.328211
               137.75999                      -26.313788
                  138.02                       -26.30249
                  138.28                      -26.294307
               138.53999                      -26.289221
                   138.8                      -26.287198
                  139.06                      -26.288182
               139.31999                      -26.292102
