        Frequency / MHz                S1,1 (51)/arg,degrees
----------------------------------------------------------------------
                      40                       64.732157
               40.259998                       62.846744
                   40.52                       60.963692
               40.779999                       59.082995
               41.040001                       57.204624
               41.299999                       55.328577
               41.560001                       53.454819
                   41.82                        51.58334
               42.079998                       49.714122
                   42.34                       47.847149
               42.599998                       45.982395
               42.860001                       44.119853
               43.119999                       42.259495
               43.380001                       40.401296
               43.639999                       38.545243
               43.900002                       36.691306
                   44.16                        34.83947
               44.419998                       32.989708
                   44.68                       31.141995
               44.939999                       29.296307
               45.200001                       27.452614
               45.459999                       25.610894
               45.720001                       23.771111
                   45.98                       21.933239
               46.240002                       20.097241
                    46.5                       18.263089
               46.759998                       16.430745
                   47.02                       14.600171
               47.279999                       12.771331
               47.540001                       10.944178
               47.799999                       9.1186757
               48.060001                       7.2947735
                   48.32                       5.4724312
               48.579998                       3.6515952
                   48.84                       1.8322165
               49.099998                       0.0142411
               49.360001                       -1.802386
               49.619999                      -3.6177221
               49.880001                      -5.4318267
               50.139999                      -7.2447628
               50.400002                      -9.0565933
                   50.66                      -10.867387
               50.919998                      -12.677211
                   51.18                      -14.486137
               51.439999                      -16.294238
               51.700001                       -18.10159
               51.959999                      -19.908269
               52.220001                      -21.714364
                   52.48                      -23.519945
               52.740002                      -25.325105
                      53                      -27.129932
               53.259998                      -28.934511
                   53.52                      -30.738939
               53.779999                      -32.543291
               54.040001                      -34.347734
               54.299999                      -36.152237
               54.560001                      -37.957043
                   54.82                       -39.76216
               55.079998                      -41.567703
                   55.34                      -43.373856
               55.599998                      -45.180681
               55.860001                      -46.988236
               56.119999                      -48.796712
               56.380001                      -50.606155
               56.639999                      -52.416763
               56.900002                      -54.228652
                   57.16                      -56.041949
               57.419998                      -57.856703
                   57.68                      -59.673107
               57.939999                      -61.491345
               58.200001                      -63.311475
               58.459999                      -65.133621
               58.720001                      -66.958023
                   58.98                      -68.784684
               59.240002                      -70.613905
                    59.5                      -72.445754
               59.759998                      -74.280411
                   60.02                       -76.11806
               60.279999                      -77.958754
               60.540001                      -79.802735
               60.799999                      -81.650164
               61.060001                      -83.501201
                   61.32                      -85.355999
               61.579998                      -87.214747
                   61.84                      -89.077606
               62.099998                      -90.944747
               62.360001                      -92.816363
               62.619999                      -94.692602
               62.880001                       -96.57367
               63.139999                      -98.459731
               63.400002                      -100.35096
                   63.66                      -102.24754
               63.919998                      -104.14966
                   64.18                      -106.05749
               64.440002                       -107.9712
               64.699997                      -109.89099
               64.959999                      -111.81703
               65.220001                      -113.74949
               65.480003                      -115.68856
               65.739998                      -117.63441
                      66                      -119.58722
               66.260002                      -121.54713
               66.519997                      -123.51438
               66.779999                       -125.4891
               67.040001                      -127.47145
               67.300003                      -129.46162
               67.559998                      -131.45978
                   67.82                      -133.46608
               68.080002                      -135.48068
               68.339996                      -137.50377
               68.599998                      -139.53549
               68.860001                      -141.57603
               69.120003                      -143.62549
               69.379997                      -145.68408
               69.639999                      -147.75194
               69.900002                       -149.8292
               70.159996                      -151.91606
               70.419998                      -154.01265
