        Frequency / MHz                S1,1 (24)/abs,dB
----------------------------------------------------------------------
                      40                       -3.315855
               40.259998                      -3.3571706
                   40.52                      -3.3981404
               40.779999                      -3.4387444
               41.040001                      -3.4789837
               41.299999                      -3.5188746
               41.560001                      -3.5584426
                   41.82                      -3.5977095
               42.079998                      -3.6366878
                   42.34                      -3.6753729
               42.599998                      -3.7137515
               42.860001                      -3.7518087
               43.119999                      -3.7895393
               43.380001                      -3.8269452
               43.639999                      -3.8640398
               43.900002                      -3.9008426
                   44.16                      -3.9373642
               44.419998                       -3.973615
                   44.68                      -4.0095928
               44.939999                      -4.0452993
               45.200001                      -4.0807391
               45.459999                      -4.1159207
               45.720001                      -4.1508611
                   45.98                      -4.1855763
               46.240002                      -4.2200827
                    46.5                      -4.2543893
               46.759998                      -4.2885029
                   47.02                      -4.3224314
               47.279999                      -4.3561835
               47.540001                      -4.3897752
               47.799999                      -4.4232246
               48.060001                      -4.4565501
                   48.32                       -4.489767
               48.579998                      -4.5228876
                   48.84                      -4.5559222
               49.099998                      -4.5888817
               49.360001                      -4.6217803
               49.619999                      -4.6546353
               49.880001                      -4.6874671
               50.139999                      -4.7202932
               50.400002                      -4.7531298
                   50.66                      -4.7859881
               50.919998                      -4.8188822
                   51.18                      -4.8518228
               51.439999                      -4.8848275
               51.700001                      -4.9179138
               51.959999                      -4.9511001
               52.220001                      -4.9844046
                   52.48                        -5.01784
               52.740002                      -5.0514186
                      53                      -5.0851507
               53.259998                      -5.1190497
                   53.52                      -5.1531328
               53.779999                      -5.1874138
               54.040001                      -5.2219109
               54.299999                      -5.2566351
               54.560001                      -5.2915986
                   54.82                      -5.3268107
               55.079998                      -5.3622793
                   55.34                      -5.3980157
               55.599998                      -5.4340318
               55.860001                      -5.4703405
               56.119999                       -5.506952
               56.380001                      -5.5438745
               56.639999                      -5.5811135
               56.900002                       -5.618673
                   57.16                      -5.6565558
               57.419998                      -5.6947708
                   57.68                      -5.7333206
               57.939999                      -5.7722133
               58.200001                      -5.8114513
               58.459999                      -5.8510336
               58.720001                      -5.8909591
                   58.98                      -5.9312227
               59.240002                      -5.9718228
                    59.5                      -6.0127555
               59.759998                      -6.0540191
                   60.02                      -6.0956089
               60.279999                      -6.1375174
               60.540001                       -6.179733
               60.799999                       -6.222243
               61.060001                      -6.2650339
                   61.32                      -6.3080896
               61.579998                      -6.3513977
                   61.84                      -6.3949435
               62.099998                      -6.4387095
               62.360001                      -6.4826729
               62.619999                      -6.5268095
               62.880001                      -6.5710929
               63.139999                      -6.6154945
               63.400002                      -6.6599873
                   63.66                       -6.704543
               63.919998                      -6.7491325
                   64.18                      -6.7937213
               64.440002                      -6.8382725
               64.699997                      -6.8827471
               64.959999                      -6.9271005
               65.220001                      -6.9712923
               65.480003                      -7.0152798
               65.739998                      -7.0590214
                      66                      -7.1024709
               66.260002                      -7.1455823
               66.519997                      -7.1883042
               66.779999                      -7.2305833
