        Time / ns                i1 (Mesh Pass=5)/real
----------------------------------------------------------------------
                       0                  -6.3473635e-09
             0.023882667                   1.3815542e-06
             0.047765333                   1.4469147e-06
             0.071648002                   1.5142228e-06
             0.095530666                   1.5835075e-06
              0.11941334                   1.6547141e-06
                0.143296                   1.7278466e-06
              0.16717868                   1.8028563e-06
              0.19106133                   1.8797106e-06
              0.21494401                   1.9583395e-06
              0.23882668                   2.0386999e-06
              0.26270932                   2.1207095e-06
              0.28659201                   2.2042707e-06
              0.31047466                   2.2892937e-06
              0.33435735                   2.3756691e-06
              0.35823998                   2.4632807e-06
              0.38212267                   2.5519762e-06
              0.40600535                   2.6416039e-06
              0.42988801                   2.7320018e-06
              0.45377067                   2.8229681e-06
              0.47765335                   2.9142932e-06
              0.50153595                   3.0057583e-06
              0.52541864                   3.0971096e-06
              0.54930133                   3.1880745e-06
              0.57318401                    3.278363e-06
               0.5970667                   3.3676549e-06
              0.62094933                   3.4556087e-06
              0.64483202                   3.5418523e-06
               0.6687147                   3.6259839e-06
              0.69259733                   3.7075765e-06
              0.71647996                   3.7861703e-06
              0.74036264                   3.8612734e-06
              0.76424533                   3.9323641e-06
              0.78812802                    3.998879e-06
              0.81201071                   4.0602208e-06
              0.83589333                   4.1157523e-06
              0.85977602                   4.1647972e-06
              0.88365865                   4.2066404e-06
              0.90754133                     4.24052e-06
              0.93142402                   4.2656334e-06
              0.95530671                   4.2811289e-06
              0.97918928                   4.2861084e-06
               1.0030719                   4.2796237e-06
               1.0269547                   4.2606698e-06
               1.0508373                   4.2281963e-06
                 1.07472                   4.1810986e-06
               1.0986027                   4.1182107e-06
               1.1224853                   4.0383129e-06
                1.146368                   3.9401175e-06
               1.1702507                   3.8222879e-06
               1.1941334                   3.6834122e-06
                1.218016                   3.5220262e-06
               1.2418987                    3.336587e-06
               1.2657814                   3.1254956e-06
                1.289664                   2.8870779e-06
               1.3135467                   2.6195858e-06
               1.3374294                   2.3212131e-06
               1.3613119                   1.9900631e-06
               1.3851947                   1.6241797e-06
               1.4090773                   1.2215174e-06
               1.4329599                   7.7996572e-07
               1.4568427                   2.9733391e-07
               1.4807253                  -2.2864623e-07
                1.504608                  -8.0032441e-07
               1.5284907                   -1.420129e-06
               1.5523733                  -2.0905643e-06
                1.576256                  -2.8142197e-06
               1.6001387                  -3.5937555e-06
               1.6240214                  -4.4319254e-06
                1.647904                   -5.331548e-06
               1.6717867                  -6.2955282e-06
               1.6956694                  -7.3268479e-06
                1.719552                  -8.4285602e-06
               1.7434348                  -9.6038029e-06
               1.7673173                  -1.0855776e-05
               1.7911999                  -1.2187768e-05
               1.8150827                  -1.3603113e-05
               1.8389653                  -1.5105233e-05
                1.862848                  -1.6697604e-05
               1.8867308                  -1.8383766e-05
               1.9106134                   -2.016731e-05
               1.9344962                  -2.2051894e-05
               1.9583786                  -2.4041206e-05
               1.9822613                  -2.6138994e-05
               2.0061438                  -2.8349035e-05
               2.0300267                  -3.0675139e-05
               2.0539093                  -3.3121149e-05
               2.0777919                  -3.5690915e-05
               2.1016746                  -3.8388316e-05
               2.1255572                  -4.1217216e-05
               2.1494401                  -4.4181488e-05
               2.1733227                  -4.7284986e-05
               2.1972053                   -5.053154e-05
               2.2210879                  -5.3924949e-05
               2.2449706                  -5.7468962e-05
               2.2688534                   -6.116728e-05
               2.2927361                  -6.5023523e-05
               2.3166187                  -6.9041234e-05
               2.3405013                   -7.322387e-05
               2.3643839                  -7.7574754e-05
               2.3882668                  -8.2097111e-05
               2.4121494                  -8.6793996e-05
               2.4360321                  -9.1668313e-05
               2.4599147                  -9.6722804e-05
               2.4837973                  -0.00010195999
               2.5076802                  -0.00010738218
               2.5315628                  -0.00011299148
               2.5554454                  -0.00011878969
               2.5793281                  -0.00012477835
               2.6032107                  -0.00013095871
               2.6270933                  -0.00013733166
               2.6509762                  -0.00014389776
               2.6748588                  -0.00015065719
               2.6987414                   -0.0001576097
               2.7226238                  -0.00016475463
               2.7465067                  -0.00017209088
               2.7703893                  -0.00017961678
               2.7942719                   -0.0001873302
               2.8181546                  -0.00019522842
               2.8420372                  -0.00020330817
               2.8659198                  -0.00021156552
               2.8898027                  -0.00021999588
               2.9136853                  -0.00022859401
               2.9375679                  -0.00023735389
               2.9614506                  -0.00024626876
               2.9853332                  -0.00025533102
               3.0092161                  -0.00026453228
               3.0330987                  -0.00027386323
               3.0569813                  -0.00028331365
                3.080864                  -0.00029287234
               3.1047466                  -0.00030252713
               3.1286294                  -0.00031226469
               3.1525121                  -0.00032207076
               3.1763947                   -0.0003319298
               3.2002773                  -0.00034182516
                 3.22416                  -0.00035173891
               3.2480428                  -0.00036165194
               3.2719254                  -0.00037154375
               3.2958081                  -0.00038139248
               3.3196907                  -0.00039117486
               3.3435733                  -0.00040086621
               3.3674562                  -0.00041044032
               3.3913388                  -0.00041986941
               3.4152215                  -0.00042912413
