        Time / ns                o1,1 (21)/real
               11.764136                    -0.026786486
               11.834161                    -0.022363972
               11.904186                    -0.017634828
                11.97421                    -0.012635268
               12.044235                   -0.0074054403
                12.11426                   -0.0019888319
               12.184284                    0.0035679191
               12.254309                    0.0092156259
               12.324333                     0.014903086
               12.394359                     0.020577546
               12.464382                     0.026185445
               12.534408                     0.031672962
               12.604432                     0.036986612
               12.674457                     0.042073958
               12.744481                     0.046884205
               12.814506                     0.051368859
               12.884531                     0.055482302
               12.954555                     0.059182458
                13.02458                     0.062431172
               13.094604                      0.06519489
               13.164628                     0.067444943
               13.234653                      0.06915804
               13.304678                     0.070316531
               13.374703                     0.070908636
               13.444727                     0.070928663
               13.514752                     0.070377029
               13.584777                     0.069260336
                 13.6548                     0.067591257
               13.724826                     0.065388381
                13.79485                     0.062676027
               13.864876                     0.059483867
               13.934899                      0.05584662
               14.004925                       0.0518036
               14.074949                     0.047398105
               14.144973                     0.042677101
               14.214998                     0.037690371
               14.285023                     0.032490071
               14.355048                     0.027129969
               14.425072                     0.021664798
               14.495096                     0.016149651
               14.565122                     0.010639217
               14.635146                    0.0051870979
               14.705171                  -0.00015474028
               14.775195                   -0.0053365421
               14.845221                    -0.010311469
               14.915244                    -0.015036071
                14.98527                    -0.019470708
               15.055294                    -0.023579961
               15.125318                    -0.027332997
               15.195344                    -0.030703815
               15.265368                    -0.033671618
               15.335392                     -0.03622061
               15.405417                    -0.038340319
               15.475441                    -0.040025488
               15.545465                       -0.041276
               15.615491                    -0.042096749
               15.685515                      -0.0424973
               15.755539                    -0.042491827
               15.825564                    -0.042098563
               15.895589                    -0.041339539
               15.965614                    -0.040240191
               16.035639                    -0.038828779
               16.105663                    -0.037136074
               16.175688                    -0.035194717
               16.245712                    -0.033038821
               16.315737                    -0.030703384
               16.385761                    -0.028223909
               16.455786                    -0.025635768
                16.52581                    -0.022973873
               16.595837                    -0.020272126
               16.665859                    -0.017563097
               16.735884                    -0.014877618
                16.80591                     -0.01224446
               16.875933                   -0.0096900305
               16.945959                   -0.0072381855
               17.015984                   -0.0049099983
               17.086008                   -0.0027236128
               17.156033                  -0.00069420319
               17.226057                    0.0011661068
               17.296082                    0.0028482028
               17.366106                    0.0043460242
               17.436131                    0.0056562913
               17.506155                    0.0067785606
               17.576181                    0.0077149654
               17.646204                    0.0084699728
               17.716228                    0.0090503097
               17.786255                    0.0094645908
               17.856277                    0.0097231008
               17.926304                    0.0098375427
               17.996328                    0.0098207491
               18.066353                    0.0096864169
               18.136377                    0.0094488105
               18.206402                     0.009122543
               18.276426                    0.0087222839
               18.346451                    0.0082625393
               18.416475                    0.0077574216
                 18.4865                    0.0072204862
               18.556524                    0.0066645388
               18.626549                    0.0061014625
               18.696573                    0.0055421074
                 18.7666                    0.0049962178
               18.836622                    0.0044723204
               18.906649                    0.0039777118
               18.976673                    0.0035184035
               19.046698                    0.0030991584
               19.116722                    0.0027234976
               19.186747                    0.0023937288
               19.256771                    0.0021110249
               19.326796                    0.0018755234
                19.39682                    0.0016863687
               19.466845                    0.0015418609
               19.536869                    0.0014395328
               19.606894                    0.0013762665
                19.67692                    0.0013484439
               19.746944                    0.0013520287
               19.816967                    0.0013827055
               19.886993                     0.001435988
               19.957018                    0.0015073108
                20.02704                    0.0015921666
               20.097067                    0.0016861499
               20.167091                    0.0017850922
               20.237116                    0.0018850834
                20.30714                     0.001982573
               20.377165                     0.002074366
               20.447189                    0.0021577233
               20.517214                    0.0022303518
               20.587238                    0.0022903909
               20.657265                    0.0023364739
               20.727289                    0.0023676744
               20.797312                    0.0023835106
               20.867338                    0.0023839117
               20.937363                    0.0023691717
               21.007385                    0.0023399428
               21.077412                     0.002297167
               21.147436                    0.0022420364
               21.217461                    0.0021759402
               21.287485                    0.0021004318
                21.35751                    0.0020171509
               21.427534                    0.0019277859
               21.497559                    0.0018340389
               21.567583                    0.0017375726
               21.637609                    0.0016399593
               21.707634                    0.0015426546
               21.777657                    0.0014469835
               21.847683                    0.0013540719
               21.917707                    0.0012648571
                21.98773                    0.0011800787
               22.057756                    0.0011002391
               22.127781                    0.0010256352
               22.197805                   0.00095630332
                22.26783                   0.00089208788
               22.337854                   0.00083262799
               22.407879                   0.00077735708
               22.477903                   0.00072552176
               22.547928                   0.00067622698
               22.617954                   0.00062843697
               22.687977                   0.00058099331
               22.758001                   0.00053268037
               22.828028                   0.00048219916
               22.898052                    0.0004282257
               22.968075                    0.0003694325
               23.038101                   0.00030450564
               23.108126                   0.00023218198
               23.178148                    0.0001512545
               23.248175                   6.0628699e-05
               23.318199                  -4.0731502e-05
               23.388224                  -0.00015369205
               23.458248                  -0.00027902797
               23.528273                  -0.00041733487
               23.598299                  -0.00056906819
               23.668322                  -0.00073450955
               23.738346                  -0.00091379264
               23.808372                   -0.0011068637
               23.878397                   -0.0013135035
                23.94842                   -0.0015333355
               24.018446                   -0.0017658065
                24.08847                   -0.0020102113
               24.158493                   -0.0022656596
               24.228519                   -0.0025311559
               24.298544                   -0.0028055382
               24.368568                   -0.0030875157
               24.438593                   -0.0033756711
               24.508617                   -0.0036684612
               24.578644                   -0.0039642584
               24.648666                   -0.0042613065
               24.718691                   -0.0045577879
               24.788717                   -0.0048517841
               24.858742                   -0.0051413202
               24.928764                   -0.0054243589
               24.998791                   -0.0056988029
               25.068815                    -0.005962519
               25.138838                   -0.0062133525
               25.208864                   -0.0064491252
               25.278889                   -0.0066676494
               25.348913                   -0.0068667638
               25.418938                   -0.0070442818
               25.488962                   -0.0071981149
               25.558989                   -0.0073261517
               25.629011                   -0.0074264058
               25.699036                   -0.0074969465
               25.769062                   -0.0075359363
               25.839085                   -0.0075416677
               25.909109                   -0.0075125559
               25.979136                   -0.0074471831
                26.04916                   -0.0073443088
               26.119183                   -0.0072028683
               26.189209                    -0.007022032
               26.259233                   -0.0068011838
               26.329256                   -0.0065399748
               26.399282                   -0.0062383153
               26.469307                   -0.0058964035
               26.539333                   -0.0055147456
               26.609356                    -0.005094138
                26.67938                   -0.0046357093
               26.749407                   -0.0041409223
               26.819429                   -0.0036115537
               26.889454                   -0.0030497364
                26.95948                   -0.0024579109
               27.029505                   -0.0018388561
               27.099527                    -0.001195658
               27.169554                  -0.00053169078
               27.239578                   0.00014936943
               27.309601                   0.00084359501
               27.379627                    0.0015468281
               27.449652                     0.002254711
               27.519678                    0.0029626996
               27.589701                    0.0036661266
               27.659725                    0.0043602209
               27.729752                    0.0050401567
               27.799774                    0.0057011121
               27.869799                    0.0063382732
               27.939825                     0.006946919
                28.00985                    0.0075224405
               28.079872                    0.0080604171
               28.149899                     0.008556637
               28.219923                     0.009007141
               28.289946                    0.0094082849
               28.359972                    0.0097567523
               28.429996                     0.010049615
               28.500021                     0.010284361
               28.570045                     0.010458916
                28.64007                     0.010571671
               28.710096                     0.010621506
               28.780119                     0.010607808
               28.850143                     0.010530464
                28.92017                     0.010389895
               28.990192                     0.010187023
               29.060217                    0.0099232793
               29.130243                    0.0096006086
               29.200268                    0.0092214085
               29.270292                    0.0087885559
               29.340317                    0.0083053419
               29.410341                     0.007775452
               29.480366                    0.0072029489
                29.55039                    0.0065921848
               29.620415                    0.0059478059
               29.690441                    0.0052746837
               29.760464                    0.0045778779
               29.830488                    0.0038625668
               29.900513                    0.0031340159
               29.970539                    0.0023975202
               30.040564                    0.0016583601
               30.110588                   0.00092173216
               30.180613                   0.00019273546
               30.250635                  -0.00052371091
                30.32066                   -0.0012228731
               30.390688                   -0.0019002806
               30.460711                   -0.0025517344
               30.530735                   -0.0031733387
                30.60076                   -0.0037615458
               30.670784                   -0.0043131839
                30.74081                   -0.0048254393
               30.810835                   -0.0052959006
               30.880859                   -0.0057225749
               30.950882                   -0.0061038658
               31.020906                   -0.0064385836
               31.090931                   -0.0067259558
               31.160957                   -0.0069655925
               31.230982                   -0.0071574962
               31.301006                   -0.0073020193
               31.371031                    -0.007399891
               31.441053                    -0.007452121
               31.511078                   -0.0074600615
               31.581106                   -0.0074252975
               31.651129                   -0.0073496941
               31.721153                   -0.0072352784
               31.791178                   -0.0070843031
               31.861202                   -0.0068991552
               31.931229                   -0.0066823382
               32.001255                   -0.0064364402
               32.071278                   -0.0061641159
                 32.1413                   -0.0058680568
               32.211327                   -0.0055509428
               32.281349                   -0.0052154548
               32.351376                   -0.0048642191
               32.421402                    -0.004499807
               32.491425                   -0.0041247108
               32.561447                   -0.0037413288
               32.631474                   -0.0033519499
                 32.7015                   -0.0029587671
               32.771523                     -0.00256382
               32.841549                   -0.0021690491
               32.911572                    -0.001776262
               32.981598                   -0.0013871233
                33.05162                   -0.0010031876
               33.121647                  -0.00062588416
               33.191673                  -0.00025651831
               33.261696                   0.00010370681
               33.331718                   0.00045368899
               33.401745                   0.00079242926
               33.471767                    0.0011190027
               33.541794                    0.0014325611
                33.61182                    0.0017323393
               33.681843                    0.0020175902
               33.751865                    0.0022876556
               33.821892                    0.0025418908
               33.891918                    0.0027797096
               33.961941                    0.0030005223
               34.031967                    0.0032037927
                34.10199                    0.0033889827
               34.172016                    0.0035555891
               34.242039                    0.0037031181
               34.312065                    0.0038311013
               34.382092                    0.0039390954
               34.452114                    0.0040266705
               34.522137                    0.0040934528
               34.592163                    0.0041390872
               34.662189                    0.0041632741
               34.732212                    0.0041657714
               34.802238                    0.0041464078
               34.872261                    0.0041050711
               34.942284                    0.0040417523
                35.01231                    0.0039565377
               35.082336                    0.0038496074
               35.152363                    0.0037212772
               35.222385                     0.003571976
               35.292408                    0.0034022622
               35.362434                    0.0032128638
               35.432457                    0.0030046231
               35.502483                    0.0027785611
                35.57251                    0.0025358419
               35.642532                    0.0022777775
               35.712555                     0.002005867
               35.782581                    0.0017217223
               35.852608                    0.0014271274
                35.92263                    0.0011240026
               35.992657                   0.00081438851
               36.062679                   0.00050045399
               36.132706                   0.00018444395
               36.202728                  -0.00013126939
               36.272755                  -0.00044426948
               36.342781                  -0.00075209653
               36.412804                   -0.0010522599
               36.482826                   -0.0013422632
               36.552853                    -0.001619631
               36.622879                   -0.0018819442
               36.692902                   -0.0021268555
               36.762928                   -0.0023521013
               36.832951                   -0.0025555794
               36.902973                   -0.0027352998
                  36.973                   -0.0028894688
               37.043026                   -0.0030164931
               37.113049                   -0.0031150065
               37.183075                   -0.0031838694
               37.253098                   -0.0032222308
               37.323124                   -0.0032294912
               37.393147                   -0.0032053548
               37.463173                   -0.0031498261
               37.533199                   -0.0030632219
               37.603222                   -0.0029461621
               37.673244                   -0.0027995822
               37.743271                   -0.0026247285
               37.813297                   -0.0024231439
                37.88332                   -0.0021966556
               37.953346                   -0.0019473765
               38.023369                   -0.0016776684
               38.093395                   -0.0013901223
               38.163418                   -0.0010875424
               38.233444                  -0.00077290606
               38.303471                  -0.00044934315
               38.373493                  -0.00012009578
               38.443516                   0.00021152614
               38.513542                   0.00054215727
               38.583569                   0.00086844637
               38.653591                    0.0011870611
               38.723618                    0.0014947607
                38.79364                    0.0017884271
               38.863663                    0.0020650742
               38.933689                    0.0023219257
               39.003716                    0.0025564367
               39.073738                    0.0027663065
               39.143764                     0.002949527
               39.213787                    0.0031044038
               39.283813                    0.0032295936
                39.35384                    0.0033240919
               39.423862                    0.0033872728
               39.493889                    0.0034188856
               39.563911                    0.0034190703
               39.633934                    0.0033883287
                39.70396                    0.0033275732
               39.773987                    0.0032380461
               39.844009                    0.0031213616
               39.914036                    0.0029794518
               39.984058                    0.0028145569
               40.054081                    0.0026291872
               40.124107                    0.0024260855
               40.194134                    0.0022082033
               40.264156                     0.001978656
               40.334183                    0.0017406687
               40.404205                    0.0014975364
               40.474232                    0.0012525992
               40.544258                    0.0010091431
               40.614281                   0.00077043322
               40.684307                    0.0005395785
                40.75433                   0.00031955334
               40.824352                   0.00011312465
               40.894379                  -7.7178192e-05
               40.964405                  -0.00024911127
               41.034428                  -0.00040073256
               41.104454                  -0.00053044618
               41.174477                  -0.00063700933
               41.244503                  -0.00071956695
               41.314529                  -0.00077765703
               41.384552                  -0.00081121601
               41.454578                  -0.00082059065
               41.524601                  -0.00080651464
               41.594624                  -0.00077010848
                41.66465                  -0.00071287743
               41.734676                   -0.0006366556
               41.804699                   -0.0005436131
               41.874725                  -0.00043619954
               41.944748                  -0.00031711636
               42.014771                  -0.00018928503
               42.084797                   -5.577617e-05
               42.154823                   8.0211925e-05
               42.224846                   0.00021539899
               42.294872                   0.00034650994
               42.364895                   0.00047027992
               42.434921                   0.00058353087
               42.504948                   0.00068323145
                42.57497                   0.00076650392
               42.644997                   0.00083070644
               42.715019                   0.00087347894
               42.785042                   0.00089274417
               42.855068                   0.00088677544
               42.925095                   0.00085421489
               42.995117                    0.0007940979
               43.065144                   0.00070586521
               43.135166                   0.00058938563
               43.205189                   0.00044494722
               43.275219                   0.00027328401
               43.345242                    7.551712e-05
               43.415268                  -0.00014679156
               43.485291                  -0.00039171279
               43.555313                  -0.00065695471
                43.62534                  -0.00093988329
               43.695366                   -0.0012375882
               43.765388                   -0.0015468737
               43.835415                   -0.0018643672
               43.905437                   -0.0021865098
                43.97546                   -0.0025096324
               44.045486                   -0.0028300004
               44.115513                   -0.0031438717
               44.185535                   -0.0034475464
               44.255562                   -0.0037374061
               44.325584                   -0.0040099784
               44.395611                   -0.0042619803
               44.465637                    -0.004490382
                44.53566                    -0.004692392
               44.605686                   -0.0048655644
               44.675709                   -0.0050077806
               44.745731                   -0.0051173116
               44.815758                   -0.0051928121
               44.885784                   -0.0052333507
               44.955807                   -0.0052384296
               45.025833                   -0.0052079544
               45.095856                    -0.005142272
               45.165878                   -0.0050421366
               45.235909                   -0.0049087033
               45.305931                    -0.004743515
               45.375954                   -0.0045484705
                45.44598                   -0.0043257726
               45.516003                   -0.0040779575
               45.586029                   -0.0038077703
               45.656055                   -0.0035182014
               45.726078                   -0.0032123968
               45.796104                   -0.0028936251
               45.866127                   -0.0025652428
                45.93615                   -0.0022306188
               46.006176                   -0.0018931215
               46.076202                   -0.0015560513
               46.146225                   -0.0012226013
               46.216251                   -0.0008958198
               46.286274                  -0.00057857519
               46.356297                  -0.00027350476
               46.426327                   1.6990596e-05
               46.496349                   0.00029079805
               46.566376                   0.00054608792
               46.636398                   0.00078135007
               46.706421                   0.00099541899
               46.776447                    0.0011874285
               46.846474                    0.0013568596
               46.916496                    0.0015035319
               46.986523                    0.0016275558
               47.056545                    0.0017293695
               47.126568                    0.0018096664
               47.196598                    0.0018694384
               47.266621                    0.0019098785
               47.336643                    0.0019324109
                47.40667                    0.0019386034
               47.476692                     0.001930204
               47.546719                    0.0019090176
               47.616745                    0.0018769389
               47.686768                    0.0018359115
               47.756794                    0.0017878496
               47.826817                    0.0017346217
               47.896839                    0.0016780559
               47.966869                    0.0016198449
               48.036892                    0.0015615573
               48.106915                    0.0015046161
               48.176941                    0.0014502386
               48.246964                    0.0013994804
               48.316986                    0.0013531531
               48.387016                    0.0013118733
               48.457039                    0.0012760079
               48.527061                    0.0012457045
               48.597088                    0.0012208875
                48.66711                    0.0012012607
               48.737137                    0.0011863285
               48.807163                    0.0011753847
               48.877186                    0.0011675663
               48.947212                    0.0011618423
               49.017235                    0.0011570764
               49.087257                    0.0011520138
               49.157288                    0.0011453275
                49.22731                    0.0011356468
               49.297333                    0.0011215889
               49.367359                    0.0011017845
               49.437382                    0.0010749161
               49.507404                    0.0010397434
               49.577435                   0.00099510816
               49.647457                   0.00094001775
               49.717484                    0.0008736084
               49.787506                   0.00079519162
               49.857529                   0.00070428674
               49.927559                   0.00060062116
               49.997581                   0.00048413518
               50.067604                   0.00035501661
                50.13763                   0.00021366698
               50.207653                   6.0743278e-05
               50.277676                  -0.00010286748
               50.347706                  -0.00027605359
               50.417728                  -0.00045749071
               50.487751                  -0.00064564263
               50.557777                  -0.00083878014
                 50.6278                   -0.0010350271
               50.697826                   -0.0012323438
               50.767853                   -0.0014285839
               50.837875                   -0.0016214921
               50.907902                   -0.0018087809
               50.977924                   -0.0019880908
               51.047947                   -0.0021570956
               51.117977                   -0.0023134579
                  51.188                   -0.0024549344
               51.258022                   -0.0025793596
               51.328049                   -0.0026846768
               51.398071                   -0.0027689855
               51.468094                   -0.0028305403
               51.538124                   -0.0028678346
               51.608147                   -0.0028795325
               51.678169                   -0.0028645617
               51.748196                    -0.002822096
               51.818218                   -0.0027515877
               51.888248                    -0.002652759
               51.958271                   -0.0025256157
               52.028294                   -0.0023704551
                52.09832                    -0.002187859
               52.168343                    -0.001978708
               52.238365                   -0.0017441422
               52.308395                   -0.0014855862
               52.378418                   -0.0012047065
               52.448441                  -0.00090342358
               52.518467                  -0.00058387447
                52.58849                  -0.00024839034
               52.658512                   0.00010050507
               52.728542                   0.00046015193
               52.798565                   0.00082774472
               52.868591                    0.0012003931
               52.938614                      0.00157513
               53.008636                    0.0019489441
               53.078667                    0.0023188202
               53.148689                    0.0026817503
               53.218712                    0.0030347861
               53.288738                    0.0033750322
               53.358761                    0.0036997204
               53.428783                    0.0040061935
               53.498814                    0.0042919666
               53.568836                    0.0045547071
               53.638859                    0.0047922973
               53.708885                    0.0050028278
               53.778908                    0.0051846332
               53.848934                    0.0053362893
               53.918961                    0.0054566348
               53.988983                    0.0055447835
                54.05901                    0.0056001069
               54.129032                    0.0056222775
               54.199055                     0.005611253
               54.269085                     0.005567241
               54.339108                     0.005490771
                54.40913                    0.0053826035
               54.479156                    0.0052437773
               54.549179                    0.0050755842
               54.619202                    0.0048795501
               54.689232                    0.0046574138
               54.759254                    0.0044111265
               54.829277                    0.0041428306
               54.899303                    0.0038548042
               54.969326                    0.0035495011
               55.039356                    0.0032294726
               55.109379                    0.0028973634
