        Time / ns                o1,1 (21)/real
               127.58485                   -0.0094911139
               127.65488                   -0.0095233303
               127.72491                    -0.009548177
               127.79494                   -0.0095655844
               127.86497                   -0.0095754517
               127.93498                   -0.0095777269
               128.00502                   -0.0095723839
               128.07503                   -0.0095593743
               128.14507                   -0.0095386449
               128.21507                   -0.0095102144
               128.28511                   -0.0094741043
               128.35513                   -0.0094303088
               128.42516                   -0.0093788551
               128.49519                   -0.0093198353
                128.5652                   -0.0092532923
               128.63524                   -0.0091792708
               128.70525                   -0.0090978993
               128.77528                   -0.0090092951
               128.84531                   -0.0089135133
               128.91533                   -0.0088106757
               128.98535                   -0.0087009761
               129.05537                   -0.0085845711
                129.1254                   -0.0084615434
               129.19543                   -0.0083320886
               129.26546                   -0.0081964768
               129.33548                   -0.0080548599
                129.4055                   -0.0079073869
               129.47552                   -0.0077543221
               129.54555                   -0.0075959624
               129.61557                   -0.0074324729
               129.68561                   -0.0072640884
               129.75562                   -0.0070911325
               129.82565                   -0.0069139064
               129.89566                   -0.0067326319
                129.9657                   -0.0065476107
               130.03574                   -0.0063591884
               130.10574                   -0.0061675999
               130.17578                   -0.0059731393
               130.24579                   -0.0057761678
               130.31583                   -0.0055770241
               130.38585                   -0.0053759613
               130.45587                   -0.0051733083
               130.52589                   -0.0049694576
               130.59592                   -0.0047647054
               130.66594                   -0.0045593395
               130.73598                   -0.0043537212
                 130.806                   -0.0041482192
               130.87602                   -0.0039431187
               130.94604                   -0.0037387209
               131.01607                   -0.0035354176
               131.08609                   -0.0033335334
               131.15611                   -0.0031333554
               131.22615                   -0.0029352177
               131.29616                   -0.0027394786
                131.3662                   -0.0025464098
                131.4362                   -0.0023563141
               131.50624                   -0.0021694964
               131.57628                   -0.0019862454
               131.64629                   -0.0018067857
               131.71632                   -0.0016313988
               131.78633                    -0.001460382
               131.85637                   -0.0012939639
               131.92639                   -0.0011323603
               131.99641                  -0.00097581878
               132.06644                  -0.00082455005
               132.13646                  -0.00067871681
               132.20648                  -0.00053850393
                132.2765                  -0.00040413285
               132.34653                  -0.00027573254
               132.41656                  -0.00015342001
               132.48659                  -3.7338785e-05
               132.55661                   7.2368108e-05
               132.62663                   0.00017565157
               132.69666                   0.00027242195
               132.76669                    0.0003625644
                132.8367                   0.00044603948
               132.90674                   0.00052284956
               132.97675                   0.00059291843
               133.04678                   0.00065620191
               133.11681                   0.00071273418
               133.18683                   0.00076254725
               133.25687                    0.0008056403
               133.32687                   0.00084205117
               133.39691                   0.00087187125
               133.46692                   0.00089514989
               133.53696                   0.00091192115
               133.60698                   0.00092227396
                 133.677                   0.00092634908
               133.74702                    0.0009241951
               133.81705                   0.00091593841
               133.88707                   0.00090173213
               133.95711                   0.00088169979
               134.02713                   0.00085592613
               134.09715                   0.00082458416
               134.16718                   0.00078784936
                134.2372                    0.0007458764
               134.30724                   0.00069880404
               134.37724                   0.00064683775
               134.44728                   0.00059016998
               134.51729                   0.00052895985
               134.58733                   0.00046340705
               134.65735                   0.00039375061
               134.72737                   0.00032019615
               134.79741                   0.00024293747
               134.86742                    0.0001622374
               134.93745                   7.8308229e-05
               135.00746                  -8.6412047e-06
                135.0775                  -9.8352204e-05
               135.14752                  -0.00019053023
               135.21754                  -0.00028494396
               135.28757                   -0.0003813642
               135.35759                  -0.00047948916
               135.42761                  -0.00057902792
               135.49765                  -0.00067975384
               135.56767                  -0.00078138558
                135.6377                  -0.00088358653
               135.70772                  -0.00098606863
               135.77774                   -0.0010885864
               135.84776                   -0.0011908138
               135.91779                   -0.0012924166
               135.98782                   -0.0013931316
               136.05783                   -0.0014926846
               136.12787                   -0.0015907489
               136.19788                   -0.0016869915
               136.26791                   -0.0017811572
               136.33795                   -0.0018729385
               136.40796                   -0.0019620035
                 136.478                   -0.0020480815
                 136.548                   -0.0021309163
               136.61804                   -0.0022102001
               136.68806                    -0.002285623
               136.75809                   -0.0023569467
               136.82811                   -0.0024239102
               136.89813                   -0.0024862122
               136.96815                   -0.0025436089
               137.03819                   -0.0025958859
               137.10822                   -0.0026427982
               137.17824                   -0.0026840954
               137.24826                   -0.0027195874
               137.31828                   -0.0027490885
               137.38831                   -0.0027723752
               137.45833                   -0.0027892743
               137.52837                   -0.0027996593
               137.59837                   -0.0028033659
               137.66841                    -0.002800222
               137.73842                   -0.0027901218
               137.80846                   -0.0027729683
               137.87849                   -0.0027486344
                137.9485                   -0.0027170181
               138.01854                    -0.002678059
               138.08855                   -0.0026317204
               138.15858                   -0.0025779267
               138.22861                   -0.0025166499
               138.29863                   -0.0024478852
               138.36865                   -0.0023716192
               138.43867                   -0.0022878286
                138.5087                   -0.0021965539
               138.57872                   -0.0020978213
               138.64876                   -0.0019916464
               138.71878                   -0.0018780848
                138.7888                   -0.0017572194
               138.85883                   -0.0016291275
               138.92885                   -0.0014938664
               138.99887                   -0.0013515619
               139.06891                   -0.0012023217
               139.13892                   -0.0010462517
               139.20895                  -0.00088348455
               139.27896                  -0.00071419287
                 139.349                  -0.00053853786
               139.41902                  -0.00035667914
               139.48904                  -0.00016880526
               139.55908                   2.4889481e-05
               139.62909                   0.00022421824
               139.69913                   0.00042898042
               139.76913                   0.00063892367
               139.83917                   0.00085380988
               139.90919                    0.0010734095
               139.97922                    0.0012974798
               140.04924                    0.0015257482
               140.11926                    0.0017579504
                140.1893                    0.0019938112
               140.25932                    0.0022330151
               140.32935                    0.0024752677
               140.39937                    0.0027202845
               140.46939                    0.0029677527
               140.53941                    0.0032173304
               140.60945                      0.00346872
               140.67946                    0.0037215941
                140.7495                    0.0039755865
                140.8195                    0.0042303507
               140.88954                    0.0044855727
               140.95956                    0.0047409358
               141.02959                    0.0049960567
               141.09962                    0.0052506044
               141.16963                    0.0055042533
               141.23967                    0.0057566534
               141.30968                    0.0060074334
               141.37971                    0.0062562712
               141.44974                     0.006502856
               141.51976                    0.0067468272
               141.58978                    0.0069878297
               141.65981                    0.0072255791
               141.72983                    0.0074597695
               141.79987                    0.0076900874
               141.86989                    0.0079162139
               141.93991                    0.0081378706
               142.00993                    0.0083547663
               142.07996                    0.0085666319
               142.14998                    0.0087732011
                  142.22                    0.0089742094
               142.29004                    0.0091694305
               142.36005                    0.0093586212
               142.43008                    0.0095415749
               142.50009                    0.0097180884
               142.57013                    0.0098879617
               142.64017                     0.010051026
               142.71017                      0.01020711
               142.78021                     0.010356035
               142.85022                     0.010497675
               142.92026                     0.010631918
               142.99028                     0.010758637
                143.0603                     0.010877734
               143.13033                     0.010989125
               143.20035                     0.011092735
               143.27037                     0.011188481
               143.34041                     0.011276297
               143.41043                     0.011356181
               143.48045                     0.011428111
               143.55048                     0.011492055
                143.6205                        0.011548
               143.69052                     0.011595977
               143.76054                      0.01163599
               143.83058                     0.011668052
               143.90059                      0.01169221
               143.97063                     0.011708531
               144.04063                     0.011717067
               144.11067                     0.011717878
               144.18071                      0.01171105
               144.25072                     0.011696689
               144.32076                     0.011674886
               144.39076                     0.011645734
                144.4608                     0.011609344
               144.53082                     0.011565845
               144.60085                     0.011515361
               144.67087                     0.011458033
               144.74089                     0.011394028
               144.81091                     0.011323495
               144.88094                     0.011246576
               144.95097                     0.011163442
                 145.021                     0.011074261
               145.09102                     0.010979216
               145.16104                     0.010878492
               145.23106                     0.010772278
               145.30109                     0.010660763
               145.37112                     0.010544142
               145.44113                     0.010422627
               145.51117                     0.010296421
               145.58118                      0.01016573
               145.65121                     0.010030758
               145.72125                    0.0098917298
               145.79126                    0.0097488724
                145.8613                    0.0096023986
                145.9313                    0.0094525283
               146.00134                    0.0092995064
               146.07135                    0.0091435611
               146.14139                    0.0089849047
               146.21141                    0.0088237925
               146.28143                    0.0086604813
               146.35146                    0.0084951976
               146.42148                    0.0083281584
               146.49152                    0.0081596142
               146.56154                    0.0079898089
               146.63156                    0.0078189699
               146.70158                    0.0076473299
               146.77161                    0.0074751424
               146.84163                    0.0073026433
               146.91167                    0.0071300543
               146.98167                    0.0069576125
               147.05171                    0.0067855571
               147.12172                    0.0066141235
               147.19176                    0.0064435103
               147.26178                      0.00627397
                147.3318                    0.0061057224
               147.40184                    0.0059389616
               147.47185                    0.0057739085
               147.54189                    0.0056107924
               147.61189                    0.0054498031
               147.68193                    0.0052911271
               147.75195                    0.0051349774
               147.82198                    0.0049815518
                 147.892                     0.004831031
               147.96202                    0.0046835802
               148.03206                    0.0045393705
               148.10208                    0.0043985862
                148.1721                      0.00426134
               148.24213                    0.0041277935
               148.31215                    0.0039980989
               148.38217                     0.003872388
               148.45219                    0.0037507829
               148.52222                       0.0036334
               148.59225                    0.0035203332
               148.66226                    0.0034116579
                148.7323                    0.0033074541
               148.80232                    0.0032078009
               148.87234                    0.0031127653
               148.94238                     0.003022396
               149.01239                    0.0029367448
               149.08243                    0.0028558599
               149.15244                    0.0027797413
               149.22247                    0.0027083938
                149.2925                    0.0026418346
               149.36252                    0.0025800541
               149.43254                    0.0025230022
               149.50256                    0.0024706593
               149.57259                    0.0024230082
               149.64262                    0.0023799769
               149.71265                    0.0023414942
               149.78267                    0.0023075205
               149.85269                    0.0022779799
               149.92271                    0.0022527524
               149.99274                    0.0022317283
               150.06276                    0.0022148306
                150.1328                    0.0022019504
                150.2028                    0.0021929403
               150.27284                    0.0021877012
               150.34285                    0.0021861044
               150.41289                    0.0021879952
               150.48293                    0.0021932034
               150.55293                    0.0022016091
               150.62297                     0.002213056
               150.69298                    0.0022273634
               150.76302                    0.0022443582
               150.83304                    0.0022638873
               150.90306                    0.0022857718
               150.97308                    0.0023098285
               151.04311                    0.0023358832
               151.11313                    0.0023637533
               151.18315                    0.0023932348
               151.25319                    0.0024241486
               151.32321                      0.00245633
               151.39323                    0.0024895703
               151.46326                    0.0025236597
               151.53328                    0.0025584223
                151.6033                    0.0025936884
               151.67334                    0.0026292324
               151.74335                    0.0026648554
               151.81339                    0.0027003868
               151.88339                    0.0027356313
               151.95343                    0.0027703892
               152.02347                    0.0028044805
               152.09348                    0.0028377387
               152.16351                    0.0028699662
               152.23352                    0.0029009751
               152.30356                    0.0029305988
               152.37358                    0.0029586442
                152.4436                    0.0029849345
               152.51363                    0.0030093086
               152.58365                    0.0030316175
               152.65367                    0.0030516754
               152.72369                    0.0030693165
               152.79373                    0.0030844111
               152.86375                    0.0030968103
               152.93378                    0.0031063482
                153.0038                    0.0031128742
               153.07382                    0.0031162859
               153.14384                     0.003116444
               153.21388                    0.0031132065
               153.28389                    0.0031064735
               153.35393                    0.0030961321
               153.42393                    0.0030820658
               153.49397                    0.0030641628
                 153.564                     0.003042361
               153.63402                    0.0030165645
               153.70406                    0.0029866649
               153.77406                    0.0029526162
                153.8441                    0.0029143505
               153.91411                       0.0028718
               153.98415                    0.0028248932
               154.05417                    0.0027736255
               154.12419                    0.0027179508
               154.19421                    0.0026578049
               154.26424                    0.0025931862
               154.33427                     0.002524094
                154.4043                    0.0024505216
               154.47432                    0.0023724437
               154.54434                    0.0022898922
               154.61436                    0.0022029073
               154.68439                    0.0021114727
               154.75441                    0.0020156123
               154.82443                    0.0019154003
               154.89447                    0.0018108728
               154.96448                    0.0017020609
               155.03452                    0.0015890453
               155.10454                    0.0014718953
               155.17456                    0.0013506587
                155.2446                    0.0012254232
               155.31461                    0.0010962954
               155.38464                   0.00096335675
               155.45465                   0.00082666939
               155.52469                   0.00068635255
               155.59471                   0.00054252363
               155.66473                   0.00039529143
               155.73476                   0.00024475236
               155.80478                    9.105201e-05
               155.87482                  -6.5691878e-05
               155.94484                  -0.00022537493
               156.01486                  -0.00038786491
               156.08488                  -0.00055300706
               156.15491                  -0.00072067429
               156.22493                  -0.00089075277
               156.29495                   -0.0010630853
               156.36497                    -0.001237505
               156.43501                   -0.0014138933
               156.50502                   -0.0015921101
               156.57506                   -0.0017720027
               156.64508                   -0.0019534065
                156.7151                   -0.0021362067
               156.78514                   -0.0023202526
               156.85515                   -0.0025053767
               156.92519                   -0.0026914342
               156.99519                   -0.0028782713
               157.06523                    -0.003065747
               157.13525                   -0.0032536983
               157.20528                   -0.0034420015
                157.2753                   -0.0036304807
               157.34532                    -0.003818982
               157.41536                   -0.0040073656
               157.48537                   -0.0041954913
                157.5554                   -0.0043831947
               157.62543                   -0.0045703184
               157.69545                   -0.0047567328
               157.76547                   -0.0049422923
               157.83549                   -0.0051268255
               157.90552                   -0.0053102029
               157.97556                   -0.0054922951
               158.04556                   -0.0056729331
                158.1156                   -0.0058519659
               158.18561                   -0.0060292627
               158.25565                   -0.0062046908
               158.32568                    -0.006378076
               158.39569                   -0.0065492904
               158.46573                   -0.0067182104
               158.53574                    -0.006884682
               158.60577                   -0.0070485594
                158.6758                   -0.0072097057
               158.74582                   -0.0073680035
               158.81584                   -0.0075232899
               158.88586                   -0.0076754391
               158.95589                   -0.0078243343
               159.02591                   -0.0079698283
               159.09595                   -0.0081118019
               159.16597                   -0.0082501322
               159.23599                   -0.0083847055
               159.30602                   -0.0085153878
               159.37604                   -0.0086420532
               159.44606                   -0.0087646022
                159.5161                   -0.0088829249
               159.58611                   -0.0089969048
               159.65614                   -0.0091064619
               159.72615                   -0.0092114992
               159.79619                   -0.0093119098
               159.86621                   -0.0094076069
               159.93623                   -0.0094985329
               160.00627                   -0.0095845917
               160.07628                   -0.0096657155
               160.14632                   -0.0097418437
               160.21632                   -0.0098129259
               160.28636                   -0.0098789027
               160.35638                   -0.0099397302
               160.42641                    -0.009995372
               160.49643                    -0.010045798
               160.56645                    -0.010090977
               160.63649                    -0.010130904
               160.70651                    -0.010165563
               160.77654                    -0.010194946
               160.84656                    -0.010219048
               160.91658                    -0.010237896
                160.9866                    -0.010251505
               161.05663                    -0.010259884
               161.12665                     -0.01026309
               161.19669                    -0.010261159
               161.26669                    -0.010254108
               161.33673                    -0.010241994
               161.40675                    -0.010224898
               161.47678                    -0.010202882
               161.54681                    -0.010175992
               161.61682                    -0.010144297
               161.68686                    -0.010107903
               161.75687                     -0.01006687
                161.8269                    -0.010021283
               161.89693                   -0.0099712564
               161.96695                   -0.0099168848
               162.03697                   -0.0098582515
               162.10699                   -0.0097954469
               162.17703                   -0.0097286031
               162.24706                   -0.0096578179
               162.31708                   -0.0095831929
                162.3871                   -0.0095048379
               162.45712                   -0.0094228797
               162.52715                   -0.0093374178
               162.59717                   -0.0092485715
               162.66719                   -0.0091564683
               162.73723                   -0.0090612201
               162.80724                   -0.0089629255
               162.87727                   -0.0088616982
                162.9473                   -0.0087576825
               163.01732                   -0.0086509706
               163.08736                   -0.0085416874
               163.15736                   -0.0084299529
                163.2274                   -0.0083158631
               163.29741                   -0.0081995288
               163.36745                   -0.0080810608
               163.43747                   -0.0079605859
               163.50749                   -0.0078382036
               163.57751                   -0.0077139991
               163.64754                   -0.0075880918
               163.71758                   -0.0074605825
               163.78758                    -0.007331545
               163.85762                   -0.0072011086
               163.92764                   -0.0070693623
               163.99767                   -0.0069364021
               164.06769                      -0.0068023
               164.13771                   -0.0066671609
               164.20773                   -0.0065310849
               164.27777                   -0.0063941339
               164.34778                   -0.0062564053
               164.41782                   -0.0061179898
               164.48784                   -0.0059789717
               164.55786                   -0.0058393972
                164.6279                   -0.0056993878
               164.69791                   -0.0055590086
               164.76794                   -0.0054183244
               164.83795                   -0.0052774013
               164.90799                   -0.0051363357
               164.97801                   -0.0049951924
               165.04803                   -0.0048540272
               165.11806                   -0.0047129225
               165.18808                    -0.004571957
               165.25812                   -0.0044311783
               165.32812                   -0.0042906571
               165.39816                   -0.0041504642
               165.46819                   -0.0040106601
               165.53821                   -0.0038713068
               165.60823                   -0.0037324706
               165.67825                   -0.0035942246
               165.74828                   -0.0034566189
               165.81831                   -0.0033196984
               165.88832                   -0.0031835388
               165.95836                   -0.0030481911
               166.02838                   -0.0029137039
                166.0984                    -0.002780135
               166.16843                   -0.0026475466
               166.23845                   -0.0025159705
               166.30849                    -0.002385447
               166.37849                   -0.0022560502
               166.44853                   -0.0021278169
               166.51854                    -0.002000781
               166.58858                   -0.0018749674
                166.6586                   -0.0017504378
               166.72862                   -0.0016272099
               166.79865                   -0.0015053077
               166.86867                   -0.0013847828
               166.93871                   -0.0012656646
               167.00873                   -0.0011479487
               167.07875                   -0.0010316509
               167.14877                   -0.0009167986
                167.2188                  -0.00080341229
               167.28882                  -0.00069148571
               167.35884                  -0.00058102864
               167.42886                  -0.00047205068
                167.4989                  -0.00036454294
               167.56891                   -0.0002584976
               167.63895                  -0.00015391974
               167.70897                  -5.0786111e-05
               167.77899                   5.0919018e-05
               167.84903                   0.00015122362
               167.91904                   0.00025012562
               167.98907                   0.00034767058
               168.05908                   0.00044388763
               168.12912                   0.00053879945
               168.19914                   0.00063243415
               168.26917                   0.00072484545
               168.33919                   0.00081607804
               168.40921                   0.00090614555
               168.47925                   0.00099511317
               168.54927                    0.0010830293
               168.61929                    0.0011699285
               168.68932                    0.0012558544
               168.75934                    0.0013408859
               168.82936                    0.0014250498
               168.89938                       0.0015084
               168.96941                    0.0015909893
               169.03944                    0.0016728939
               169.10945                    0.0017541415
               169.17949                    0.0018347775
               169.24951                    0.0019148751
               169.31953                    0.0019944878
               169.38957                     0.002073644
               169.45958                    0.0021524045
               169.52962                      0.00223082
               169.59962                    0.0023089498
               169.66966                     0.002386814
               169.73969                    0.0024644712
               169.80971                    0.0025419623
               169.87973                    0.0026193208
               169.94975                    0.0026965819
               170.01979                    0.0027737857
                170.0898                    0.0028509768
               170.15984                     0.002928152
               170.22986                    0.0030053668
               170.29988                    0.0030826419
                170.3699                    0.0031599945
               170.43993                     0.003237447
               170.50995                    0.0033150271
               170.57999                    0.0033927348
               170.64999                     0.003470561
               170.72003                    0.0035485327
               170.79005                    0.0036266751
               170.86008                    0.0037049586
               170.93011                    0.0037833834
               171.00012                    0.0038619607
               171.07016                    0.0039406926
               171.14017                     0.004019544
               171.21021                    0.0040985122
               171.28023                    0.0041775857
               171.35025                    0.0042567481
               171.42027                    0.0043359571
                171.4903                    0.0044152285
               171.56033                    0.0044945306
               171.63034                    0.0045738211
               171.70038                    0.0046530697
                171.7704                    0.0047322642
               171.84042                    0.0048113605
               171.91045                    0.0048903176
               171.98047                    0.0049691079
               172.05049                     0.005047706
               172.12053                    0.0051260507
               172.19054                    0.0052041067
               172.26057                    0.0052818409
                172.3306                    0.0053592199
               172.40062                    0.0054361681
               172.47064                    0.0055126539
               172.54066                    0.0055886488
                172.6107                    0.0056640771
               172.68071                    0.0057388954
               172.75075                     0.005813058
               172.82076                    0.0058865352
               172.89079                    0.0059592514
               172.96082                    0.0060311598
               173.03084                    0.0061022299
               173.10088                    0.0061723879
               173.17088                    0.0062415823
               173.24092                    0.0063097733
               173.31094                    0.0063769189
               173.38097                    0.0064429459
               173.45099                    0.0065078107
               173.52101                    0.0065714745
               173.59103                    0.0066338736
               173.66107                    0.0066949553
               173.73108                    0.0067546791
               173.80112                    0.0068130111
               173.87114                    0.0068698679
               173.94116                    0.0069252029
               174.01118                      0.00697899
               174.08121                    0.0070311823
               174.15125                    0.0070817131
               174.22125                     0.007130533
               174.29129                    0.0071776183
                174.3613                    0.0072229137
               174.43134                     0.007266371
               174.50136                    0.0073079388
               174.57138                    0.0073475838
               174.64142                    0.0073852539
               174.71143                     0.007420904
               174.78146                    0.0074545024
               174.85149                    0.0074859932
               174.92151                    0.0075153238
               174.99153                    0.0075424812
               175.06155                    0.0075674029
               175.13158                    0.0075900275
                175.2016                    0.0076103401
               175.27162                     0.007628296
               175.34166                    0.0076438435
               175.41167                    0.0076569333
                175.4817                    0.0076675359
               175.55173                      0.00767561
               175.62175                    0.0076810974
               175.69179                    0.0076839612
                175.7618                    0.0076841717
               175.83183                    0.0076816832
               175.90184                    0.0076764524
               175.97188                    0.0076684374
                176.0419                    0.0076576048
               176.11192                    0.0076439073
               176.18195                    0.0076273084
               176.25197                    0.0076077925
               176.32201                    0.0075853039
               176.39201                     0.007559801
               176.46205                    0.0075312727
               176.53207                    0.0074996934
                176.6021                    0.0074650086
               176.67212                    0.0074272095
               176.74214                    0.0073862667
               176.81216                     0.007342163
                176.8822                    0.0072948569
               176.95221                    0.0072443415
               177.02225                    0.0071906177
               177.09227                    0.0071336646
               177.16229                    0.0070734574
               177.23233                    0.0070100133
               177.30234                    0.0069433167
               177.37238                    0.0068733678
               177.44238                    0.0068001621
               177.51242                    0.0067237294
               177.58244                    0.0066440618
               177.65247                     0.006561182
               177.72249                    0.0064751008
               177.79251                     0.006385854
               177.86255                    0.0062934449
               177.93256                    0.0061979149
               178.00259                    0.0060992893
               178.07262                    0.0059976168
               178.14264                    0.0058929115
               178.21266                    0.0057852315
               178.28268                    0.0056746369
               178.35271                    0.0055611492
               178.42274                    0.0054448242
               178.49275                    0.0053257234
               178.56279                    0.0052039041
               178.63281                    0.0050794142
               178.70284                    0.0049523273
               178.77286                    0.0048227138
               178.84288                    0.0046906327
               178.91292                    0.0045561427
               178.98293                    0.0044193398
               179.05296                    0.0042802822
               179.12297                    0.0041390499
               179.19301                    0.0039957203
               179.26303                    0.0038503732
               179.33305                     0.003703092
               179.40309                    0.0035539488
                179.4731                    0.0034030394
               179.54314                    0.0032504585
               179.61316                    0.0030962673
               179.68318                    0.0029405651
                179.7532                    0.0027834498
               179.82323                    0.0026249988
               179.89325                    0.0024652982
               179.96329                    0.0023044446
               180.03329                    0.0021425323
               180.10333                     0.001979653
               180.17336                    0.0018158945
               180.24338                    0.0016513427
                180.3134                    0.0014860993
               180.38342                    0.0013202536
               180.45346                    0.0011539109
               180.52347                   0.00098715944
               180.59351                   0.00082008453
               180.66351                   0.00065278535
               180.73355                   0.00048537456
               180.80357                   0.00031793493
                180.8736                   0.00015055465
               180.94363                  -1.6664984e-05
               181.01364                  -0.00018362381
               181.08368                  -0.00035022589
                181.1537                  -0.00051638647
               181.22372                  -0.00068199367
               181.29375                  -0.00084695674
               181.36377                   -0.0010112025
               181.43379                   -0.0011746064
               181.50381                   -0.0013370871
               181.57384                   -0.0014985482
               181.64388                   -0.0016589004
                181.7139                   -0.0018180467
               181.78392                   -0.0019758979
               181.85394                   -0.0021323697
               181.92397                   -0.0022873683
                 181.994                   -0.0024407895
               182.06401                   -0.0025925543
               182.13405                   -0.0027425915
               182.20406                   -0.0028907845
               182.27409                   -0.0030370653
               182.34412                   -0.0031813681
               182.41414                   -0.0033235829
               182.48418                   -0.0034636306
               182.55418                   -0.0036014409
               182.62422                   -0.0037369416
               182.69423                   -0.0038700511
               182.76427                   -0.0040006782
               182.83429                   -0.0041287788
