        Frequency / MHz                S1,1 (17)/abs,dB
----------------------------------------------------------------------
                      40                      -4.3880471
               40.259998                      -4.4349616
                   40.52                      -4.4815859
               40.779999                      -4.5279088
               41.040001                      -4.5739203
               41.299999                      -4.6196105
               41.560001                       -4.664971
                   41.82                      -4.7099931
               42.079998                      -4.7546696
                   42.34                      -4.7989923
               42.599998                      -4.8429539
               42.860001                      -4.8865493
               43.119999                      -4.9297712
               43.380001                      -4.9726148
               43.639999                      -5.0150756
               43.900002                      -5.0571478
                   44.16                       -5.098828
               44.419998                      -5.1401136
                   44.68                      -5.1809999
               44.939999                      -5.2214848
               45.200001                       -5.261565
               45.459999                      -5.3012385
               45.720001                      -5.3405027
                   45.98                      -5.3793577
               46.240002                      -5.4178007
                    46.5                      -5.4558302
               46.759998                      -5.4934476
                   47.02                        -5.53065
               47.279999                       -5.567439
               47.540001                       -5.603813
               47.799999                      -5.6397725
               48.060001                      -5.6753202
                   48.32                      -5.7104565
               48.579998                      -5.7451827
                   48.84                      -5.7795003
               49.099998                      -5.8134136
               49.360001                      -5.8469236
               49.619999                      -5.8800356
               49.880001                      -5.9127529
               50.139999                      -5.9450795
               50.400002                      -5.9770211
                   50.66                      -6.0085817
               50.919998                      -6.0397679
                   51.18                      -6.0705848
               51.439999                      -6.1010394
               51.700001                      -6.1311382
               51.959999                      -6.1608872
               52.220001                      -6.1902939
                   52.48                      -6.2193645
               52.740002                      -6.2481076
                      53                      -6.2765293
               53.259998                      -6.3046374
                   53.52                      -6.3324403
               53.779999                      -6.3599446
               54.040001                      -6.3871595
               54.299999                      -6.4140917
               54.560001                      -6.4407512
                   54.82                      -6.4671455
               55.079998                      -6.4932835
                   55.34                       -6.519175
               55.599998                       -6.544829
               55.860001                      -6.5702546
               56.119999                      -6.5954637
               56.380001                      -6.6204652
               56.639999                      -6.6452702
               56.900002                      -6.6698908
                   57.16                      -6.6943378
               57.419998                      -6.7186221
                   57.68                      -6.7427582
               57.939999                      -6.7667564
               58.200001                      -6.7906301
               58.459999                      -6.8143926
               58.720001                      -6.8380571
                   58.98                      -6.8616368
               59.240002                      -6.8851458
                    59.5                      -6.9085983
               59.759998                      -6.9320073
                   60.02                      -6.9553896
               60.279999                      -6.9787584
               60.540001                      -7.0021312
               60.799999                      -7.0255229
               61.060001                      -7.0489502
                   61.32                      -7.0724309
               61.579998                      -7.0959804
                   61.84                      -7.1196196
               62.099998                      -7.1433657
               62.360001                      -7.1672384
               62.619999                      -7.1912598
               62.880001                      -7.2154488
               63.139999                      -7.2398284
               63.400002                      -7.2644209
                   63.66                      -7.2892498
