        Time / ns                i1 (Mesh Pass=7)/real
----------------------------------------------------------------------
                       0                  -9.8661985e-09
             0.014715824                   1.3569983e-06
             0.029431649                   1.3965563e-06
             0.044147473                   1.4368538e-06
             0.058863297                   1.4779204e-06
             0.073579125                   1.5197381e-06
             0.088294946                      1.5623e-06
              0.10301077                   1.6055817e-06
              0.11772659                   1.6496028e-06
              0.13244241                   1.6943674e-06
              0.14715825                   1.7398353e-06
              0.16187407                   1.7860234e-06
              0.17658989                   1.8329129e-06
              0.19130573                   1.8804958e-06
              0.20602155                    1.928757e-06
              0.22073737                   1.9776687e-06
              0.23545319                   2.0272387e-06
              0.25016904                   2.0774344e-06
              0.26488483                   2.1282367e-06
              0.27960068                   2.1796277e-06
               0.2943165                   2.2315983e-06
              0.30903232                   2.2841155e-06
              0.32374814                   2.3371354e-06
              0.33846399                   2.3906446e-06
              0.35317978                   2.4446135e-06
              0.36789563                   2.4990068e-06
              0.38261145                    2.553795e-06
              0.39732724                   2.6089372e-06
              0.41204309                   2.6643813e-06
              0.42675892                   2.7201072e-06
              0.44147474                   2.7760627e-06
              0.45619056                    2.832197e-06
              0.47090638                   2.8884631e-06
               0.4856222                   2.9447951e-06
              0.50033808                    3.001157e-06
              0.51505387                   3.0574815e-06
              0.52976966                   3.1137095e-06
              0.54448551                   3.1697678e-06
              0.55920136                   3.2255996e-06
              0.57391715                   3.2811092e-06
                0.588633                   3.3362455e-06
              0.60334879                   3.3909248e-06
              0.61806464                   3.4450638e-06
              0.63278043                   3.4985608e-06
              0.64749628                   3.5513365e-06
              0.66221213                      3.6033e-06
              0.67692798                   3.6543452e-06
              0.69164371                   3.7043555e-06
              0.70635957                   3.7532468e-06
              0.72107542                   3.8009034e-06
              0.73579127                   3.8471871e-06
              0.75050706                   3.8919843e-06
              0.76522291                   3.9351671e-06
               0.7799387                    3.976611e-06
              0.79465449                   4.0161754e-06
              0.80937034                   4.0537043e-06
              0.82408619                   4.0890559e-06
              0.83880204                   4.1220806e-06
              0.85351783                   4.1526027e-06
              0.86823368                   4.1804665e-06
              0.88294947                   4.2055008e-06
              0.89766532                   4.2275205e-06
              0.91238111                   4.2463357e-06
              0.92709696                   4.2617621e-06
              0.94181275                   4.2736019e-06
              0.95652866                   4.2816482e-06
              0.97124439                   4.2856736e-06
              0.98596019                   4.2854695e-06
               1.0006762                   4.2808133e-06
               1.0153918                   4.2714682e-06
               1.0301077                   4.2571819e-06
               1.0448235                   4.2377033e-06
               1.0595393                   4.2127895e-06
               1.0742552                   4.1821691e-06
                1.088971                   4.1455537e-06
               1.1036868                    4.102671e-06
               1.1184027                   4.0532377e-06
               1.1331185                   3.9969373e-06
               1.1478343                   3.9334659e-06
               1.1625502                   3.8625185e-06
                1.177266                   3.7837492e-06
               1.1919818                   3.6968318e-06
               1.2066976                   3.6014205e-06
               1.2214134                   3.4971631e-06
               1.2361293                   3.3836866e-06
               1.2508451                   3.2606229e-06
               1.2655609                   3.1275845e-06
               1.2802768                   2.9841788e-06
               1.2949926                   2.8300014e-06
               1.3097084                   2.6646364e-06
               1.3244243                   2.4876604e-06
               1.3391401                   2.2986317e-06
                1.353856                   2.0971122e-06
               1.3685718                   1.8826446e-06
               1.3832874                   1.6547541e-06
               1.3980033                   1.4129673e-06
               1.4127191                   1.1567899e-06
               1.4274349                   8.8572745e-07
               1.4421508                   5.9926305e-07
               1.4568666                   2.9688144e-07
               1.4715825                  -2.1969782e-08
               1.4862983                  -3.5781733e-07
               1.5010141                  -7.1122258e-07
                 1.51573                  -1.0827658e-06
               1.5304458                  -1.4730124e-06
               1.5451616                  -1.8825583e-06
               1.5598774                  -2.3120165e-06
               1.5745932                  -2.7619851e-06
                1.589309                  -3.2330984e-06
               1.6040249                   -3.725997e-06
               1.6187407                  -4.2413258e-06
               1.6334566                  -4.7797466e-06
               1.6481724                  -5.3419249e-06
               1.6628882                  -5.9285526e-06
               1.6776041                   -6.540316e-06
               1.6923199                  -7.1779305e-06
               1.7070357                  -7.8421017e-06
               1.7217516                  -8.5335605e-06
               1.7364674                  -9.2530408e-06
                1.751183                  -1.0001302e-05
               1.7658989                  -1.0779094e-05
               1.7806147                  -1.1587184e-05
