        Frequency / MHz                S1,1 (67)/arg,degrees
----------------------------------------------------------------------
                      40                      -66.365635
               40.259998                      -67.917933
                   40.52                      -69.471992
               40.779999                      -71.027855
               41.040001                      -72.585559
               41.299999                      -74.145194
               41.560001                      -75.706828
                   41.82                      -77.270518
               42.079998                      -78.836297
                   42.34                      -80.404173
               42.599998                      -81.974141
               42.860001                      -83.546163
               43.119999                      -85.120201
               43.380001                      -86.696192
               43.639999                       -88.27413
               43.900002                      -89.854028
                   44.16                      -91.435906
               44.419998                        -93.0198
                   44.68                      -94.605798
               44.939999                      -96.193932
               45.200001                      -97.784321
               45.459999                      -99.377006
               45.720001                      -100.97201
                   45.98                      -102.56933
               46.240002                        -104.169
                    46.5                      -105.77096
               46.759998                      -107.37524
                   47.02                       -108.9818
               47.279999                      -110.59066
               47.540001                       -112.2019
               47.799999                      -113.81555
               48.060001                      -115.43166
                   48.32                      -117.05037
               48.579998                      -118.67175
                   48.84                      -120.29586
               49.099998                      -121.92276
               49.360001                      -123.55248
               49.619999                      -125.18505
               49.880001                      -126.82049
               50.139999                      -128.45884
               50.400002                      -130.10001
                   50.66                      -131.74417
               50.919998                       -133.3913
                   51.18                       -135.0415
               51.439999                      -136.69479
               51.700001                      -138.35136
               51.959999                       -140.0112
               52.220001                      -141.67453
                   52.48                      -143.34127
               52.740002                      -145.01162
                      53                      -146.68555
               53.259998                       -148.3631
                   53.52                      -150.04431
               53.779999                      -151.72918
               54.040001                      -153.41779
               54.299999                      -155.11024
               54.560001                      -156.80649
                   54.82                      -158.50671
               55.079998                      -160.21097
                   55.34                      -161.91937
               55.599998                      -163.63202
               55.860001                        -165.349
               56.119999                      -167.07035
               56.380001                      -168.79617
               56.639999                      -170.52647
               56.900002                      -172.26126
                   57.16                      -174.00064
               57.419998                      -175.74466
                   57.68                      -177.49328
               57.939999                      -179.24665
               58.200001                       178.99518
               58.459999                       177.23214
               58.720001                       175.46415
                   58.98                       173.69104
               59.240002                       171.91278
                    59.5                       170.12933
               59.759998                       168.34064
                   60.02                       166.54657
               60.279999                       164.74713
               60.540001                       162.94232
               60.799999                       161.13206
               61.060001                       159.31631
                   61.32                       157.49503
               61.579998                       155.66814
                   61.84                       153.83559
               62.099998                       151.99728
               62.360001                       150.15315
               62.619999                       148.30314
               62.880001                       146.44717
               63.139999                       144.58521
               63.400002                        142.7172
                   63.66                       140.84315
               63.919998                         138.963
                   64.18                       137.07673
               64.440002                        135.1843
               64.699997                       133.28569
               64.959999                       131.38085
               65.220001                        129.4697
               65.480003                       127.55219
               65.739998                       125.62826
                      66                       123.69789
               66.260002                       121.76093
               66.519997                       119.81741
               66.779999                       117.86728
               67.040001                       115.91051
               67.300003                       113.94708
               67.559998                       111.97692
                   67.82                       110.00008
               68.080002                       108.01645
               68.339996                       106.02605
               68.599998                       104.02877
               68.860001                       102.02457
               69.120003                       100.01333
               69.379997                       97.995092
               69.639999                       95.969667
               69.900002                       93.937029
               70.159996                       91.897153
               70.419998                       89.849981
                   70.68                       87.795406
               70.940002                       85.733426
               71.199997                        83.66396
               71.459999                       81.586955
               71.720001                       79.502327
               71.980003                       77.409913
               72.239998                       75.309683
                    72.5                       73.201532
               72.760002                       71.085266
               73.019997                       68.960805
               73.279999                       66.828009
               73.540001                       64.686772
               73.800003                       62.536928
               74.059998                       60.378398
                   74.32                       58.210986
               74.580002                        56.03467
               74.839996                       53.849201
               75.099998                       51.654471
               75.360001                       49.450287
               75.620003                       47.236487
               75.879997                       45.012849
               76.139999                       42.779214
               76.400002                       40.535304
               76.659996                       38.281014
               76.919998                       36.016123
                   77.18                       33.740413
               77.440002                        31.45383
               77.699997                       29.156128
               77.959999                       26.847196
               78.220001                       24.526953
               78.480003                       22.195264
               78.739998                       19.852018
                      79                       17.497131
               79.260002                         15.1305
               79.519997                       12.752062
               79.779999                       10.361824
               80.040001                       7.9596464
               80.300003                        5.545666
               80.559998                       3.1198291
                   80.82                      0.68229859
               81.080002                      -1.7667887
               81.339996                      -4.2272418
               81.599998                      -6.6987867
               81.860001                      -9.1811233
               82.120003                      -11.673842
               82.379997                      -14.176478
               82.639999                      -16.688566
               82.900002                       -19.20948
               83.159996                      -21.738563
               83.419998                       -24.27505
                   83.68                      -26.818202
               83.940002                      -29.367091
               84.199997                      -31.920734
               84.459999                      -34.478122
               84.720001                      -37.038078
               84.980003                       -39.59948
               85.239998                      -42.161075
                    85.5                      -44.721493
               85.760002                      -47.279482
               86.019997                      -49.833615
               86.279999                      -52.382481
               86.540001                      -54.924675
               86.800003                       -57.45876
               87.059998                      -59.983304
                   87.32                      -62.496869
               87.580002                      -64.998058
               87.839996                      -67.485448
               88.099998                      -69.957704
               88.360001                      -72.413512
               88.620003                      -74.851616
               88.879997                      -77.270814
               89.139999                       -79.66996
               89.400002                      -82.048013
               89.659996                      -84.403963
               89.919998                      -86.736937
                   90.18                      -89.046142
               90.440002                      -91.330868
               90.699997                      -93.590486
               90.959999                      -95.824449
               91.220001                      -98.032321
               91.480003                      -100.21367
               91.739998                      -102.36818
                      92                       -104.4957
               92.260002                      -106.59596
               92.519997                       -108.6689
               92.779999                      -110.71451
               93.040001                       -112.7328
               93.300003                      -114.72388
               93.559998                      -116.68797
                   93.82                      -118.62518
               94.080002                      -120.53577
