        Frequency / MHz                S1,1 (Mesh Pass=5)/arg,degrees
               69.900002                       57.735908
               70.159996                       50.622674
               70.419998                       43.401826
                   70.68                       36.093661
               70.940002                       28.714624
               71.199997                       21.273598
               71.459999                       13.765526
               71.720001                       6.1590448
               71.980003                      -1.6301849
               72.239998                      -9.8073426
                    72.5                      -18.907531
               72.760002                      -30.674798
               73.019997                      -54.419458
               73.279999                      -148.11952
               73.540001                       166.50218
               73.800003                       152.31342
               74.059998                       143.31877
                   74.32                       136.06844
               74.580002                       129.64806
               74.839996                       123.70842
               75.099998                       118.08417
               75.360001                       112.68641
               75.620003                       107.46366
               75.879997                       102.38484
               76.139999                       97.430771
               76.400002                       92.589041
               76.659996                       87.850638
               76.919998                       83.207748
                   77.18                       78.652613
               77.440002                        74.17671
               77.699997                       69.771291
               77.959999                       65.427675
               78.220001                       61.137768
               78.480003                       56.894911
               78.739998                       52.694344
                      79                       48.533064
               79.260002                       44.409871
               79.519997                       40.324269
               79.779999                        36.27659
               80.040001                       32.266721
               80.300003                       28.293847
               80.559998                       24.356271
                   80.82                       20.451533
               81.080002                       16.576741
               81.339996                       12.728775
               81.599998                       8.9049623
               81.860001                       5.1034424
               82.120003                       1.3231241
               82.379997                      -2.4361572
               82.639999                      -6.1740198
               82.900002                      -9.8896425
               83.159996                      -13.582643
               83.419998                      -17.252696
                   83.68                      -20.900182
               83.940002                      -24.526299
               84.199997                      -28.132312
               84.459999                      -31.719967
               84.720001                      -35.290733
               84.980003                      -38.845817
               85.239998                      -42.386152
                    85.5                      -45.912114
               85.760002                      -49.423868
               86.019997                      -52.921585
               86.279999                      -56.405636
               86.540001                      -59.876683
               86.800003                      -63.336254
               87.059998                      -66.785993
                   87.32                      -70.228354
               87.580002                      -73.665797
               87.839996                      -77.101053
               88.099998                      -80.536748
               88.360001                      -83.975393
               88.620003                      -87.419338
               88.879997                      -90.870933
               89.139999                      -94.332637
               89.400002                       -97.80729
               89.659996                      -101.29834
               89.919998                      -104.80944
                   90.18                      -108.34501
               90.440002                       -111.9101
               90.699997                      -115.50977
               90.959999                      -119.14961
               91.220001                      -122.83529
               91.480003                      -126.57255
               91.739998                      -130.36735
                      92                       -134.2258
               92.260002                      -138.15442
               92.519997                      -142.15986
               92.779999                      -146.24945
               93.040001                      -150.43073
               93.300003                      -154.71173
               93.559998                      -159.10053
                   93.82                      -163.60534
               94.080002                      -168.23414
               94.339996                      -172.99478
               94.599998                      -177.89437
               94.860001                       177.06036
               95.120003                        171.8634
               95.379997                       166.50979
               95.639999                       160.99564
               95.900002                       155.31839
               96.159996                       149.47732
               96.419998                       143.47331
                   96.68                       137.30986
               96.940002                       130.99275
               97.199997                       124.53085
               97.459999                        117.9354
               97.720001                       111.22061
               97.980003                       104.40288
               98.239998                       97.501439
                    98.5                       90.536941
               98.760002                       83.531899
               99.019997                       76.509264
               99.279999                       69.492418
               99.540001                       62.504535
               99.800003                       55.567901
                  100.06                       48.703071
                  100.32                        41.92916
                  100.58                         35.2629
                  100.84                       28.718481
                   101.1                       22.307614
                  101.36                       16.039139
                  101.62                       9.9198364
                  101.88                       3.9539667
                  102.14                      -1.8562841
                   102.4                      -7.5104792
                  102.66                      -13.009383
                  102.92                      -18.355399
                  103.18                      -23.551151
                  103.44                      -28.600901
                   103.7                       -33.50924
                  103.96                      -38.281082
                  104.22                      -42.922112
                  104.48                      -47.438128
                  104.74                      -51.835237
                     105                      -56.119459
                  105.26                       -60.29724
                  105.52                      -64.374481
                  105.78                      -68.357193
                  106.04                      -72.250836
                   106.3                      -76.060771
                  106.56                      -79.792349
                  106.82                      -83.450598
                  107.08                      -87.040109
                  107.34                      -90.566016
                   107.6                      -94.033348
                  107.86                      -97.446585
                  108.12                      -100.81054
                  108.38                      -104.13001
                  108.64                      -107.40937
                   108.9                      -110.65311
                  109.16                      -113.86494
                  109.42                      -117.04934
                  109.68                      -120.20958
                  109.94                      -123.34972
                   110.2                      -126.47347
                  110.46                      -129.58465
                  110.72                      -132.68708
                  110.98                      -135.78504
                  111.24                      -138.88234
                   111.5                      -141.98302
                  111.76                      -145.09147
                  112.02                      -148.21128
                  112.28                      -151.34672
                  112.54                      -154.50118
                   112.8                       -157.6788
                  113.06                       -160.8832
                  113.32                      -164.11797
                  113.58                      -167.38707
                  113.84                      -170.69463
                   114.1                      -174.04426
                  114.36                      -177.44034
                  114.62                       179.11364
                  114.88                       175.61363
                  115.14                       172.05625
                   115.4                       168.43844
                  115.66                       164.75745
                  115.92                        161.0109
                  116.18                       157.19715
                  116.44                       153.31487
                   116.7                       149.36319
                  116.96                       145.34212
                  117.22                       141.25242
                  117.48                       137.09519
                  117.74                       132.87271
                     118                       128.58805
                  118.26                       124.24525
                  118.52                       119.84956
                  118.78                        115.4071
                  119.04                       110.92486
                   119.3                       106.41026
                  119.56                       101.87163
                  119.82                       97.316933
                  120.08                       92.754366
                  120.34                        88.19169
                   120.6                       83.635572
                  120.86                       79.092458
                  121.12                       74.567156
                  121.38                       70.063932
                  121.64                       65.585951
                   121.9                       61.134741
                  122.16                       56.711405
                  122.42                       52.315825
                  122.68                       47.946356
                  122.94                       43.601485
                   123.2                       39.277702
                  123.46                       34.971404
                  123.72                        30.67811
                  123.98                       26.392575
                  124.24                       22.109227
                   124.5                       17.822273
                  124.76                       13.525919
                  125.02                       9.2138306
                  125.28                       4.8803214
                  125.54                      0.51960077
                   125.8                      -3.8737958
                  126.06                      -8.3052224
                  126.32                      -12.779487
                  126.58                      -17.301291
                  126.84                       -21.87435
                   127.1                      -26.502265
                  127.36                      -31.187339
                  127.62                      -35.930985
                  127.88                      -40.733761
                  128.14                      -45.594341
               128.39999                      -50.510327
                  128.66                      -55.477678
                  128.92                      -60.490817
               129.17999                      -65.543082
                  129.44                      -70.626054
                   129.7                      -75.730663
               129.96001                      -80.846968
                  130.22                      -85.964255
                  130.48                      -91.072143
               130.74001                      -96.160033
                     131                      -101.21798
               131.25999                       -106.2368
                  131.52                      -111.20831
                  131.78                      -116.12549
               132.03999                      -120.98291
                   132.3                      -125.77683
                  132.56                      -130.50485
               132.81999                      -135.16609
                  133.08                      -139.76134
                  133.34                      -144.29265
               133.60001                      -148.76309
                  133.86                      -153.17714
                  134.12                      -157.54015
                  134.38                      -161.85793
                  134.64                      -166.13734
               134.89999                      -170.38561
                  135.16                       -174.6106
                  135.42                      -178.82073
               135.67999                       176.97548
                  135.94                       172.76863
                   136.2                       168.54965
               136.46001                        164.3087
                  136.72                       160.03606
                  136.98                       155.72179
               137.24001                       151.35593
                   137.5                       146.92899
               137.75999                       142.43111
                  138.02                       137.85336
                  138.28                       133.18708
               138.53999                       128.42442
                   138.8                       123.55925
                  139.06                       118.58632
               139.31999                       113.50346
                  139.58                       108.31055
                  139.84                       103.01076
               140.10001                       97.611084
                  140.36                       92.122236
                  140.62                       86.558746
                  140.88                       80.938866
                  141.14                       75.284345
               141.39999                        69.61922
                  141.66                       63.969617
                  141.92                       58.361432
               142.17999                       52.820669
                  142.44                       47.371054
                   142.7                       42.034547
               142.96001                       36.829506
                  143.22                       31.770683
                  143.48                       26.869668
               143.74001                       22.134323
                     144                       17.568918
               144.25999                       13.175521
                  144.52                       8.9527158
                  144.78                         4.89766
               145.03999                       1.0056543
                   145.3                      -2.7295301
                  145.56                      -6.3141227
               145.81999                      -9.7552267
                  146.08                      -13.060601
                  146.34                       -16.23735
               146.60001                      -19.293231
                  146.86                      -22.236004
                  147.12                      -25.073647
                  147.38                      -27.814466
                  147.64                      -30.467095
               147.89999                      -33.040053
                  148.16                      -35.542195
                  148.42                      -37.981832
               148.67999                      -40.367042
                  148.94                      -42.705477
                   149.2                      -45.003921
               149.46001                      -47.268702
                  149.72                      -49.505728
                  149.98                      -51.720891
               150.24001                      -53.919448
                   150.5                      -56.107731
               150.75999                      -58.291207
                  151.02                      -60.475557
                  151.28                      -62.667118
               151.53999                       -64.87092
                   151.8                      -67.092425
                  152.06                      -69.336878
               152.31999                      -71.608219
                  152.58                      -73.911031
                  152.84                      -76.250562
               153.10001                       -78.63162
                  153.36                      -81.060106
                  153.62                      -83.542362
                  153.88                      -86.085596
                  154.14                      -88.697679
               154.39999                       -91.38626
                  154.66                      -94.159645
                  154.92                      -97.025483
               155.17999                       -99.99208
                  155.44                      -103.06709
                   155.7                      -106.25837
               155.96001                      -109.57467
                  156.22                      -113.02474
                  156.48                      -116.61774
               156.74001                      -120.36287
                     157                      -124.26909
               157.25999                      -128.34447
                  157.52                      -132.59536
                  157.78                       -137.0257
               158.03999                      -141.63678
                   158.3                      -146.42644
                  158.56                      -151.38985
               158.81999                      -156.51851
                  159.08                      -161.80125
                  159.34                       -167.2254
               159.60001                      -172.77567
                  159.86                      -178.43675
                  160.12                        175.8071
                  160.38                       169.97051
                  160.64                       164.06682
               160.89999                       158.10696
                  161.16                       152.09902
                  161.42                       146.04714
               161.67999                       139.95199
                  161.94                       133.80985
                   162.2                       127.61372
               162.46001                       121.35333
                  162.72                       115.01754
                  162.98                       108.59432
               163.24001                       102.07515
                   163.5                       95.454565
               163.75999                       88.734315
                  164.02                       81.925108
                  164.28                       75.046398
               164.53999                        68.12747
                   164.8                       61.205264
                  165.06                       54.323276
               165.31999                       47.526308
                  165.58                       40.859387
                  165.84                       34.361419
               166.10001                        28.06497
                  166.36                       21.994078
                  166.62                       16.165141
                  166.88                       10.585148
                  167.14                       5.2560707
               167.39999                      0.17484738
                  167.66                      -4.6661722
                  167.92                       -9.276385
               168.17999                      -13.666721
                  168.44                      -17.850077
                   168.7                      -21.839126
               168.96001                      -25.646983
                  169.22                       -29.28742
                  169.48                      -32.772455
               169.74001                       -36.11411
                     170                      -39.322441
               170.25999                      -42.406845
                  170.52                      -45.374318
                  170.78                      -48.230539
               171.03999                      -50.980538
                   171.3                      -53.627593
                  171.56                      -56.175635
               171.81999                      -58.627508
                  172.08                      -60.986274
                  172.34                      -63.255426
               172.60001                      -65.437808
                  172.86                       -67.53648
                  173.12                      -69.554062
                  173.38                      -71.491869
                  173.64                      -73.352084
               173.89999                      -75.135583
                  174.16                      -76.842803
                  174.42                      -78.475492
               174.67999                      -80.035397
                  174.94                      -81.524925
                   175.2                      -82.947572
               175.46001                      -84.307927
                  175.72                      -85.611236
                  175.98                      -86.863182
               176.24001                      -88.069885
                   176.5                      -89.237247
               176.75999                      -90.371823
                  177.02                      -91.479516
                  177.28                      -92.567101
               177.53999                      -93.641571
                   177.8                       -94.71014
                  178.06                      -95.781333
               178.31999                      -96.863016
                  178.58                      -97.964153
                  178.84                       -99.09239
               179.10001                      -100.25538
                  179.36                      -101.45968
                  179.62                      -102.71119
                  179.88                      -104.01494
                  180.14                      -105.37507
               180.39999                       -106.7951
                  180.66                       -108.2796
                  180.92                      -109.83207
               181.17999                      -111.45602
                  181.44                      -113.15602
                   181.7                      -114.93559
               181.96001                      -116.79843
                  182.22                      -118.74782
                  182.48                       -120.7866
               182.74001                      -122.91828
                     183                      -125.14525
               183.25999                      -127.47122
                  183.52                      -129.89927
                  183.78                      -132.43377
               184.03999                      -135.08038
                   184.3                      -137.84459
                  184.56                      -140.73338
               184.81999                      -143.75396
                  185.08                      -146.91486
                  185.34                      -150.22461
               185.60001                      -153.69237
                  185.86                      -157.32844
                  186.12                      -161.14329
                  186.38                      -165.14917
                  186.64                       -169.3581
               186.89999                      -173.78493
                  187.16                      -178.44433
                  187.42                        176.6469
               187.67999                       171.47191
                  187.94                       166.01322
                   188.2                       160.25423
               188.46001                       154.17896
                  188.72                       147.77498
                  188.98                       141.03375
               189.24001                       133.95243
                   189.5                       126.53582
               189.75999                       118.79902
                  190.02                       110.76803
                  190.28                       102.48219
               190.53999                       93.992649
                   190.8                       85.363661
                  191.06                       76.667574
               191.31999                       67.980665
                  191.58                       59.379873
                  191.84                       50.936012
               192.10001                       42.711153
                  192.36                       34.754909
                  192.62                       27.104007
                  192.88                       19.782917
                  193.14                       12.804758
               193.39999                       6.1725906
                  193.66                     -0.11752206
                  193.92                      -6.0751954
               194.17999                      -11.714637
                  194.44                      -17.051801
                   194.7                      -22.104392
               194.96001                       -26.89121
                  195.22                      -31.429295
                  195.48                      -35.735922
               195.74001                      -39.826602
                     196                      -43.715766
               196.25999                      -47.417183
                  196.52                      -50.942436
                  196.78                       -54.30267
               197.03999                      -57.508814
                   197.3                      -60.569833
                  197.56                      -63.495121
               197.81999                      -66.292548
                  198.08                      -68.969326
                  198.34                      -71.531358
               198.60001                      -73.983887
                  198.86                       -76.33063
                  199.12                      -78.574648
                  199.38                      -80.717688
                  199.64                      -82.761718
               199.89999                      -84.708049
                  200.16                      -86.557337
                  200.42                      -88.311547
               200.67999                      -89.971775
                  200.94                      -91.539331
                   201.2                      -93.015963
               201.46001                      -94.402327
                  201.72                      -95.700173
                  201.98                      -96.909936
               202.24001                      -98.032928
                   202.5                      -99.070462
               202.75999                       -100.0256
                  203.02                      -100.90161
                  203.28                      -101.70353
               203.53999                      -102.43769
                   203.8                      -103.11197
                  204.06                       -103.7351
               204.31999                      -104.31648
                  204.58                      -104.86574
                  204.84                      -105.39292
               205.10001                      -105.90786
                  205.36                      -106.42106
                  205.62                      -106.94234
                  205.88                      -107.48197
                  206.14                      -108.05025
               206.39999                      -108.65742
                  206.66                      -109.31269
                  206.92                      -110.02434
               207.17999                      -110.79937
                  207.44                      -111.64282
                   207.7                      -112.55839
               207.96001                      -113.54828
                  208.22                      -114.61379
                  208.48                      -115.75536
               208.74001                      -116.97299
                     209                      -118.26668
               209.25999                      -119.63665
                  209.52                      -121.08378
                  209.78                      -122.60762
               210.03999                      -124.20884
                   210.3                      -125.88699
                  210.56                      -127.64229
               210.81999                      -129.47475
                  211.08                      -131.38501
                  211.34                      -133.37375
               211.60001                      -135.44313
                  211.86                      -137.59688
                  212.12                      -139.84025
                  212.38                      -142.18043
                  212.64                      -144.62618
               212.89999                      -147.18844
                  213.16                      -149.88008
                  213.42                      -152.71641
               213.67999                       -155.7147
                  213.94                      -158.89724
                   214.2                      -162.28982
               214.46001                      -165.92501
                  214.72                      -169.84368
                  214.98                      -174.09676
               215.24001                      -178.74675
                   215.5                       176.12766
               215.75999                        170.4327
                  216.02                         164.058
                  216.28                       156.88248
               216.53999                       148.78701
                   216.8                        139.6833
                  217.06                       129.55997
               217.31999                       118.53987
                  217.58                       106.91325
                  217.84                       95.107189
               218.10001                       83.574989
                  218.36                       72.674006
                  218.62                       62.595489
                  218.88                       53.377903
                  219.14                       44.958084
               219.39999                        37.22631
                  219.66                       30.062587
                  219.92                       23.355015
               220.17999                       17.010041
                  220.44                       10.952483
                   220.7                       5.1244196
               220.96001                     -0.51567746
                  221.22                      -5.9975326
                  221.48                      -11.339506
               221.74001                      -16.552305
                     222                       -21.63965
               222.25999                      -26.601098
                  222.52                      -31.432721
                  222.78                      -36.128392
               223.03999                      -40.681342
                   223.3                      -45.084574
                  223.56                      -49.331533
               223.81999                      -53.417187
                  224.08                      -57.338479
                  224.34                      -61.093445
               224.60001                      -64.682516
                  224.86                      -68.108104
                  225.12                       -71.37348
                  225.38                      -74.483676
                  225.64                      -77.443278
               225.89999                      -80.258628
                  226.16                      -82.934532
                  226.42                      -85.476455
               226.67999                      -87.888987
                  226.94                      -90.175844
                   227.2                      -92.340741
               227.46001                      -94.387175
                  227.72                      -96.318205
                  227.98                      -98.136456
               228.24001                      -99.844987
                   228.5                      -101.44598
               228.75999                      -102.94141
                  229.02                      -104.33302
                  229.28                      -105.62212
               229.53999                      -106.80916
                   229.8                      -107.89478
                  230.06                      -108.87985
               230.31999                      -109.76483
                  230.58                      -110.55166
                  230.84                      -111.24233
               231.10001                      -111.84011
                  231.36                      -112.34959
                  231.62                      -112.77623
                  231.88                      -113.12637
                  232.14                      -113.40854
               232.39999                       -113.6306
                  232.66                      -113.80305
                  232.92                      -113.93594
               233.17999                      -114.04194
                  233.44                      -114.13353
                   233.7                      -114.22423
               233.96001                      -114.32717
                  234.22                      -114.45635
                  234.48                      -114.62421
               234.74001                      -114.84211
                     235                      -115.11948
               235.25999                      -115.46372
                  235.52                       -115.8803
                  235.78                      -116.37251
               236.03999                      -116.94188
                   236.3                      -117.58862
                  236.56                      -118.31098
               236.81999                      -119.10721
                  237.08                      -119.97361
                  237.34                      -120.90623
               237.60001                      -121.90005
                  237.86                      -122.95048
                  238.12                      -124.05074
                  238.38                      -125.19581
                  238.64                      -126.37912
               238.89999                      -127.59523
                  239.16                      -128.83952
                  239.42                      -130.10743
               239.67999                      -131.39565
                  239.94                       -132.7018
                   240.2                      -134.02369
               240.46001                      -135.36001
                  240.72                      -136.70965
                  240.98                      -138.07154
               241.24001                      -139.44435
                   241.5                      -140.82743
               241.75999                       -142.2197
                  242.02                      -143.62092
                  242.28                      -145.03068
               242.53999                      -146.45026
                   242.8                      -147.88012
                  243.06                      -149.32266
               243.31999                      -150.77984
                  243.58                      -152.25297
                  243.84                      -153.74403
               244.10001                      -155.25323
                  244.36                      -156.77926
                  244.62                       -158.3195
                  244.88                      -159.86651
                  245.14                      -161.40237
               245.39999                      -162.87419
                  245.66                      -164.02538
                  245.92                      -152.39329
               246.17999                       9.9894822
                  246.44                       8.8623363
                   246.7                        7.199048
               246.96001                       5.3591599
                  247.22                       3.4038675
                  247.48                       1.3489094
               247.74001                     -0.80221754
                     248                      -3.0499508
               248.25999                      -5.3975686
                  248.52                      -7.8481313
                  248.78                      -10.406447
               249.03999                      -13.077544
                   249.3                      -15.867101
                  249.56                      -18.780804
               249.81999                      -21.822807
                  250.08                      -24.996606
                  250.34                      -28.302418
               250.60001                      -31.738491
                  250.86                      -35.298936
                  251.12                      -38.973904
                  251.38                      -42.750508
                  251.64                      -46.612787
               251.89999                      -50.541294
                  252.16                      -54.514385
                  252.42                      -58.509338
               252.67999                       -62.50254
                  252.94                      -66.469732
                   253.2                      -70.388184
               253.46001                      -74.236041
                  253.72                      -77.993628
                  253.98                      -81.644555
               254.24001                      -85.174397
                   254.5                      -88.572443
               254.75999                      -91.832137
                  255.02                      -94.948671
                  255.28                      -97.921169
               255.53999                      -100.75051
                   255.8                      -103.43931
                  256.06                      -105.99041
               256.32001                      -108.40819
               256.57999                      -110.69635
                  256.84                      -112.85797
               257.10001                      -114.89698
               257.35999                      -116.81642
                  257.62                      -118.61959
                  257.88                       -120.3102
               258.13998                      -121.89174
               258.39999                      -123.36794
                  258.66                      -124.74163
               258.92001                      -126.01609
               259.17999                       -127.1935
                  259.44                      -128.27562
               259.70001                       -129.2631
               259.95999                      -130.15704
                  260.22                       -130.9583
               260.48001                      -131.66842
               260.73999                      -132.29046
                     261                      -132.82814
               261.26001                      -133.28669
               261.51999                      -133.67136
                  261.78                      -133.98959
               262.04001                      -134.24794
               262.29999                      -134.45427
                  262.56                      -134.61601
               262.82001                       -134.7419
               263.07999                      -134.84157
                  263.34                      -134.92506
               263.60001                       -135.0044
               263.85999                      -135.09073
                  264.12                      -135.19673
                  264.38                       -135.3329
               264.63998                      -135.50863
               264.89999                      -135.73091
                  265.16                      -136.00477
               265.42001                      -136.33306
               265.67999                      -136.71577
                  265.94                       -137.1529
               266.20001                      -137.64183
               266.45999                       -138.1806
                  266.72                       -138.7657
               266.98001                      -139.39211
               267.23999                      -140.05393
                   267.5                      -140.74285
               267.76001                      -141.44882
               268.01999                      -142.15872
                  268.28                      -142.85726
               268.54001                       -143.5265
               268.79999                      -144.14592
                  269.06                      -144.69147
               269.32001                      -145.13493
               269.57999                      -145.44158
                  269.84                      -145.56704
               270.10001                      -145.45098
               270.35999                      -145.00947
                  270.62                      -144.12035
                  270.88                      -142.60284
               271.13998                      -140.18026
               271.39999                      -136.42508
                  271.66                      -130.67854
               271.92001                      -121.99797
               272.17999                       -109.3913
                  272.44                      -92.940923
               272.70001                      -75.315755
               272.95999                      -60.273603
                  273.22                      -49.343334
               273.48001                      -41.960393
               273.73999                      -37.095113
                     274                      -33.932461
               274.26001                      -31.930395
               274.51999                      -30.741397
                  274.78                      -30.139901
               275.04001                       -29.97554
               275.29999                      -30.145806
                  275.56                      -30.578127
               275.82001                      -31.221367
               276.07999                       -32.03946
                  276.34                      -33.006835
               276.60001                       -34.10644
               276.85999                      -35.327565
                  277.12                      -36.663881
                  277.38                      -38.112534
               277.63998                      -39.672225
               277.89999                      -41.343159
                  278.16                      -43.126442
               278.42001                      -45.022938
               278.67999                      -47.034403
                  278.94                      -49.163235
               279.20001                      -51.412937
               279.45999                      -53.786562
                  279.72                      -56.289581
               279.98001                      -58.925707
               280.23999                      -61.699966
                   280.5                      -64.614546
               280.76001                      -67.670754
               281.01999                      -70.866845
                  281.28                      -74.198448
               281.54001                      -77.657036
               281.79999                      -81.231464
                  282.06                      -84.907091
               282.32001                      -88.666427
               282.57999                      -92.490021
                  282.84                      -96.356236
               283.10001                      -100.24234
               283.35999                      -104.12626
                  283.62                      -107.98461
                  283.88                      -111.79596
               284.13998                      -115.53978
               284.39999                      -119.19858
                  284.66                      -122.75639
               284.92001                      -126.20121
               285.17999                      -129.52385
                  285.44                      -132.71885
               285.70001                      -135.78249
               285.95999                      -138.71499
                  286.22                      -141.51766
               286.48001                      -144.19291
               286.73999                      -146.74314
                     287                      -149.17119
               287.26001                      -151.47772
               287.51999                      -153.66316
                  287.78                      -155.72555
               288.04001                      -157.66314
               288.29999                      -159.47199
                  288.56                      -161.14796
               288.82001                      -162.68557
               289.07999                      -164.07805
                  289.34                      -165.31645
               289.60001                      -166.38852
               289.85999                      -167.27742
                  290.12                      -167.96066
                  290.38                      -168.40872
               290.63998                      -168.58357
               290.89999                      -168.43823
                  291.16                      -167.91585
               291.42001                      -166.94892
               291.67999                      -165.46027
                  291.94                      -163.36269
               292.20001                      -160.56526
               292.45999                      -156.97859
                  292.72                      -152.53711
               292.98001                      -147.22639
               293.23999                      -141.12141
                   293.5                      -134.41973
               293.76001                      -127.43414
               294.01999                      -120.53707
                  294.28                      -114.06621
               294.54001                      -108.24776
               294.79999                      -103.17572
                  295.06                      -98.833246
               295.32001                      -95.136201
               295.57999                       -91.97202
                  295.84                      -89.224863
               296.10001                      -86.790256
               296.35999                      -84.580771
                  296.62                      -82.527781
                  296.88                      -80.579483
               297.13998                      -78.697847
               297.39999                      -76.856647
                  297.66                      -75.039489
               297.92001                       -73.23785
               298.17999                      -71.451073
                  298.44                      -69.688336
               298.70001                      -67.964506
               298.95999                       -66.30406
                  299.22                      -64.733444
               299.48001                      -63.281948
               299.73999                       -61.97514
                     300                       -60.83335

