        Time / ns                i1 (Mesh Pass=6)/real
----------------------------------------------------------------------
                       0                  -8.9618197e-09
             0.068850771                   1.5062533e-06
              0.13770154                   1.7105651e-06
              0.20655231                   1.9305351e-06
              0.27540308                   2.1649341e-06
              0.34425387                   2.4118317e-06
              0.41310462                    2.668399e-06
              0.48195541                   2.9307573e-06
              0.55080616                    3.193768e-06
              0.61965692                   3.4508762e-06
              0.68850774                   3.6937902e-06
              0.75735849                   3.9123079e-06
              0.82620925                   4.0939603e-06
                 0.89506                   4.2238389e-06
              0.96391082                   4.2841802e-06
               1.0327617                   4.2540655e-06
               1.1016123                   4.1091157e-06
               1.1704632                   3.8211547e-06
               1.2393138                    3.357887e-06
               1.3081647                   2.6825287e-06
               1.3770155                   1.7535676e-06
               1.4458662                   5.2445415e-07
                1.514717                  -1.0565766e-06
               1.5835679                  -3.0467222e-06
               1.6524185                  -5.5086266e-06
               1.7212694                   -8.510433e-06
                 1.79012                  -1.2125583e-05
               1.8589709                  -1.6432599e-05
               1.9278216                  -2.1514579e-05
               1.9966724                  -2.7458587e-05
               2.0655234                  -3.4354754e-05
               2.1343739                  -4.2295156e-05
               2.2032247                  -5.1372372e-05
               2.2720754                   -6.167774e-05
               2.3409264                  -7.3299219e-05
               2.4097769                  -8.6318898e-05
               2.4786277                  -0.00010081003
               2.5474787                  -0.00011683362
               2.6163294                  -0.00013443458
               2.6851802                  -0.00015363723
               2.7540309                  -0.00017444047
               2.8228817                  -0.00019681218
               2.8917325                  -0.00022068326
               2.9605834                  -0.00024594102
                3.029434                  -0.00027242204
               3.0982847                  -0.00029990467
               3.1671357                  -0.00032810078
               3.2359865                  -0.00035664754
                3.304837                  -0.00038509842
                3.373688                  -0.00041291438
               3.4425387                  -0.00043945477
               3.5113895                  -0.00046396838
                 3.58024                  -0.00048558449
                3.649091                  -0.00050330488
               3.7179418                  -0.00051599584
               3.7867928                  -0.00052238163
               3.8556433                  -0.00052103883
                3.924494                  -0.00051039242
               3.9933448                  -0.00048871338
               4.0621953                  -0.00045411891
               4.1310468                  -0.00040457473
               4.1998973                  -0.00033790091
               4.2687478                  -0.00025178047
               4.3375988                  -0.00014377234
               4.4064493                  -1.1328018e-05
               4.4753003                   0.00014818674
               4.5441508                   0.00033746549
               4.6130018                   0.00055922923
               4.6818528                   0.00081618875
               4.7507033                    0.0011110011
               4.8195539                    0.0014462197
               4.8884048                    0.0018242382
               4.9572554                    0.0022472276
               5.0261068                    0.0027170673
               5.0949574                    0.0032352698
               5.1638079                    0.0038028983
               5.2326589                    0.0044204812
               5.3015094                    0.0050879177
               5.3703604                    0.0058043827
               5.4392114                    0.0065682251
               5.5080619                    0.0073768669
               5.5769129                    0.0082266964
               5.6457634                    0.0091129662
               5.7146139                      0.01002969
               5.7834649                     0.010969548
               5.8523154                     0.011923786
               5.9211669                     0.012882138
               5.9900174                     0.013832746
               6.0588679                       0.0147621
               6.1277189                     0.015654989
               6.1965694                     0.016494475
                 6.26542                     0.017261878
               6.3342714                     0.017936794
               6.4031219                     0.018497134
               6.4719729                     0.018919192
               6.5408235                     0.019177746
                6.609674                     0.019246191
                6.678525                     0.019096702
                6.747376                     0.018700449
               6.8162265                     0.018027833
               6.8850775                     0.017048776
                6.953928                     0.015733037
                7.022779                     0.014050583
               7.0916295                      0.01197199
                 7.16048                    0.0094688786
               7.2293315                    0.0065143993
                7.298182                    0.0030837341
               7.3670325                  -0.00084536197
               7.4358835                   -0.0052919965
               7.5047345                    -0.010271559
               7.5735855                    -0.015795125
                7.642436                    -0.021868847
               7.7112865                    -0.028493367
               7.7801375                     -0.03566321
               7.8489881                     -0.04336622
               7.9178391                    -0.051583014
               7.9866896                    -0.060286481
               8.0555401                    -0.069441304
               8.1243906                     -0.07900361
               8.1932421                    -0.088920593
               8.2620935                    -0.099130295
               8.3309441                     -0.10956148
               8.3997946                     -0.12013354
               8.4686451                     -0.13075659
               8.5374956                     -0.14133166
               8.6063471                     -0.15175097
               8.6751976                     -0.16189842
               8.7440481                      -0.1716502
               8.8128986                     -0.18087548
               8.8817492                     -0.18943731
               8.9506006                     -0.19719365
               9.0194511                     -0.20399858
               9.0883017                     -0.20970353
               9.1571531                     -0.21415882
               9.2260036                     -0.21721518
               9.2948551                     -0.21872543
               9.3637056                     -0.21854629
               9.4325562                      -0.2165402
               9.5014067                     -0.21257734
               9.5702572                     -0.20653749
               9.6391077                     -0.19831204
               9.7079592                      -0.1878061
               9.7768097                     -0.17494029
               9.8456602                     -0.15965277
               9.9145107                     -0.14190097
               9.9833612                     -0.12166338
               10.052214                    -0.098941028
               10.121064                     -0.07375893
               10.189915                    -0.046167269
               10.258765                     -0.01624235
               10.327616                     0.015912654
               10.396467                     0.050167266
               10.465318                     0.086363547
               10.534168                      0.12431625
               10.603019                      0.16381329
               10.671869                      0.20461659
               10.740721                      0.24646316
               10.809571                      0.28906667
               10.878423                      0.33211926
               10.947273                      0.37529361
               11.016124                      0.41824564
               11.084974                      0.46061713
               11.153826                      0.50203878
               11.222676                      0.54213369
               11.291527                      0.58052069
               11.360377                      0.61681837
               11.429228                      0.65064865
               11.498079                       0.6816411
                11.56693                      0.70943671
                11.63578                      0.73369205
               11.704631                      0.75408351
               11.773482                        0.770311
               11.842334                      0.78210181
               11.911184                      0.78921425
               11.980035                       0.7914412
               12.048885                       0.7886129
               12.117736                      0.78059989
               12.186586                      0.76731551
               12.255438                      0.74871755
               12.324288                      0.72481012
               12.393139                      0.69564444
               12.461989                      0.66131949
                12.53084                      0.62198204
               12.599692                      0.57782614
               12.668543                      0.52909201
               12.737393                      0.47606462
               12.806244                      0.41907147
               12.875094                      0.35848004
               12.943946                      0.29469478
               13.012796                      0.22815351
               13.081647                      0.15932353
               13.150497                     0.088697329
               13.219348                      0.01678798
               13.288199                    -0.055875789
                13.35705                     -0.12875466
                 13.4259                     -0.20130397
               13.494752                     -0.27297908
               13.563602                     -0.34324068
               13.632453                     -0.41156021
               13.701304                     -0.47742498
               13.770155                     -0.54034334
               13.839005                     -0.59984928
               13.907856                     -0.65550745
               13.976707                     -0.70691675
               14.045558                     -0.75371468
               14.114408                     -0.79558039
               14.183259                     -0.83223784
                14.25211                     -0.86345804
                14.32096                     -0.88906097
               14.389812                     -0.90891695
               14.458663                     -0.92294753
               14.527514                      -0.9311254
               14.596364                      -0.9334743
               14.665215                     -0.93006808
               14.734065                     -0.92102921
               14.802917                     -0.90652686
               14.871767                     -0.88677448
               14.940618                     -0.86202699
               15.009469                     -0.83257735
               15.078319                     -0.79875332
               15.147171                     -0.76091301
               15.216021                     -0.71944124
               15.284872                     -0.67474473
               15.353722                     -0.62724793
               15.422573                     -0.57738823
               15.491424                     -0.52561134
               15.560275                     -0.47236684
               15.629125                     -0.41810346
               15.697976                     -0.36326486
               15.766828                     -0.30828544
               15.835678                     -0.25358623
                15.90453                     -0.19957131
               15.973379                      -0.1466244
               16.042231                    -0.095105737
                16.11108                     -0.04534943
               16.179932                    0.0023389084
               16.248781                     0.047684055
               16.317633                     0.090442725
               16.386484                       0.1304047
               16.455336                      0.16739348
               16.524187                      0.20126671
               16.593037                        0.231916
               16.661888                      0.25926659
               16.730738                      0.28327644
               16.799589                      0.30393523
               16.868439                      0.32126296
                16.93729                      0.33530816
                17.00614                      0.34614608
               17.074991                      0.35387656
               17.143843                      0.35862178
               17.212694                      0.36052379
               17.281544                      0.35974208
               17.350395                      0.35645097
               17.419247                      0.35083711
               17.488096                      0.34309679
               17.556948                      0.33343351
               17.625797                       0.3220554
               17.694649                      0.30917293
               17.763498                      0.29499659
                17.83235                      0.27973473
               17.901201                      0.26359171
