        Frequency / MHz                S1,1 (10)/abs,dB
----------------------------------------------------------------------
                      40                      -2.5508624
               40.259998                      -2.7066289
                   40.52                      -2.8766306
               40.779999                      -3.0619849
               41.040001                      -3.2645024
               41.299999                       -3.486213
               41.560001                       -3.728724
                   41.82                        -3.99277
               42.079998                      -4.2782133
                   42.34                      -4.5844982
               42.599998                      -4.9113045
               42.860001                      -5.2590055
               43.119999                       -5.628613
               43.380001                      -6.0211614
               43.639999                      -6.4368122
               43.900002                      -6.8741514
                   44.16                      -7.3300915
               44.419998                      -7.8004742
                   44.68                      -8.2810577
               44.939999                      -8.7682443
               45.200001                      -9.2589464
               45.459999                      -9.7494575
               45.720001                      -10.233885
                   45.98                      -10.703178
               46.240002                      -11.145687
                    46.5                      -11.549376
               46.759998                      -11.904617
                   47.02                      -12.205843
               47.279999                      -12.450962
               47.540001                      -12.639171
               47.799999                        -12.7692
               48.060001                       -12.83966
                   48.32                      -12.851345
               48.579998                      -12.809501
                   48.84                       -12.72391
               49.099998                      -12.606381
               49.360001                      -12.467239
               49.619999                      -12.312991
               49.880001                      -12.146372
               50.139999                      -11.968346
               50.400002                      -11.780564
                   50.66                      -11.586669
               50.919998                      -11.391785
                   51.18                      -11.200699
               51.439999                      -11.016051
               51.700001                      -10.837656
               51.959999                       -10.66333
               52.220001                      -10.490691
                   52.48                      -10.318857
               52.740002                      -10.149098
                      53                      -9.9840792
               53.259998                      -9.8262785
                   53.52                      -9.6765484
               53.779999                       -9.533665
               54.040001                      -9.3950894
               54.299999                      -9.2584793
               54.560001                      -9.1230647
                   54.82                      -8.9900675
               55.079998                      -8.8619523
                   55.34                      -8.7409702
               55.599998                       -8.627873
               55.860001                      -8.5215298
               56.119999                      -8.4196526
               56.380001                       -8.320203
               56.639999                      -8.2226624
               56.900002                      -8.1284108
                   57.16                      -8.0399909
               57.419998                      -7.9597054
                   57.68                      -7.8883595
               57.939999                      -7.8248894
               58.200001                      -7.7670721
               58.459999                      -7.7129335
               58.720001                      -7.6620404
                   58.98                      -7.6159129
               59.240002                      -7.5772893
                    59.5                      -7.5486765
               59.759998                      -7.5310266
                   60.02                      -7.5232954
               60.279999                      -7.5231695
               60.540001                      -7.5285615
               60.799999                      -7.5390518
               61.060001                      -7.5564041
                   61.32                      -7.5838245
               61.579998                      -7.6243563
                   61.84                       -7.679342
               62.099998                      -7.7478063
               62.360001                      -7.8271715
               62.619999                      -7.9149607
               62.880001                      -8.0105713
               63.139999                      -8.1160876
               63.400002                      -8.2355806
                   63.66                      -8.3732376
               63.919998                      -8.5313402
                   64.18                      -8.7091862
               64.440002                      -8.9036288
               64.699997                      -9.1110354
