        Time / ns                i1/real
----------------------------------------------------------------------
                       0                  -1.0684516e-08
             0.059442881                   1.4795688e-06
              0.11888576                   1.6531119e-06
              0.17832865                   1.8385053e-06
              0.23777153                   2.0351119e-06
              0.29721439                    2.241901e-06
               0.3566573                   2.4574354e-06
              0.41610014                   2.6797291e-06
              0.47554305                   2.9062116e-06
              0.53498596                   3.1336083e-06
              0.59442878                   3.3578483e-06
              0.65387166                   3.5739604e-06
              0.71331459                   3.7759366e-06
              0.77275741                   3.9566216e-06
              0.83220029                   4.1075646e-06
              0.89164323                   4.2188872e-06
               0.9510861                   4.2791276e-06
                1.010529                   4.2750885e-06
               1.0699719                   4.1916828e-06
               1.1294147                   4.0117648e-06
               1.1888576                    3.715978e-06
               1.2483004                   3.2825944e-06
               1.3077433                   2.6873643e-06
               1.3671863                   1.9033795e-06
               1.4266292                   9.0094005e-07
               1.4860721                  -3.5255272e-07
               1.5455148                  -1.8926754e-06
               1.6049577                  -3.7580407e-06
               1.6644006                   -5.990315e-06
               1.7238435                  -8.6341843e-06
               1.7832865                  -1.1737283e-05
               1.8427293                  -1.5350046e-05
               1.9021722                  -1.9525494e-05
               1.9616151                  -2.4318953e-05
               2.0210581                  -2.9787652e-05
               2.0805008                  -3.5990251e-05
               2.1399438                   -4.298623e-05
               2.1993864                  -5.0835159e-05
               2.2588294                  -5.9595845e-05
               2.3182724                  -6.9325295e-05
               2.3777151                  -8.0077552e-05
               2.4371581                   -9.190233e-05
               2.4966009                  -0.00010484345
               2.5560439                  -0.00011893715
               2.6154866                  -0.00013421009
               2.6749296                   -0.0001506772
               2.7343726                  -0.00016833932
               2.7938154                  -0.00018718056
               2.8532584                  -0.00020716547
               2.9127011                  -0.00022823598
               2.9721441                  -0.00025030811
               3.0315866                  -0.00027326841
               3.0910296                  -0.00029697042
               3.1504726                  -0.00032123056
               3.2099154                  -0.00034582426
               3.2693584                  -0.00037048166
               3.3288012                  -0.00039488339
               3.3882442                  -0.00041865627
               3.4476869                  -0.00044136881
               3.5071299                  -0.00046252712
               3.5665729                  -0.00048157052
               3.6260157                  -0.00049786776
               3.6854587                  -0.00051071309
               3.7449012                  -0.00051932299
               3.8043444                  -0.00052283332
               3.8637872                  -0.00052029674
               3.9232302                  -0.00051068136
               3.9826729                  -0.00049286947
               4.0421162                  -0.00046565794
               4.1015587                  -0.00042775908
               4.1610017                  -0.00037780302
               4.2204442                  -0.00031434142
               4.2798877                   -0.0002358526
               4.3393302                  -0.00014074825
               4.3987727                  -2.7382117e-05
               4.4582162                   0.00010593954
               4.5176587                   0.00026094529
               4.5771017                   0.00043938382
               4.6365447                   0.00064300664
               4.6959877                   0.00087354862
               4.7554302                    0.0011327058
               4.8148732                    0.0014221107
               4.8743162                     0.001743305
               4.9337592                    0.0020977093
               4.9932017                    0.0024865905
               5.0526452                    0.0029110261
               5.1120877                    0.0033718671
               5.1715307                    0.0038696965
               5.2309732                    0.0044047874
               5.2904162                    0.0049770582
               5.3498592                    0.0055860253
               5.4093018                    0.0062307562
               5.4687452                    0.0069098207
               5.5281878                    0.0076212385
               5.5876307                     0.008362432
               5.6470733                    0.0091301762
               5.7065167                    0.0099205477
               5.7659593                      0.01072888
               5.8254023                     0.011549719
               5.8848453                     0.012376777
               5.9442883                     0.013202902
               6.0037308                     0.014020039
               6.0631733                     0.014819204
               6.1226168                     0.015590465
               6.1820593                     0.016322926
               6.2415023                     0.017004725
               6.3009453                     0.017623041
               6.3603883                     0.018164102
               6.4198308                     0.018613221
               6.4792738                     0.018954827
               6.5387168                     0.019172523
               6.5981598                     0.019249154
               6.6576023                     0.019166881
               6.7170458                     0.018907286
               6.7764883                      0.01845148
               6.8359313                     0.017780231
               6.8953738                     0.016874116
               6.9548168                     0.015713671
               7.0142598                     0.014279587
               7.0737023                     0.012552885
               7.1331458                     0.010515145
               7.1925883                    0.0081487168
               7.2520313                    0.0054369681
               7.3114743                    0.0023645333
               7.3709173                   -0.0010824224
               7.4303598                   -0.0049159299
               7.4898024                   -0.0091459351
               7.5492458                    -0.013780015
               7.6086888                    -0.018823083
               7.6681318                    -0.024277112
               7.7275743                    -0.030140828
               7.7870173                    -0.036409453
               7.8464603                    -0.043074414
               7.9059024                    -0.050123096
               7.9653459                    -0.057538591
               8.0247889                    -0.065299489
               8.0842323                    -0.073379673
               8.1436739                     -0.08174815
               8.2031174                    -0.090368897
               8.2625608                      -0.0992008
               8.3220034                     -0.10819755
               8.3814459                     -0.11730764
               8.4408884                     -0.12647441
               8.5003319                     -0.13563611
               8.5597754                     -0.14472598
               8.6192169                     -0.15367253
               8.6786604                     -0.16239975
               8.7381039                     -0.17082736
               8.7975454                     -0.17887123
               8.8569889                     -0.18644376
               8.9164324                     -0.19345443
               8.9758749                     -0.19981025
               9.0353174                     -0.20541644
               9.0947609                     -0.21017706
               9.1542034                     -0.21399572
               9.2136469                     -0.21677636
               9.2730894                     -0.21842398
               9.3325319                     -0.21884564
               9.3919754                     -0.21795121
               9.4514179                     -0.21565434
               9.5108604                     -0.21187343
               9.5703039                     -0.20653249
               9.6297464                     -0.19956219
                9.689189                     -0.19090076
               9.7486324                     -0.18049493
                9.808075                      -0.1683009
               9.8675184                     -0.15428515
               9.9269609                     -0.13842539
               9.9864035                     -0.12071124
               10.045847                     -0.10114504
                10.10529                    -0.079742491
               10.164732                    -0.056533199
               10.224175                    -0.031561207
               10.283618                   -0.0048853471
               10.343061                     0.023420472
               10.402504                     0.053267114
               10.461946                     0.084550187
                10.52139                      0.11715012
               10.580832                      0.15093243
               10.640275                      0.18574806
               10.699718                      0.22143388
               10.759162                      0.25781339
               10.818604                      0.29469749
               10.878047                      0.33188543
                10.93749                      0.36916575
               10.996933                      0.40631768
               11.056376                      0.44311243
               11.115818                      0.47931451
               11.175261                      0.51468337
               11.234704                      0.54897505
               11.294147                      0.58194399
                11.35359                      0.61334467
               11.413033                      0.64293373
               11.472475                      0.67047155
               11.531919                      0.69572455
               11.591362                      0.71846694
               11.650805                      0.73848271
               11.710247                      0.75556761
               11.769691                      0.76953083
               11.829133                       0.7801972
               11.888577                      0.78740841
               11.948019                      0.79102516
               12.007462                      0.79092842
               12.066905                       0.7870208
               12.126347                      0.77922779
                12.18579                      0.76749909
               12.245234                      0.75180912
               12.304676                      0.73215818
               12.364119                      0.70857251
               12.423562                      0.68110502
               12.483005                      0.64983505
               12.542448                      0.61486858
               12.601891                      0.57633752
               12.661333                      0.53439951
               12.720777                      0.48923695
               12.780219                      0.44105595
               12.839662                       0.3900854
               12.899105                      0.33657521
               12.958548                      0.28079498
                13.01799                      0.22303216
               13.077434                      0.16359009
               13.136876                      0.10278587
                13.19632                     0.040948249
               13.255762                    -0.021584781
               13.315205                     -0.08446838
               13.374648                     -0.14735337
               13.434092                     -0.20988874
               13.493533                     -0.27172428
               13.552977                     -0.33251309
                13.61242                     -0.39191419
               13.671863                     -0.44959494
               13.731305                     -0.50523365
               13.790748                     -0.55852181
               13.850191                     -0.60916626
               13.909634                     -0.65689164
               13.969076                       -0.701442
                14.02852                     -0.74258292
               14.087963                     -0.78010291
               14.147405                     -0.81381494
               14.206848                     -0.84355772
               14.266292                     -0.86919671
               14.325734                     -0.89062488
               14.385177                     -0.90776324
                14.44462                     -0.92056131
               14.504063                      -0.9289971
               14.563506                     -0.93307698
               14.622949                     -0.93283546
               14.682391                     -0.92833441
               14.741835                     -0.91966236
               14.801276                     -0.90693355
                14.86072                     -0.89028662
               14.920163                      -0.8698833
               14.979605                     -0.84590685
               15.039049                     -0.81856036
               15.098492                     -0.78806484
               15.157933                     -0.75465739
               15.217378                     -0.71858913
                15.27682                     -0.68012303
               15.336264                     -0.63953191
               15.395706                     -0.59709597
               15.455149                     -0.55310076
               15.514592                     -0.50783485
               15.574035                     -0.46158779
               15.633477                     -0.41464791
               15.692921                     -0.36730015
               15.752363                     -0.31982416
               15.811805                     -0.27249232
               15.871249                     -0.22556803
               15.930692                     -0.17930399
               15.990135                     -0.13394062
               16.049578                    -0.089704759
                16.10902                     -0.04680834
               16.168465                   -0.0054473579
               16.227905                     0.034199078
               16.287348                     0.071969472
               16.346792                      0.10772056
               16.406235                      0.14132766
               16.465677                      0.17268503
               16.525122                      0.20170578
               16.584562                      0.22832201
               16.644007                      0.25248441
               16.703449                      0.27416202
               16.762892                      0.29334158
               16.822336                      0.31002706
               16.881777                      0.32423884
               16.941219                      0.33601278
               17.000664                      0.34539944
               17.060106                      0.35246295
               17.119551                      0.35727996
               17.178993                      0.35993844
               17.238434                      0.36053658
               17.297878                      0.35918149
               17.357321                        0.355988
               17.416763                      0.35107741
               17.476208                      0.34457633
                17.53565                      0.33661529
               17.595091                      0.32732776
