        Frequency / MHz                S1,1/arg,degrees
----------------------------------------------------------------------
                      40                      -113.42086
               40.259998                      -117.37346
                   40.52                      -121.32256
               40.779999                      -125.26364
               41.040001                      -129.19105
               41.299999                      -133.09787
               41.560001                      -136.97577
                   41.82                      -140.81479
               42.079998                      -144.60329
                   42.34                      -148.32786
               42.599998                      -151.97333
               42.860001                       -155.5227
               43.119999                      -158.95728
               43.380001                      -162.25663
               43.639999                      -165.39873
               43.900002                      -168.36025
                   44.16                      -171.11688
               44.419998                      -173.64418
                   44.68                      -175.91859
               44.939999                      -177.91918
               45.200001                      -179.62977
               45.459999                       178.95816
               45.720001                       177.84259
                   45.98                       177.00778
               46.240002                       176.42208
                    46.5                        176.0369
               46.759998                       175.78831
                   47.02                       175.60074
               47.279999                       175.39323
               47.540001                       175.08653
               47.799999                       174.60991
               48.060001                       173.90618
                   48.32                       172.93411
               48.579998                       171.66842
                   48.84                       170.09776
               49.099998                       168.22184
               49.360001                       166.04801
               49.619999                       163.58856
               49.880001                       160.85828
               50.139999                       157.87287
               50.400002                       154.64792
                   50.66                       151.19829
               50.919998                       147.53777
                   51.18                       143.67897
               51.439999                       139.63333
               51.700001                         135.411
               51.959999                       131.02098
               52.220001                       126.47124
                   52.48                       121.76884
               52.740002                       116.92016
                      53                       111.93114
               53.259998                       106.80749
                   53.52                       101.55493
               53.779999                       96.179268
               54.040001                       90.686518
               54.299999                       85.082888
               54.560001                       79.374795
                   54.82                       73.568834
               55.079998                       67.671754
                   55.34                       61.690507
               55.599998                       55.632197
               55.860001                        49.50411
               56.119999                       43.313664
               56.380001                       37.068339
               56.639999                       30.775554
               56.900002                       24.442521
                   57.16                       18.076077
               57.419998                       11.682555
                   57.68                       5.2676569
               57.939999                      -1.1636148
               58.200001                      -7.6069923
               58.459999                      -14.058959
               58.720001                      -20.516723
                   58.98                      -26.978361
               59.240002                      -33.442659
                    59.5                      -39.909487
               59.759998                      -46.379637
                   60.02                      -52.855134
               60.279999                      -59.339139
               60.540001                      -65.836104
               60.799999                      -72.351711
               61.060001                      -78.892797
                   61.32                      -85.467352
               61.579998                      -92.084488
                   61.84                      -98.754468
               62.099998                      -105.48882
               62.360001                      -112.30044
               62.619999                       -119.2037
               62.880001                      -126.21457
               63.139999                      -133.35051
               63.400002                      -140.63039
                   63.66                      -148.07416
               63.919998                      -155.70256
                   64.18                       -163.5365
               64.440002                      -171.59654
               64.699997                      -179.90209
               64.959999                       171.52955
               65.220001                       162.68439
               65.480003                       153.55328
               65.739998                       144.13372
                      66                       134.43158
               66.260002                       124.46295
               66.519997                       114.25507
               66.779999                        103.8466
               67.040001                       93.286523
               67.300003                       82.632138
               67.559998                       71.945761
                   67.82                       61.291265
               68.080002                       50.730347
               68.339996                       40.319988
               68.599998                       30.109896
               68.860001                       20.141727
               69.120003                       10.448403
               69.379997                       1.0542434
               69.639999                      -8.0245537
               69.900002                      -16.779215
               70.159996                      -25.207807
               70.419998                      -33.314174
                   70.68                      -41.107339
               70.940002                      -48.600141
               71.199997                      -55.808393
               71.459999                      -62.749803
               71.720001                      -69.443172
               71.980003                      -75.907591
               72.239998                      -82.162049
                    72.5                      -88.225126
               72.760002                      -94.115099
               73.019997                      -99.849809
               73.279999                      -105.44658
               73.540001                      -110.92231
               73.800003                       -116.2933
               74.059998                      -121.57494
                   74.32                       -126.7819
               74.580002                      -131.92793
               74.839996                      -137.02587
               75.099998                      -142.08791
               75.360001                      -147.12597
               75.620003                      -152.15146
               75.879997                      -157.17586
               76.139999                      -162.21036
               76.400002                      -167.26607
               76.659996                      -172.35341
               76.919998                       -177.4825
                   77.18                       177.33721
               77.440002                       172.09681
               77.699997                       166.78795
               77.959999                       161.40303
               78.220001                       155.93495
               78.480003                       150.37758
               78.739998                       144.72606
                      79                       138.97723
               79.260002                       133.12998
               79.519997                       127.18602
               79.779999                       121.14978
               80.040001                         115.029
               80.300003                       108.83473
               80.559998                       102.58095
                   80.82                       96.284502
               81.080002                       89.964609
               81.339996                       83.642094
               81.599998                       77.338924
               81.860001                       71.077169
               82.120003                       64.878091
               82.379997                       58.761736
               82.639999                       52.745489
               82.900002                       46.844204
               83.159996                       41.069251
               83.419998                       35.428884
                   83.68                       29.928119
               83.940002                       24.569043
               84.199997                       19.351326
               84.459999                       14.272727
               84.720001                       9.3294716
               84.980003                       4.5165929
               85.239998                     -0.17170367
                    85.5                      -4.7419202
               85.760002                      -9.2011051
               86.019997                      -13.556579
               86.279999                      -17.815939
               86.540001                      -21.986783
               86.800003                      -26.076643
               87.059998                      -30.092904
                   87.32                      -34.042559
               87.580002                      -37.932432
               87.839996                      -41.768975
               88.099998                      -45.558693
               88.360001                       -49.30781
               88.620003                      -53.022398
               88.879997                      -56.708623
               89.139999                      -60.372444
               89.400002                      -64.019655
               89.659996                      -67.656214
               89.919998                      -71.287578
                   90.18                      -74.919545
               90.440002                      -78.557632
               90.699997                      -82.207575
               90.959999                      -85.875223
               91.220001                       -89.56664
               91.480003                       -93.28811
               91.739998                      -97.045916
                      92                      -100.84673
               92.260002                      -104.69737
               92.519997                      -108.60484
               92.779999                      -112.57624
               93.040001                        -116.619
               93.300003                      -120.74099
               93.559998                      -124.95013
                   93.82                      -129.25485
               94.080002                      -133.66365
               94.339996                      -138.18535
               94.599998                      -142.82884
               94.860001                      -147.60309
               95.120003                      -152.51678
               95.379997                      -157.57855
               95.639999                       -162.7966
               95.900002                      -168.17878
               96.159996                      -173.73206
               96.419998                      -179.46253
                   96.68                       174.62488
               96.940002                        168.5271
               97.199997                       162.24278
               97.459999                       155.77323
               97.720001                       149.12182
               97.980003                       142.29546
               98.239998                       135.30408
                    98.5                        128.1609
               98.760002                       120.88232
               99.019997                       113.48802
               99.279999                        106.0006
               99.540001                       98.444989
               99.800003                       90.848289
                  100.06                       83.238474
                  100.32                       75.644943
                  100.58                        68.09567
                  100.84                       60.618637
                   101.1                       53.239521
                  101.36                       45.981486
                  101.62                       38.865195
                  101.88                         31.9078
                  102.14                       25.123179
                   102.4                       18.521721
                  102.66                       12.110524
                  102.92                       5.8938493
                  103.18                     -0.12698961
                  103.44                      -5.9527587
                   103.7                      -11.586516
                  103.96                      -17.033074
                  104.22                      -22.298439
                  104.48                      -27.389936
                  104.74                      -32.315323
                     105                      -37.082795
                  105.26                      -41.701203
                  105.52                      -46.179076
                  105.78                       -50.52548
                  106.04                      -54.749049
                   106.3                      -58.858529
                  106.56                      -62.862551
                  106.82                      -66.769527
                  107.08                      -70.587876
                  107.34                      -74.325355
                   107.6                      -77.989615
                  107.86                      -81.587869
                  108.12                         -85.127
                  108.38                      -88.613675
                  108.64                      -92.054123
                   108.9                      -95.454464
                  109.16                      -98.820929
                  109.42                      -102.15909
                  109.68                      -105.47441
                  109.94                      -108.77224
                   110.2                       -112.0574
                  110.46                      -115.33436
                  110.72                       -118.6075
                  110.98                      -121.88085
                  111.24                      -125.15792
                   111.5                      -128.44264
                  111.76                      -131.73796
                  112.02                      -135.04662
                  112.28                      -138.37133
                  112.54                      -141.71364
                   112.8                      -145.07508
                  113.06                      -148.45608
                  113.32                      -151.85696
                  113.58                       -155.2772
                  113.84                      -158.71622
                   114.1                      -162.17252
                  114.36                      -165.64499
                  114.62                      -169.13232
                  114.88                      -172.63331
                  115.14                       -176.1473
                   115.4                      -179.67496
                  115.66                       176.78187
                  115.92                       173.21891
                  116.18                        169.6294
                  116.44                       166.00339
                   116.7                       162.32776
                  116.96                       158.58591
                  117.22                       154.75871
                  117.48                       150.82431
                  117.74                       146.75996
                     118                       142.54295
                  118.26                       138.15206
                  118.52                        133.5695
                  118.78                       128.78258
                  119.04                       123.78616
                   119.3                       118.58396
                  119.56                       113.19018
                  119.82                       107.62943
                  120.08                         101.936
                  120.34                       96.152741
                   120.6                       90.326316
                  120.86                       84.504591
                  121.12                       78.732151
                  121.38                        73.04714
                  121.64                       67.478731
                   121.9                        62.04671
                  122.16                       56.761129
                  122.42                       51.623511
                  122.68                       46.628404
                  122.94                       41.765091
                   123.2                       37.019037
                  123.46                       32.373199
                  123.72                         27.8091
                  123.98                       23.308064
                  124.24                        18.85172
                   124.5                        14.42204
                  124.76                       10.002308
                  125.02                       5.5772189
                  125.28                       1.1327878
                  125.54                      -3.3433358
                   125.8                      -7.8624066
                  126.06                      -12.433607
                  126.32                      -17.064585
                  126.58                       -21.76146
                  126.84                      -26.528606
                   127.1                      -31.367875
                  127.36                      -36.279492
                  127.62                      -41.261268
                  127.88                      -46.308177
                  128.14                      -51.413661
               128.39999                      -56.568104
                  128.66                      -61.760796
                  128.92                      -66.978406
               129.17999                       -72.20727
                  129.44                      -77.432529
                   129.7                      -82.638991
               129.96001                      -87.812012
                  130.22                      -92.937495
                  130.48                      -98.002654
               130.74001                      -102.99634
                     131                      -107.90916
               131.25999                      -112.73379
                  131.52                      -117.46487
                  131.78                      -122.09934
               132.03999                      -126.63612
                   132.3                      -131.07552
                  132.56                      -135.41963
               132.81999                      -139.67173
                  133.08                      -143.83629
                  133.34                      -147.91877
               133.60001                      -151.92607
                  133.86                      -155.86496
                  134.12                      -159.74407
                  134.38                      -163.57236
                  134.64                         -167.36
               134.89999                      -171.11759
                  135.16                      -174.85693
                  135.42                       -178.5908
               135.67999                       177.66658
                  135.94                       173.89927
                   136.2                       170.08901
               136.46001                       166.21449
                  136.72                       162.25101
                  136.98                       158.16852
               137.24001                       153.93217
                   137.5                       149.49834
               137.75999                       144.81436
                  138.02                       139.81564
                  138.28                       134.42209
               138.53999                       128.53589
                   138.8                       122.04032
                  139.06                        114.8024
               139.31999                       106.68628
                  139.58                       97.584092
                  139.84                       87.470822
               140.10001                       76.476186
                  140.36                        64.93229
                  140.62                       53.338019
                  140.88                       42.222294
                  141.14                       31.986955
               141.39999                       22.831989
                  141.66                       14.780669
                  141.92                       7.7476524
               142.17999                       1.6041975
                  142.44                      -3.7844396
                   142.7                      -8.5399994
               142.96001                      -12.765428
                  143.22                      -16.544762
                  143.48                      -19.946198
               143.74001                      -23.024262
                     144                      -25.823877
               144.25999                      -28.381863
                  144.52                      -30.729482
                  144.78                      -32.893285
               145.03999                      -34.896989
                   145.3                      -36.761137
                  145.56                      -38.504862
               145.81999                      -40.145195
                  146.08                      -41.698763
                  146.34                      -43.181078
               146.60001                      -44.607007
                  146.86                      -45.990965
                  147.12                      -47.346512
                  147.38                      -48.686323
                  147.64                      -50.021758
               147.89999                      -51.363099
                  148.16                      -52.719082
                  148.42                      -54.097578
               148.67999                       -55.50558
                  148.94                      -56.948116
                   149.2                      -58.430651
               149.46001                      -59.956898
                  149.72                      -61.530138
                  149.98                      -63.152554
               150.24001                      -64.826115
                   150.5                      -66.552128
               150.75999                      -68.331473
                  151.02                      -70.164808
                  151.28                         -72.053
               151.53999                      -73.997363
                   151.8                      -75.998992
                  152.06                      -78.058757
               152.31999                      -80.177974
                  152.58                      -82.358171
                  152.84                      -84.601095
               153.10001                      -86.908497
                  153.36                      -89.282562
                  153.62                      -91.725912
                  153.88                      -94.241825
                  154.14                        -96.8338
               154.39999                      -99.506208
                  154.66                      -102.26298
                  154.92                      -105.10915
               155.17999                      -108.04952
                  155.44                      -111.08977
                   155.7                      -114.23647
               155.96001                      -117.49616
                  156.22                      -120.87606
                  156.48                      -124.38471
               156.74001                      -128.03039
                     157                      -131.82207
               157.25999                      -135.76916
                  157.52                      -139.88126
                  157.78                        -144.168
               158.03999                       -148.6392
                   158.3                      -153.30449
                  158.56                      -158.17392
               158.81999                      -163.25581
                  159.08                      -168.55866
                  159.34                      -174.08969
               159.60001                      -179.85415
                  159.86                       174.14315
                  160.12                       167.89938
                  160.38                       161.41212
                  160.64                       154.67985
               160.89999                       147.70125
