        Time / ns                i1 (Mesh Pass=5)/real
----------------------------------------------------------------------
                       0                  -7.5280013e-09
             0.047052052                   1.4449162e-06
             0.094104104                    1.579304e-06
              0.14115617                   1.7212142e-06
              0.18820821                   1.8704338e-06
              0.23526028                   2.0265907e-06
              0.28231233                   2.1891769e-06
              0.32936439                   2.3575096e-06
              0.37641641                   2.5306947e-06
              0.42346847                   2.7076339e-06
              0.47052056                   2.8869906e-06
              0.51757258                   3.0671258e-06
              0.56462467                   3.2461021e-06
              0.61167669                   3.4216414e-06
              0.65872878                   3.5910859e-06
               0.7057808                   3.7513605e-06
              0.75283283                   3.8989278e-06
              0.79988492                   4.0297577e-06
              0.84693694                   4.1392746e-06
              0.89398903                   4.2223141e-06
              0.94104111                   4.2730785e-06
              0.98809314                    4.285082e-06
               1.0351452                    4.251111e-06
               1.0821972                   4.1631656e-06
               1.1292493                    4.012415e-06
               1.1763014                    3.789153e-06
               1.2233534                   3.4827294e-06
               1.2704054                   3.0815256e-06
               1.3174576                   2.5728989e-06
               1.3645096                   1.9431454e-06
               1.4115616                   1.1774483e-06
               1.4586136                   2.5986415e-07
               1.5056657                  -8.2671852e-07
               1.5527178                  -2.1005951e-06
               1.5997698                   -3.581255e-06
               1.6468219                  -5.2893874e-06
               1.6938739                  -7.2468761e-06
                1.740926                  -9.4767656e-06
               1.7879781                   -1.200324e-05
               1.8350301                  -1.4851558e-05
               1.8820822                  -1.8047996e-05
               1.9291341                   -2.161975e-05
               1.9761863                  -2.5594816e-05
               2.0232384                  -3.0001871e-05
               2.0702903                  -3.4870096e-05
               2.1173425                  -4.0228995e-05
               2.1643944                  -4.6108151e-05
               2.2114465                  -5.2537001e-05
               2.2584987                  -5.9544509e-05
               2.3055506                  -6.7158864e-05
               2.3526027                  -7.5407093e-05
               2.3996546                  -8.4314641e-05
               2.4467068                  -9.3904928e-05
               2.4937589                  -0.00010419881
               2.5408108                  -0.00011521407
                2.587863                  -0.00012696476
               2.6349151                  -0.00013946059
                2.681967                  -0.00015270614
               2.7290192                  -0.00016670015
               2.7760711                  -0.00018143469
               2.8231232                  -0.00019689424
               2.8701754                  -0.00021305479
               2.9172273                  -0.00022988282
               2.9642794                  -0.00024733425
               3.0113313                  -0.00026535339
               3.0583835                  -0.00028387166
               3.1054356                  -0.00030280658
               3.1524875                  -0.00032206037
               3.1995397                  -0.00034151878
               3.2465918                  -0.00036104975
               3.2936437                  -0.00038050202
               3.3406959                  -0.00039970389
               3.3877478                   -0.0004184618
               3.4347999                  -0.00043655897
               3.4818521                  -0.00045375418
                3.528904                  -0.00046978029
               3.5759561                  -0.00048434309
               3.6230083                  -0.00049712008
               3.6700602                  -0.00050775934
               3.7171123                  -0.00051587838
               3.7641644                  -0.00052106334
               3.8112161                  -0.00052286824
               3.8582683                  -0.00052081404
               3.9053204                  -0.00051438855
               3.9523726                  -0.00050304586
               3.9994247                  -0.00048620638
               4.0464768                  -0.00046325708
               4.0935287                  -0.00043355196
               4.1405807                  -0.00039641283
                4.187633                  -0.00035113032
               4.2346849                  -0.00029696556
               4.2817373                  -0.00023315195
               4.3287888                  -0.00015889735
               4.3758411                  -7.3387055e-05
                4.422893                    2.421321e-05
               4.4699454                   0.00013475341
               4.5169973                   0.00025909505
               4.5640492                   0.00039810623
               4.6111012                   0.00055265642
               4.6581535                   0.00072361034
               4.7052054                   0.00091182132
               4.7522578                    0.0011181242
               4.7993093                    0.0013433273
               4.8463616                    0.0015882041
               4.8934135                    0.0018534834
               4.9404659                    0.0021398403
               4.9875178                     0.002447885
               5.0345702                     0.002778152
               5.0816216                    0.0031310883
                5.128674                    0.0035070409
               5.1757259                    0.0039062432
               5.2227783                    0.0043288027
               5.2698302                    0.0047746864
               5.3168821                    0.0052437061
                5.363934                     0.005735504
               5.4109864                    0.0062495368
               5.4580383                    0.0067850612
               5.5050907                     0.007341119
               5.5521421                    0.0079165194
               5.5991945                    0.0085098241
               5.6462464                    0.0091193356
               5.6932988                    0.0097430758
               5.7403507                     0.010378777
               5.7874026                     0.011023864
               5.8344545                     0.011675444
               5.8815069                     0.012330292
               5.9285588                     0.012984838
               5.9756112                     0.013635162
               6.0226626                      0.01427698
                6.069715                      0.01490564
               6.1167669                     0.015516113
               6.1638193                     0.016102994
               6.2108712                     0.016660497
               6.2579236                     0.017182456
                6.304975                     0.017662333
               6.3520274                     0.018093217
               6.3990793                     0.018467842
               6.4461317                     0.018778585
               6.4931836                     0.019017499
               6.5402355                     0.019176317
               6.5872874                     0.019246483
               6.6343398                     0.019219173
               6.6813917                     0.019085325
               6.7284441                     0.018835681
               6.7754955                     0.018460806
               6.8225479                     0.017951155
               6.8695998                     0.017297093
               6.9166522                      0.01648896
               6.9637041                     0.015517128
                7.010756                     0.014372042
               7.0578079                       0.0130443
               7.1048603                     0.011524705
               7.1519122                    0.0098043447
               7.1989646                    0.0078746565
               7.2460165                    0.0057275081
               7.2930684                    0.0033552749
               7.3401203                    0.0007509226
               7.3871727                   -0.0020919093
               7.4342246                   -0.0051788199
                7.481277                   -0.0085145598
               7.5283289                    -0.012102941
               7.5753813                     -0.01594675
               7.6224322                    -0.020047653
               7.6694846                    -0.024406109
               7.7165365                    -0.029021285
               7.7635889                    -0.033890959
               7.8106408                    -0.039011445
               7.8576932                     -0.04437751
               7.9047451                    -0.049982287
               7.9517975                    -0.055817217
               7.9988494                    -0.061871964
               8.0459013                     -0.06813436
               8.0929537                    -0.074590363
               8.1400051                     -0.08122398
               8.1870575                     -0.08801724
               8.2341089                    -0.094950184
               8.2811613                     -0.10200081
               8.3282137                     -0.10914507
               8.3752661                     -0.11635689
