        Frequency / MHz                S1,1/arg,degrees
                  160.12                       -97.80212
                  160.38                      -102.36753
                  160.64                      -106.96211
               160.89999                      -111.57812
                  161.16                      -116.20757
                  161.42                      -120.84237
               161.67999                       -125.4752
                  161.94                      -130.09853
                   162.2                       -134.7058
               162.46001                      -139.29153
                  162.72                      -143.85093
                  162.98                       -148.3806
               163.24001                      -152.87825
                   163.5                      -157.34312
               163.75999                      -161.77586
                  164.02                      -166.17843
                  164.28                      -170.55423
               164.53999                      -174.90796
                   164.8                       -179.2454
                  165.06                       176.42644
               165.31999                        172.0996
                  165.58                       167.76554
                  165.84                       163.41488
               166.10001                       159.03787
                  166.36                       154.62404
                  166.62                       150.16289
                  166.88                       145.64305
                  167.14                       141.05371
               167.39999                       136.38328
                  167.66                       131.62084
                  167.92                       126.75534
               168.17999                       121.77695
                  168.44                       116.67726
                   168.7                       111.44959
               168.96001                       106.09036
                  169.22                       100.59965
                  169.48                       94.982172
               169.74001                       89.248201
                     170                       83.413471
               170.25999                       77.499839
                  170.52                       71.534843
                  170.78                       65.549848
               171.03999                       59.579829
                   171.3                        53.66051
                  171.56                       47.826875
               171.81999                       42.110823
                  172.08                       36.540562
                  172.34                       31.138263
               172.60001                       25.921639
                  172.86                       20.901832
                  173.12                       16.085618
                  173.38                       11.475186
                  173.64                       7.0696603
               173.89999                        2.865105
                  174.16                      -1.1440521
                  174.42                      -4.9649142
               174.67999                      -8.6054598
                  174.94                      -12.074212
                   175.2                      -15.380132
               175.46001                       -18.53284
                  175.72                      -21.542167
                  175.98                      -24.418386
               176.24001                      -27.171882
                   176.5                       -29.81336
               176.75999                      -32.353316
                  177.02                      -34.801914
                  177.28                      -37.168764
               177.53999                      -39.463271
                   177.8                      -41.693301
                  178.06                      -43.866284
               178.31999                      -45.988997
                  178.58                      -48.067125
                  178.84                      -50.106124
               179.10001                      -52.111252
                  179.36                      -54.087962
                  179.62                      -56.041288
                  179.88                      -57.976472
                  180.14                      -59.898978
               180.39999                      -61.814056
                  180.66                      -63.726725
                  180.92                      -65.641801
               181.17999                      -67.563433
                  181.44                       -69.49534
                   181.7                      -71.441453
               181.96001                      -73.404613
                  182.22                      -75.388536
                  182.48                      -77.396721
               182.74001                       -79.43332
                     183                       -81.50314
               183.25999                      -83.611647
                  183.52                      -85.764741
                  183.78                       -87.96898
               184.03999                      -90.230701
                   184.3                      -92.556681
                  184.56                      -94.953039
               184.81999                      -97.425896
                  185.08                      -99.980933
                  185.34                      -102.62405
               185.60001                       -105.3605
                  185.86                      -108.19683
                  186.12                      -111.13916
                  186.38                      -114.19472
                  186.64                      -117.37158
               186.89999                      -120.67804
                  187.16                      -124.12221
                  187.42                      -127.71281
               187.67999                      -131.45707
                  187.94                      -135.36066
                   188.2                      -139.42839
               188.46001                      -143.66267
                  188.72                      -148.06349
                  188.98                      -152.62934
               189.24001                      -157.35605
                   189.5                      -162.23794
               189.75999                      -167.26824
                  190.02                      -172.43886
                  190.28                      -177.74149
               190.53999                       176.83195
                   190.8                        171.2889
                  191.06                       165.63547
               191.31999                       159.87582
                  191.58                       154.01169
                  191.84                       148.04199
               192.10001                       141.96215
                  192.36                        135.7647
                  192.62                       129.43831
                  192.88                       122.96897
                  193.14                       116.34183
               193.39999                       109.54202
                  193.66                       102.55818
                  193.92                       95.385499
               194.17999                        88.03097
                  194.44                       80.515358
                   194.7                       72.876256
               194.96001                       65.168961
                  195.22                       57.462978
                  195.48                       49.835677
               195.74001                       42.366619
                     196                       35.127495
               196.25999                       28.177094
                  196.52                       21.556945
                  196.78                       15.291967
               197.03999                       9.3906847
                   197.3                       3.8487245
                  197.56                      -1.3479022
               197.81999                      -6.2195212
                  198.08                        -10.7893
