        Frequency / MHz                S1,1/abs,dB
               142.17999                      -3.4151988
                  142.44                      -3.2988834
                   142.7                      -3.1855867
               142.96001                       -3.075946
                  143.22                      -2.9694942
                  143.48                      -2.8661487
               143.74001                      -2.7669874
                     144                       -2.673983
               144.25999                      -2.5889944
                  144.52                      -2.5127116
                  144.78                      -2.4442628
               145.03999                      -2.3817157
                   145.3                      -2.3231722
                  145.56                      -2.2677473
               145.82001                      -2.2158417
                  146.08                      -2.1685663
                  146.34                      -2.1267479
               146.60001                      -2.0901924
                  146.86                      -2.0576801
                  147.12                      -2.0276658
                  147.38                      -1.9991836
                  147.64                      -1.9723446
               147.89999                      -1.9480965
                  148.16                      -1.9274259
                  148.42                      -1.9105842
               148.67999                      -1.8968392
                  148.94                      -1.8849257
                   149.2                      -1.8738572
               149.46001                      -1.8635339
                  149.72                      -1.8547341
                  149.98                      -1.8485007
               150.24001                      -1.8453665
                   150.5                      -1.8449588
               150.75999                      -1.8462423
                  151.02                      -1.8482266
                  151.28                      -1.8506321
               151.53999                      -1.8540564
                   151.8                      -1.8595291
                  152.06                       -1.867774
               152.32001                      -1.8787047
                  152.58                      -1.8914938
                  152.84                       -1.905164
               153.10001                      -1.9192816
                  153.36                      -1.9342692
                  153.62                       -1.951109
                  153.88                      -1.9706695
                  154.14                      -1.9931149
               154.39999                      -2.0178207
                  154.66                      -2.0438444
                  154.92                       -2.070625
               155.17999                      -2.0984134
                  155.44                      -2.1281303
                   155.7                      -2.1607661
               155.96001                       -2.196726
                  156.22                      -2.2356027
                  156.48                      -2.2765186
               156.74001                      -2.3188073
                     157                      -2.3625548
               157.25999                      -2.4086139
                  157.52                      -2.4580869
                  157.78                      -2.5116338
               158.03999                      -2.5690995
                   158.3                      -2.6297154
                  158.56                      -2.6927392
               158.82001                      -2.7581004
                  159.08                      -2.8265774
                  159.34                       -2.899391
               159.60001                      -2.9774913
                  159.86                      -3.0610404
                  160.12                      -3.1494445
                  160.38                       -3.241938
                  160.64                      -3.3383047
               160.89999                      -3.4392513
                  161.16                      -3.5461403
                  161.42                      -3.6602801
               161.67999                      -3.7822581
                  161.94                       -3.911774
                   162.2                      -4.0481189
               162.46001                      -4.1909785
                  162.72                      -4.3410033
                  162.98                      -4.4997526
               163.24001                       -4.669026
                   163.5                      -4.8500346
               163.75999                      -5.0429917
                  164.02                      -5.2474254
                  164.28                      -5.4630308
               164.53999                      -5.6904993
                   164.8                       -5.931744
                  165.06                      -6.1893551
               165.32001                      -6.4656089
                  165.58                      -6.7617434
                  165.84                       -7.077999
               166.10001                      -7.4144846
                  166.36                       -7.772343
                  166.62                      -8.1544486
                  166.88                      -8.5651404
                  167.14                      -9.0091479
               167.39999                      -9.4904322
                  167.66                       -10.01181
                  167.92                      -10.575802
               168.17999                      -11.186399
                  168.44                      -11.850803
                   168.7                       -12.58019
               168.96001                      -13.389147
                  169.22                      -14.294494
                  169.48                      -15.314933
               169.74001                      -16.473059
                     170                       -17.80065
               170.25999                      -19.347286
                  170.52                      -21.190757
                  170.78                      -23.441313
               171.03999                      -26.184105
                   171.3                      -29.002976
                  171.56                      -29.654511
               171.82001                      -27.303174
                  172.08                      -24.496485
                  172.34                      -22.138182
               172.60001                      -20.215096
                  172.86                      -18.616599
                  173.12                      -17.259731
                  173.38                      -16.090778
                  173.64                        -15.0735
               173.89999                      -14.180035
                  174.16                       -13.38649
                  174.42                      -12.672418
               174.67999                      -12.022149
                  174.94                      -11.425707
                   175.2                      -10.877863
               175.46001                      -10.375489
                  175.72                      -9.9146746
                  175.98                      -9.4893666
               176.24001                      -9.0923061
                   176.5                      -8.7176259
               176.75999                      -8.3633039
                  177.02                      -8.0315826
                  177.28                      -7.7267603
               177.53999                      -7.4514894
                   177.8                      -7.2036863
                  178.06                      -6.9758924
               178.32001                      -6.7577292
                  178.58                      -6.5404031
                  178.84                      -6.3208346
               179.10001                      -6.1028569
                  179.36                      -5.8946577
                  179.62                       -5.704049
                  179.88                      -5.5343477
                  180.14                      -5.3829597
               180.39999                      -5.2432023
                  180.66                      -5.1082143
                  180.92                      -4.9747053
               181.17999                      -4.8443518
                  181.44                      -4.7221039
                   181.7                      -4.6126208
               181.96001                      -4.5171122
                  182.22                      -4.4323868
                  182.48                      -4.3525472
               182.74001                      -4.2722699
                     183                      -4.1897578
               183.25999                       -4.107601
                  183.52                      -4.0311402
                  183.78                      -3.9654961
               184.03999                      -3.9130005
                   184.3                      -3.8722993
                  184.56                      -3.8392911
               184.82001                      -3.8091116
                  185.08                      -3.7780358
                  185.34                      -3.7443833
               185.60001                       -3.708306
                  185.86                       -3.670984
                  186.12                      -3.6339144
                  186.38                      -3.5986128
                  186.64                      -3.5665374
               186.89999                      -3.5388638
                  187.16                      -3.5160212
                  187.42                      -3.4972594
               187.67999                      -3.4807441
                  187.94                      -3.4643673
                   188.2                      -3.4469424
               188.46001                       -3.429017
                  188.72                       -3.412647
                  188.98                      -3.4001353
               189.24001                      -3.3924967
                   189.5                      -3.3886688
               189.75999                      -3.3860708
                  190.02                      -3.3822609
                  190.28                      -3.3766088
               190.53999                      -3.3708283
                   190.8                      -3.3678958
                  191.06                      -3.3700439
               191.32001                      -3.3771789
                  191.58                      -3.3868288
                  191.84                      -3.3957515
               192.10001                      -3.4021703
                  192.36                      -3.4071102
                  192.62                      -3.4137974
                  192.88                      -3.4254983
                  193.14                      -3.4432406
               193.39999                      -3.4649952
                  193.66                      -3.4869715
                  193.92                      -3.5062184
               194.17999                      -3.5227865
                  194.44                      -3.5398522
                   194.7                       -3.561622
               194.96001                       -3.590425
                  195.22                      -3.6250012
                  195.48                      -3.6612283
               195.74001                      -3.6949179
                     196                      -3.7248347
               196.25999                      -3.7537771
                  196.52                      -3.7868103
                  196.78                      -3.8277987
               197.03999                      -3.8766393
                   197.3                      -3.9291369
                  197.56                      -3.9797679
               197.82001                      -4.0256129
                  198.08                      -4.0686734
                  198.34                      -4.1147623
               198.60001                       -4.169591
                  198.86                      -4.2347279
                  199.12                      -4.3062465
                  199.38                      -4.3771686
                  199.64                      -4.4423236
               199.89999                      -4.5023037
                  200.16                      -4.5635018
                  200.42                      -4.6339039
               200.67999                      -4.7174949
                  200.94                      -4.8111212
                   201.2                      -4.9061623
               201.46001                      -4.9943185
                  201.72                      -5.0738051
                  201.98                      -5.1512853
               202.24001                      -5.2376805
                   202.5                      -5.3405651
               202.75999                      -5.4583561
                  203.02                      -5.5804509
                  203.28                      -5.6939066
               203.53999                      -5.7928284
                   203.8                      -5.8835881
                  204.06                      -5.9812053
               204.32001                      -6.0989252
                  204.58                      -6.2381266
                  204.84                      -6.3854835
               205.10001                      -6.5204157
                  205.36                      -6.6294726
