        Time / ns                i1/real
----------------------------------------------------------------------
                       0                  -1.1241468e-08
             0.070733681                   1.5115025e-06
              0.14146736                   1.7221084e-06
              0.21220104                   1.9492104e-06
              0.28293473                   2.1913006e-06
              0.35366839                    2.446352e-06
              0.42440209                   2.7111139e-06
              0.49513575                   2.9811804e-06
              0.56586945                   3.2507323e-06
              0.63660312                    3.512283e-06
              0.70733678                   3.7564348e-06
              0.77807045                   3.9714264e-06
              0.84880418                   4.1430726e-06
              0.91953784                   4.2542288e-06
              0.99027151                   4.2845695e-06
               1.0610052                   4.2100064e-06
               1.1317389                   4.0025448e-06
               1.2024726                   3.6297606e-06
               1.2732062                   3.0544848e-06
               1.3439399                   2.2344227e-06
               1.4146736                   1.1218249e-06
               1.4854072                  -3.3675454e-07
               1.5561409                  -2.2007464e-06
               1.6268747                  -4.5356478e-06
               1.6976084                  -7.4130589e-06
                1.768342                  -1.0910574e-05
               1.8390757                  -1.5111566e-05
               1.9098094                  -2.0104671e-05
                1.980543                  -2.5983201e-05
               2.0512767                  -3.2844178e-05
               2.1220105                  -4.0787054e-05
                2.192744                  -4.9912251e-05
               2.2634778                  -6.0319166e-05
               2.3342113                  -7.2103801e-05
               2.4049451                  -8.5356012e-05
               2.4756787                  -0.00010015612
               2.5464125                  -0.00011657114
               2.6171463                   -0.0001346503
               2.6878798                  -0.00015441998
               2.7586136                  -0.00017587816
               2.8293471                  -0.00019898803
               2.9000809                  -0.00022367109
               2.9708145                  -0.00024979957
               3.0415483                  -0.00027718823
               3.1122818                   -0.0003055855
               3.1830156                  -0.00033466436
               3.2537494                  -0.00036401241
               3.3244829                  -0.00039312185
               3.3952167                  -0.00042137917
               3.4659503                  -0.00044805478
                3.536684                  -0.00047229289
               3.6074176                  -0.00049310143
               3.6781514                  -0.00050934288
               3.7488849                   -0.0005197259
               3.8196187                   -0.0005227981
               3.8903525                  -0.00051694026
                3.961086                  -0.00050036283
               4.0318198                  -0.00047110472
               4.1025534                  -0.00042703422
               4.1732869                  -0.00036585433
               4.2440209                  -0.00028511084
               4.3147545                  -0.00018220535
                4.385488                  -5.4412511e-05
               4.4562216                   0.00010109707
               4.5269556                   0.00028722841
               4.5976892                   0.00050692749
               4.6684227                   0.00076313998
               4.7391567                    0.0010587629
               4.8098903                    0.0013965893
               4.8806238                     0.001779245
               4.9513574                    0.0022091183
               5.0220914                    0.0026882817
               5.0928249                    0.0032184056
               5.1635585                    0.0038006667
               5.2342925                    0.0044356473
               5.3050261                    0.0051232311
               5.3757596                    0.0058624903
               5.4464931                    0.0066515733
               5.5172272                    0.0074875844
               5.5879607                    0.0083664665
               5.6586943                    0.0092828814
               5.7294278                     0.010230093
               5.8001618                     0.011199858
               5.8708954                     0.012182317
               5.9416289                     0.013165902
                6.012363                     0.014137255
               6.0830965                     0.015081157
               6.1538301                     0.015980486
               6.2245636                     0.016816184
               6.2952976                     0.017567258
               6.3660312                     0.018210812
               6.4367647                     0.018722096
               6.5074987                     0.019074615
               6.5782323                     0.019240243
               6.6489658                     0.019189414
               6.7196994                     0.018891316
               6.7904334                     0.018314173
                6.861167                     0.017425532
               6.9319005                     0.016192628
                7.002634                     0.014582777
               7.0733681                     0.012563827
               7.1441016                     0.010104642
               7.2148352                    0.0071756449
               7.2855692                    0.0037493848
               7.3563027                   -0.0001988507
               7.4270363                   -0.0046903975
               7.4977698                   -0.0097425506
               7.5685039                    -0.015367885
               7.6392374                    -0.021573564
                7.709971                    -0.028360656
                7.780705                    -0.035723448
               7.8514385                    -0.043648794
               7.9221721                    -0.052115504
               7.9929056                    -0.061093744
               8.0636396                    -0.070544533
               8.1343727                    -0.080419287
               8.2051067                    -0.090659477
               8.2758408                     -0.10119633
               8.3465738                      -0.1119507
               8.4173079                     -0.12283305
               8.4880419                     -0.13374351
               8.5587749                     -0.14457217
                8.629509                     -0.15519947
                8.700243                     -0.16549674
               8.7709761                     -0.17532696
               8.8417101                     -0.18454565
               8.9124432                     -0.19300199
               8.9831772                     -0.20053993
               9.0539112                     -0.20699979
               9.1246443                     -0.21221969
               9.1953783                     -0.21603735
               9.2661123                     -0.21829192
               9.3368454                     -0.21882598
               9.4075794                     -0.21748768
               9.4783134                     -0.21413279
               9.5490465                     -0.20862712
               9.6197805                     -0.20084865
               9.6905146                     -0.19068988
               9.7612476                     -0.17806005
               9.8319817                     -0.16288738
               9.9027147                     -0.14512114
               9.9734488                     -0.12473364
               10.044183                     -0.10172205
               10.114916                    -0.076110028
                10.18565                    -0.047949128
               10.256384                    -0.017319923
               10.327117                     0.015667137
               10.397851                     0.050871201
               10.468585                     0.088120833
               10.539318                      0.12721418
               10.610052                      0.16791955
               10.680785                      0.20997633
               10.751519                      0.25309637
               10.822253                      0.29696575
               10.892986                       0.3412469
                10.96372                      0.38558111
               11.034454                      0.42959157
               11.105187                      0.47288653
               11.175921                      0.51506293
               11.246655                       0.5557102
               11.317389                      0.59441465
               11.388123                      0.63076347
               11.458856                      0.66434944
                11.52959                      0.69477552
               11.600324                      0.72165954
               11.671057                      0.74463862
               11.741791                      0.76337415
               11.812525                      0.77755582
               11.883258                      0.78690612
               11.953992                      0.79118431
               12.024726                      0.79019016
               12.095459                      0.78376698
               12.166193                      0.77180499
               12.236927                       0.7542432
                12.30766                      0.73107177
               12.378394                      0.70233309
               12.449127                      0.66812271
               12.519861                      0.62858939
               12.590595                      0.58393466
               12.661328                      0.53441185
               12.732062                      0.48032427
               12.802796                      0.42202285
               12.873529                      0.35990342
               12.944263                      0.29440305
               13.014997                      0.22599617
               13.085731                      0.15518996
               13.156465                     0.082519531
               13.227198                    0.0085425768
               13.297932                    -0.066166222
               13.368666                     -0.14102106
               13.439399                     -0.21543103
               13.510133                     -0.28880623
               13.580867                      -0.3605639
                 13.6516                     -0.43013451
               13.722334                     -0.49696767
               13.793068                     -0.56053793
               13.863801                     -0.62035018
               13.934535                     -0.67594463
               14.005268                     -0.72690159
               14.076002                      -0.7728458
               14.146736                      -0.8134498
               14.217469                     -0.84843725
               14.288203                     -0.87758529
               14.358937                     -0.90072644
                14.42967                     -0.91774994
               14.500404                     -0.92860198
               14.571138                     -0.93328595
               14.641871                     -0.93186128
               14.712605                     -0.92444247
                14.78334                     -0.91119665
               14.854073                     -0.89234126
               14.924807                     -0.86814076
                14.99554                     -0.83890325
               15.066274                     -0.80497617
               15.137008                     -0.76674193
               15.207741                     -0.72461337
               15.278475                     -0.67902869
               15.349209                      -0.6304462
               15.419942                     -0.57933909
               15.490676                     -0.52619046
                15.56141                     -0.47148752
               15.632143                     -0.41571692
               15.702877                     -0.35935944
                15.77361                     -0.30288532
               15.844344                     -0.24674968
               15.915078                     -0.19138835
               15.985811                     -0.13721399
               16.056545                    -0.084612675
               16.127279                    -0.033940844
               16.198013                     0.014477265
               16.268745                     0.060351722
               16.339479                      0.10342853
               16.410213                      0.14349079
               16.480947                      0.18035935
               16.551682                      0.21389309
               16.622416                      0.24398859
               16.693148                      0.27057955
               16.763882                      0.29363573
               16.834616                      0.31316146
                16.90535                      0.32919398
               16.976084                      0.34180132
               17.046816                      0.35107997
                17.11755                      0.35715249
               17.188284                      0.36016464
               17.259018                      0.36028272
               17.329752                      0.35769057
               17.400486                      0.35258666
               17.471218                      0.34518108
               17.541952                       0.3356927
               17.612686                      0.32434627
                17.68342                      0.31136966
               17.754154                      0.29699126
               17.824886                      0.28143749
                17.89562                      0.26493052
               17.966354                      0.24768613
               18.037088                      0.22991198
               18.107822                      0.21180576
               18.178556                      0.19355381
               18.249289                      0.17532995
               18.320023                      0.15729456
               18.390757                      0.13959366
               18.461491                      0.12235858
               18.532225                       0.1057055
               18.602959                     0.089735448
               18.673691                     0.074534319
               18.744425                     0.060173146
               18.815159                     0.046708528
               18.885893                     0.034183156
               18.956627                     0.022626508
               19.027359                     0.012055626
               19.098093                    0.0024759781
               19.168827                   -0.0061176098
               19.239561                    -0.013739962
               19.310295                    -0.020414541
               19.381029                    -0.026172411
               19.451761                      -0.0310512
               19.522495                    -0.035094071
               19.593229                    -0.038348731
               19.663963                    -0.040866442
               19.734697                    -0.042701125
               19.805429                    -0.043908477
               19.876163                    -0.044545148
               19.946898                    -0.044668023
               20.017632                    -0.044333521
               20.088366                    -0.043597009
                 20.1591                    -0.042512253
               20.229832                     -0.04113096
               20.300566                    -0.039502405
                 20.3713                     -0.03767309
               20.442034                    -0.035686512
               20.512768                    -0.033582952
                 20.5835                    -0.031399384
               20.654234                    -0.029169369
               20.724968                    -0.026923046
               20.795702                    -0.024687164
               20.866436                    -0.022485137
                20.93717                    -0.020337151
               21.007902                    -0.018260295
               21.078636                    -0.016268712
                21.14937                    -0.014373782
               21.220104                    -0.012584309
               21.290838                    -0.010906729
                21.36157                   -0.0093453145
               21.432304                    -0.007902394
               21.503038                   -0.0065785618
               21.573772                   -0.0053728903
               21.644506                   -0.0042831348
                21.71524                   -0.0033059325
               21.785973                   -0.0024369874
               21.856707                     -0.00167125
               21.927441                   -0.0010030804
               21.998175                  -0.00042640002
               22.068909                   6.5170098e-05
               22.139641                   0.00047818536
               22.210375                   0.00081926765
               22.281109                    0.0010950081
               22.351843                    0.0013118847
               22.422577                     0.001476191
               22.493311                    0.0015939779
               22.564043                    0.0016710073
               22.634777                    0.0017127148
               22.705511                    0.0017241831
               22.776245                    0.0017101245
               22.846979                      0.00167487
               22.917711                    0.0016223661
               22.988445                    0.0015561777
               23.059179                    0.0014794955
               23.129913                     0.001395148
               23.200647                    0.0013056175
               23.271381                    0.0012130575
               23.342113                    0.0011193139
               23.412848                    0.0010259459
               23.483582                   0.00093424937
               23.554316                   0.00084527984
                23.62505                    0.0007598754
               23.695784                   0.00067867973
               23.766516                   0.00060216425
                23.83725                   0.00053064921
               23.907984                   0.00046432426
               23.978718                   0.00040326707
               24.049452                   0.00034746091
               24.120184                   0.00029681125
               24.190918                   0.00025116012
               24.261652                   0.00021029962
               24.332386                   0.00017398388
                24.40312                   0.00014193941
               24.473854                   0.00011387421
               24.544586                   8.9485977e-05
                24.61532                    6.846858e-05
