        Frequency / MHz                S1,1/abs,dB
                  142.44                      -2.8298914
                   142.7                      -2.7974647
               142.96001                      -2.7770636
                  143.22                       -2.770838
                  143.48                      -2.7800808
               143.74001                      -2.8050839
                     144                      -2.8450999
               144.25999                      -2.8984359
                  144.52                      -2.9626621
                  144.78                      -3.0349294
               145.03999                      -3.1123536
                   145.3                       -3.192451
                  145.56                      -3.2735347
               145.82001                       -3.355023
                  146.08                      -3.4375954
                  146.34                      -3.5231533
               146.60001                      -3.6146128
                  146.86                      -3.7155456
                  147.12                      -3.8297407
                  147.38                      -3.9607437
                  147.64                      -4.1114315
               147.89999                      -4.2836286
                  148.16                      -4.4778175
                  148.42                      -4.6929087
               148.67999                      -4.9261112
                  148.94                      -5.1729065
                   149.2                       -5.427139
               149.46001                      -5.6812906
                  149.72                      -5.9269173
                  149.98                      -6.1552671
               150.24001                      -6.3579869
                   150.5                      -6.5278203
               150.75999                       -6.659128
                  151.02                      -6.7481344
                  151.28                      -6.7928527
               151.53999                      -6.7927939
                   151.8                      -6.7485816
                  152.06                      -6.6616665
               152.32001                      -6.5342155
                  152.58                      -6.3691811
                  152.84                      -6.1704534
               153.10001                      -5.9429822
                  153.36                      -5.6927452
                  153.62                      -5.4265246
                  153.88                      -5.1515302
                  154.14                      -4.8749302
               154.39999                      -4.6033927
                  154.66                      -4.3427022
                  154.92                      -4.0974907
               155.17999                      -3.8710918
                  155.44                      -3.6654992
                   155.7                      -3.4814281
               155.96001                      -3.3184328
                  156.22                      -3.1750954
                  156.48                      -3.0492594
               156.74001                      -2.9382964
                     157                      -2.8394012
               157.25999                        -2.74989
                  157.52                      -2.6674673
                  157.78                      -2.5904474
               158.03999                      -2.5178806
                   158.3                      -2.4495859
                  158.56                      -2.3860735
               158.82001                      -2.3283868
                  159.08                      -2.2778819
                  159.34                       -2.235985
               159.60001                      -2.2039647
                  159.86                      -2.1827485
                  160.12                      -2.1727909
                  160.38                      -2.1740249
                  160.64                       -2.185883
               160.89999                      -2.2073857
                  161.16                      -2.2372932
                  161.42                      -2.2742929
               161.67999                      -2.3172185
                  161.94                      -2.3652486
                   162.2                       -2.418071
               162.46001                      -2.4759948
                  162.72                       -2.539977
                  162.98                      -2.6115781
               163.24001                      -2.6928487
                   163.5                      -2.7861769
               163.75999                      -2.8941144
                  164.02                      -3.0192098
                  164.28                      -3.1638777
               164.53999                      -3.3303025
                   164.8                      -3.5203971
                  165.06                      -3.7358085
               165.32001                      -3.9779682
                  165.58                      -4.2481684
                  165.84                      -4.5476631
               166.10001                      -4.8777544
                  166.36                      -5.2398457
                  166.62                      -5.6354309
                  166.88                      -6.0659536
                  167.14                      -6.5324797
               167.39999                      -7.0351045
                  167.66                      -7.5719476
                  167.92                      -8.1376132
               168.17999                      -8.7209683
                  168.44                      -9.3023175
                   168.7                       -9.850627
               168.96001                      -10.322619
                  169.22                      -10.666979
                  169.48                      -10.836324
               169.74001                      -10.804335
                     170                      -10.577848
               170.25999                      -10.194233
                  170.52                      -9.7062504
                  170.78                       -9.165675
               171.03999                      -8.6137776
                   171.3                      -8.0790336
                  171.56                      -7.5788046
               171.82001                      -7.1221596
                  172.08                      -6.7124603
                  172.34                      -6.3493246
               172.60001                      -6.0300148
                  172.86                      -5.7504003
                  173.12                      -5.5056502
                  173.38                      -5.2907531
                  173.64                      -5.1009273
               173.89999                      -4.9319367
                  174.16                      -4.7803243
                  174.42                      -4.6435443
               174.67999                      -4.5199816
                  174.94                      -4.4088785
                   175.2                      -4.3101593
               175.46001                      -4.2242029
                  175.72                      -4.1515909
                  175.98                      -4.0928568
               176.24001                      -4.0482899
                   176.5                      -4.0177915
               176.75999                      -4.0008043
                  177.02                      -3.9963273
                  177.28                      -4.0030022
               177.53999                      -4.0192538
                   177.8                      -4.0434901
                  178.06                      -4.0743064
               178.32001                       -4.110685
                  178.58                      -4.1521467
                  178.84                      -4.1988284
               179.10001                      -4.2514775
                  179.36                      -4.3113558
                  179.62                      -4.3800683
                  179.88                      -4.4593448
                  180.14                      -4.5508024
               180.39999                      -4.6557135
                  180.66                      -4.7748136
                  180.92                      -4.9081507
               181.17999                      -5.0550135
                  181.44                       -5.213921
                   181.7                      -5.3826852
               181.96001                      -5.5585514
                  182.22                      -5.7383879
                  182.48                      -5.9189034
               182.74001                      -6.0968699
                     183                      -6.2692878
               183.25999                      -6.4334636
                  183.52                      -6.5869739
                  183.78                      -6.7275067
               184.03999                       -6.852627
                   184.3                      -6.9595224
                  184.56                      -7.0448178
               184.82001                      -7.1045605
                  185.08                       -7.134429
                  185.34                      -7.1302038
               185.60001                      -7.0884319
                  185.86                      -7.0071499
                  186.12                      -6.8864756
                  186.38                      -6.7288777
                  186.64                      -6.5390409
               186.89999                      -6.3233495
                  187.16                       -6.089133
                  187.42                      -5.8438562
               187.67999                      -5.5944228
                  187.94                      -5.3466685
                   188.2                        -5.10509
               188.46001                      -4.8727671
                  188.72                      -4.6514391
                  188.98                       -4.441702
               189.24001                      -4.2432639
                   189.5                      -4.0552358
               189.75999                      -3.8764314
                  190.02                      -3.7056395
                  190.28                      -3.5418457
               190.53999                      -3.3843954
                   190.8                      -3.2330671
                  191.06                      -3.0880701
               191.32001                      -2.9499697
                  191.58                      -2.8195495
                  191.84                       -2.697662
               192.10001                      -2.5850579
                  192.36                      -2.4822476
                  192.62                      -2.3894012
                  192.88                      -2.3062877
                  193.14                      -2.2322827
               193.39999                       -2.166418
                  193.66                      -2.1074861
                  193.92                      -2.0541752
               194.17999                      -2.0052271
                  194.44                      -1.9595875
                   194.7                       -1.916537
               194.96001                      -1.8757785
                  195.22                      -1.8374617
                  195.48                      -1.8021632
               195.74001                      -1.7707949
                     196                      -1.7444825
               196.25999                      -1.7244257
                  196.52                      -1.7117491
                  196.78                      -1.7073869
               197.03999                      -1.7119906
                   197.3                      -1.7258932
                  197.56                       -1.749113
               197.82001                      -1.7814152
                  198.08                      -1.8224069
                  198.34                       -1.871673
               198.60001                      -1.9289179
                  198.86                      -1.9941165
                  199.12                      -2.0676375
                  199.38                       -2.150332
                  199.64                       -2.243576
               199.89999                      -2.3492623
                  200.16                      -2.4697386
                  200.42                      -2.6077214
               200.67999                      -2.7661689
                  200.94                      -2.9481664
                   201.2                      -3.1568087
               201.46001                      -3.3951015
                  201.72                      -3.6658862
                  201.98                      -3.9717951
               202.24001                      -4.3152219
                   202.5                      -4.6983219
               202.75999                      -5.1230105
                  203.02                      -5.5909766
                  203.28                       -6.103671
               203.53999                      -6.6622526
                   203.8                      -7.2674479
                  204.06                      -7.9192585
               204.32001                       -8.616407
                  204.58                      -9.3553584
                  204.84                      -10.128701
               205.10001                       -10.92266
                  205.36                       -11.71369
                  205.62                      -12.464795
                  205.88                      -13.123907
                  206.14                      -13.628765
               206.39999                      -13.922411
                  206.66                      -13.975662
                  206.92                      -13.801645
               207.17999                      -13.449567
                  207.44                       -12.98332
                   207.7                      -12.461564
               207.96001                      -11.928277
                  208.22                      -11.412062
                  208.48                      -10.929297
               208.74001                      -10.487819
                     209                      -10.089917
               209.25999                      -9.7344457
                  209.52                      -9.4182592
                  209.78                      -9.1371901
               210.03999                      -8.8867373
                   210.3                      -8.6625765
                  210.56                      -8.4609423
               210.82001                      -8.2788821
                  211.08                      -8.1144055
                  211.34                       -7.966505
               211.60001                      -7.8350646
                  211.86                      -7.7206772
                  212.12                      -7.6243937
                  212.38                       -7.547455
                  212.64                      -7.4910214
               212.89999                      -7.4559517
                  213.16                      -7.4426345
                  213.42                      -7.4508936
               213.67999                       -7.479968
                  213.94                      -7.5285746
                   214.2                       -7.595049
               214.46001                      -7.6775423
                  214.72                       -7.774275
                  214.98                      -7.8838101
               215.24001                      -8.0053026
                   215.5                      -8.1387002
               215.75999                      -8.2848576
                  216.02                      -8.4455275
                  216.28                      -8.6232567
               216.53999                      -8.8211729
                   216.8                      -9.0427177
                  217.06                      -9.2913541
               217.32001                      -9.5702831
                  217.58                      -9.8822126
                  217.84                      -10.229198
               218.10001                      -10.612582
                  218.36                      -11.033079
                  218.62                      -11.491009
                  218.88                      -11.986753
                  219.14                      -12.521418
               219.39999                      -13.097721
                  219.66                      -13.721039
                  219.92                      -14.400493
               220.17999                      -15.149863
                  220.44                       -15.98795
                   220.7                      -16.937447
               220.96001                      -18.019727
                  221.22                      -19.237878
                  221.48                      -20.527806
               221.74001                      -21.646697
                     222                      -22.079961
               222.25999                      -21.395008
                  222.52                      -19.839586
                  222.78                      -17.985297
               223.03999                      -16.176638
                   223.3                      -14.531392
                  223.56                      -13.069272
               223.82001                      -11.778703
                  224.08                      -10.640896
                  224.34                      -9.6373717
               224.60001                      -8.7518847
                  224.86                      -7.9705963
                  225.12                      -7.2817538
                  225.38                      -6.6753023
                  225.64                      -6.1425345
               225.89999                      -5.6758134
                  226.16                      -5.2683748
                  226.42                      -4.9141641
               226.67999                      -4.6077313
                  226.94                      -4.3441509
                   227.2                      -4.1189569
               227.46001                      -3.9280996
                  227.72                      -3.7678924
                  227.98                      -3.6349709
               228.24001                      -3.5262466
                   228.5                      -3.4388545
               228.75999                      -3.3701101
                  229.02                      -3.3174635
                  229.28                      -3.2784692
               229.53999                      -3.2507756
                   229.8                      -3.2321304
                  230.06                      -3.2204104
               230.32001                      -3.2136741
                  230.58                      -3.2102241
                  230.84                       -3.208677
               231.10001                      -3.2080163
                  231.36                      -3.2076339
                  231.62                      -3.2073217
                  231.88                      -3.2072336
                  232.14                      -3.2078116
               232.39999                      -3.2096674
                  232.66                       -3.213466
                  232.92                      -3.2197915
               233.17999                      -3.2290375
                  233.44                       -3.241331
                   233.7                      -3.2564925
               233.96001                      -3.2740433
                  234.22                      -3.2932636
                  234.48                       -3.313288
               234.74001                      -3.3332362
                     235                      -3.3523437
               235.25999                      -3.3700853
                  235.52                      -3.3862688
                  235.78                      -3.4010773
               236.03999                      -3.4150435
                   236.3                      -3.4289814
                  236.56                       -3.443859
               236.82001                      -3.4606482
                  237.08                      -3.4801608
                  237.34                      -3.5029191
               237.60001                        -3.52904
                  237.86                      -3.5581932
                  238.12                       -3.589606
                  238.38                      -3.6221353
                  238.64                      -3.6543988
               238.89999                      -3.6849461
                  239.16                      -3.7124451
                  239.42                      -3.7358644
               239.67999                      -3.7546071
                  239.94                      -3.7685927
                   240.2                      -3.7782414
               240.46001                      -3.7843934
                  240.72                      -3.7881561
                  240.98                       -3.790714
               241.24001                      -3.7931351
                   241.5                         -3.7962
               241.75999                      -3.8002842
                  242.02                       -3.805304
                  242.28                      -3.8107402
               242.53999                      -3.8157361
                   242.8                      -3.8192528
                  243.06                      -3.8202574
               243.32001                      -3.8179265
                  243.58                      -3.8118155
                  243.84                       -3.801974
               244.10001                      -3.7889775
                  244.36                      -3.7738805
                  244.62                      -3.7580801
                  244.88                      -3.7431292
                  245.14                      -3.7305316
               245.39999                      -3.7215292
                  245.66                      -3.7169354
                  245.92                      -3.7170229
               246.17999                      -3.7214708
                  246.44                      -3.7294005
                   246.7                      -3.7394662
               246.96001                       -3.750021
                  247.22                      -3.7592965
                  247.48                      -3.7656264
               247.74001                      -3.7676174
                     248                      -3.7642954
               248.25999                      -3.7551578
                  248.52                      -3.7401502
                  248.78                      -3.7195737
               249.03999                      -3.6939171
                   249.3                      -3.6636869
                  249.56                      -3.6292467
               249.82001                      -3.5906993
                  250.08                      -3.5478517
                  250.34                      -3.5002544
               250.60001                      -3.4473212
                  250.86                      -3.3885107
                  251.12                      -3.3235313
                  251.38                      -3.2525332
                  251.64                      -3.1762559
               251.89999                      -3.0960839
                  252.16                      -3.0140194
                  252.42                      -2.9325539
               252.67999                      -2.8544713
                  252.94                      -2.7826197
                   253.2                      -2.7196689
               253.46001                       -2.667895
                  253.72                      -2.6290106
                  253.98                      -2.6040454
               254.24001                      -2.5932953
                   254.5                      -2.5963281
               254.75999                      -2.6120574
                  255.02                      -2.6388712
                  255.28                      -2.6748118
               255.53999                      -2.7177875
                   255.8                      -2.7658166
                  256.06                      -2.8172413
               256.32001                      -2.8709193
               256.57999                       -2.926334
                  256.84                      -2.9836324
               257.10001                       -3.043557
               257.35999                      -3.1073065
                  257.62                      -3.1763332
                  257.88                      -3.2521177
               258.14001                      -3.3359542
               258.39999                       -3.428761
                  258.66                      -3.5309678
               258.92001                      -3.6424562
               259.17999                      -3.7625941
                  259.44                       -3.890345
               259.70001                      -4.0244396
               259.95999                      -4.1636009
                  260.22                      -4.3067924
               260.48001                      -4.4534392
               260.73999                      -4.6036063
                     261                      -4.7580886
               261.26001                      -4.9183924
               261.51999                      -5.0866236
