        Frequency / MHz                Port 1 [1] (13)/abs,linear
                  168.96                       271.73055
                  169.22                       266.45077
                  169.48                       261.49779
                  169.74                       256.88718
                     170                       252.63451
                  170.26                       248.75483
                  170.52                       245.26203
                  170.78                       242.16837
                  171.04                        239.4841
                   171.3                       237.21746
                  171.56                        235.3749
                  171.82                       233.96151
                  172.08                       232.98134
                  172.34                       232.43767
                   172.6                       232.33306
                  172.86                       232.66919
                  173.12                       233.44676
                  173.38                       234.66553
                  173.64                       236.32468
                   173.9                       238.42337
                  174.16                       240.96152
                  174.42                       243.94052
                  174.68                       247.36374
                  174.94                       251.23663
                   175.2                       255.56664
                  175.46                       260.36286
                  175.72                        265.6358
                  175.98                        271.3973
                  176.24                       277.66053
                   176.5                       284.43982
                  176.76                       291.75003
                  177.02                       299.60494
                  177.28                       308.01447
                  177.54                       316.98055
                   177.8                       326.49193
                  178.06                       336.51814
                  178.32                       347.00323
                  178.58                       357.85956
                  178.84                       368.96236
                   179.1                       380.14547
                  179.36                       391.19928
                  179.62                       401.87219
                  179.88                       411.87706
                  180.14                        420.9042
                   180.4                       428.64157
                  180.66                       434.80077
                  180.92                       439.14534
                  181.18                       441.51584
                  181.44                       441.84595
                   181.7                       440.16578
                  181.96                       436.59196
                  182.22                       431.30772
                  182.48                       424.53851
                  182.74                        416.5282
                     183                       407.51981
                  183.26                       397.74181
                  183.52                       387.39964
                  183.78                       376.67112
                  184.04                        365.7045
                   184.3                       354.61841
                  184.56                       343.50361
                  184.82                       332.42657
                  185.08                       321.43493
                  185.34                       310.56427
                   185.6                       299.84537
                  185.86                       289.31071
                  186.12                       278.99894
                  186.38                       268.95654
                  186.64                       259.23659
                   186.9                       249.89474
                  187.16                       240.98373
                  187.42                        232.5472
                  187.68                        224.6142
                  187.94                       217.19533
                   188.2                       210.28116
                  188.46                       203.84338
                  188.72                        197.8386
                  188.98                       192.21393
                  189.24                       186.91349
                   189.5                       181.88451
                  189.76                       177.08178
                  190.02                       172.47005
                  190.28                       168.02422
                  190.54                        163.7279
                   190.8                       159.57126
                  191.06                       155.54884
                  191.32                       151.65813
                  191.58                       147.89875
                  191.84                       144.27246
                   192.1                        140.7833
                  192.36                       137.43769
                  192.62                       134.24418
                  192.88                       131.21281
                  193.14                       128.35436
                   193.4                       125.67953
                  193.66                       123.19853
                  193.92                       120.92095
                  194.18                       118.85591
                  194.44                        117.0123
                   194.7                       115.39892
                  194.96                       114.02429
                  195.22                       112.89624
                  195.48                       112.02139
                  195.74                       111.40465
                     196                       111.04915
                  196.26                       110.95639
                  196.52                       111.12673
                  196.78                       111.56001
                  197.04                       112.25594
                   197.3                       113.21429
                  197.56                       114.43476
                  197.82                       115.91668
                  198.08                       117.65863
                  198.34                       119.65828
                   198.6                       121.91235
                  198.86                       124.41674
                  199.12                       127.16658
                  199.38                       130.15633
                  199.64                       133.37949
                   199.9                       136.82828
                  200.16                        140.4932
                  200.42                       144.36269
                  200.68                       148.42305
                  200.94                       152.65849
                   201.2                       157.05135
                  201.46                       161.58243
                  201.72                       166.23105
                  201.98                         170.975
                  202.24                       175.79023
                   202.5                       180.65049
                  202.76                       185.52696
                  203.02                        190.3882
                  203.28                       195.20023
