        Frequency / MHz                Port 1 [1] (13)/arg,degrees
                  140.36                       4.9544625
                  140.62                       3.5473977
                  140.88                       2.1643607
                  141.14                      0.81826619
                   141.4                     -0.47797486
                  141.66                      -1.7118453
                  141.92                      -2.8715854
                  142.18                      -3.9464891
                  142.44                      -4.9271146
                   142.7                      -5.8054088
                  142.96                      -6.5747671
                  143.22                      -7.2300514
                  143.48                      -7.7675851
                  143.74                      -8.1851314
                     144                      -8.4818481
                  144.26                      -8.6582083
                  144.52                      -8.7158831
                  144.78                       -8.657589
                  145.04                      -8.4869188
                   145.3                        -8.20818
                  145.56                      -7.8262623
                  145.82                      -7.3465449
                  146.08                       -6.774841
                  146.34                      -6.1173609
                   146.6                      -5.3806743
                  146.86                      -4.5716536
                  147.12                      -3.6973947
                  147.38                      -2.7651254
                  147.64                      -1.7821178
                   147.9                     -0.75562275
                  148.16                      0.30716858
                  148.42                       1.3991429
                  148.68                       2.5132773
                  148.94                       3.6426577
                   149.2                       4.7805015
                  149.46                       5.9201592
                  149.72                       7.0550575
                  149.98                       8.1785451
                  150.24                        9.283622
                   150.5                       10.362572
                  150.76                       11.406561
                  151.02                        12.40528
                  151.28                       13.346747
                  151.54                       14.217322
                   151.8                       15.001957
                  152.06                       15.684664
                  152.32                       16.249092
                  152.58                        16.67914
                  152.84                       16.959489
                   153.1                       17.076013
                  153.36                       17.016037
                  153.62                       16.768494
                  153.88                       16.324013
                  154.14                       15.675032
                   154.4                       14.815965
                  154.66                       13.743465
                  154.92                       12.456773
                  155.18                       10.958114
                  155.44                       9.2531014
                   155.7                        7.351083
                  155.96                       5.2653801
                  156.22                       3.0133792
                  156.48                      0.61642938
                  156.74                      -1.9004918
                     157                      -4.5093821
                  157.26                      -7.1801026
                  157.52                       -9.881524
                  157.78                      -12.582841
                  158.04                       -15.25491
                   158.3                      -17.871433
                  158.56                      -20.409835
                  158.82                      -22.851754
                  159.08                      -25.183134
                  159.34                      -27.394004
                   159.6                      -29.478058
                  159.86                      -31.432148
                  160.12                      -33.255771
                  160.38                      -34.950585
                  160.64                      -36.519963
                   160.9                       -37.96857
                  161.16                      -39.301957
                  161.42                      -40.526187
                  161.68                      -41.647508
                  161.94                      -42.672099
                   162.2                       -43.60591
                  162.46                      -44.454572
                  162.72                      -45.223382
                  162.98                      -45.917295
                  163.24                      -46.540923
                   163.5                      -47.098496
                  163.76                      -47.593801
                  164.02                      -48.030106
                  164.28                      -48.410101
                  164.54                      -48.735876
                   164.8                      -49.008937
                  165.06                      -49.230268
                  165.32                      -49.400389
                  165.58                       -49.51942
                  165.84                      -49.587096
                   166.1                      -49.602768
                  166.36                      -49.565382
