        Frequency / MHz                S1,1 (71)/arg,degrees
----------------------------------------------------------------------
                      40                       94.922738
               40.259998                       86.094521
                   40.52                       77.205453
               40.779999                       68.256874
               41.040001                       59.252015
               41.299999                       50.199718
               41.560001                       41.116199
                   41.82                       32.023774
               42.079998                       22.946889
                   42.34                       13.907115
               42.599998                       4.9192986
               42.860001                      -4.0093986
               43.119999                      -12.877127
               43.380001                       -21.68283
               43.639999                      -30.421922
               43.900002                      -39.084469
                   44.16                      -47.656959
               44.419998                      -56.126939
                   44.68                      -64.488352
               44.939999                      -72.744937
               45.200001                      -80.909759
               45.459999                      -89.000732
               45.720001                      -97.034271
                   45.98                       -105.0199
               46.240002                      -112.95895
                    46.5                      -120.84763
               46.759998                      -128.68366
                   47.02                      -136.47259
               47.279999                      -144.23126
               47.540001                      -151.98584
               47.799999                      -159.76532
               48.060001                      -167.59314
                   48.32                      -175.48224
               48.579998                       176.56507
                   48.84                        168.5509
               49.099998                       160.47223
               49.360001                       152.31287
               49.619999                        144.0406
               49.880001                       135.61205
               50.139999                       126.98372
               50.400002                       118.12374
                   50.66                        109.0194
               50.919998                       99.676738
                   51.18                       90.112452
               51.439999                       80.342877
               51.700001                       70.375663
               51.959999                       60.210237
               52.220001                        49.84794
                   52.48                       39.308931
               52.740002                        28.64635
                      53                       17.949644
               53.259998                       7.3327987
                   53.52                       -3.088813
               53.779999                      -13.225086
               54.040001                       -23.03108
               54.299999                       -32.51051
               54.560001                      -41.701181
                   54.82                      -50.647828
               55.079998                      -59.375417
                   55.34                      -67.877692
               55.599998                      -76.123779
               55.860001                       -84.08125
               56.119999                       -91.74281
               56.380001                      -99.145643
               56.639999                      -106.36963
               56.900002                      -113.51232
                   57.16                      -120.65211
               57.419998                      -127.81872
                   57.68                       -134.9878
               57.939999                      -142.10333
               58.200001                      -149.11859
               58.459999                      -156.04057
               58.720001                      -162.95639
                   58.98                      -170.02399
               59.240002                      -177.42704
                    59.5                       174.68382
               59.759998                       166.22444
                   60.02                       157.16378
               60.279999                       147.46453
               60.540001                       136.98915
               60.799999                       125.39657
               61.060001                       112.09562
                   61.32                       96.390505
               61.579998                       77.976316
                   61.84                       57.625795
               62.099998                        37.19238
               62.360001                       18.489028
               62.619999                       2.3987422
               62.880001                      -10.963456
               63.139999                        -21.8222
               63.400002                      -30.586097
                   63.66                      -37.848394
               63.919998                      -44.282155
                   64.18                      -50.337747
               64.440002                      -55.869219
               64.699997                      -59.730353
               64.959999                      -59.022473
               65.220001                      -48.427536
               65.480003                      -28.398362
               65.739998                      -15.667546
                      66                      -15.053265
               66.260002                      -21.198852
               66.519997                      -30.558995
               66.779999                      -41.413042
               67.040001                      -52.851968
               67.300003                      -64.321658
               67.559998                      -75.439024
                   67.82                      -85.924401
               68.080002                      -95.589501
               68.339996                      -104.35575
               68.599998                       -112.2779
               68.860001                      -119.54046
               69.120003                      -126.40305
               69.379997                      -133.10768
               69.639999                      -139.79809
               69.900002                      -146.49779
               70.159996                      -153.14559
               70.419998                      -159.66383
                   70.68                      -166.02503
               70.940002                      -172.29078
               71.199997                      -178.60657
               71.459999                       174.84738
               71.720001                       167.91839
               71.980003                       160.51884
               72.239998                       152.61702
                    72.5                       144.19075
               72.760002                       135.16562
               73.019997                       125.36468
               73.279999                        114.5026
               73.540001                       102.25569
               73.800003                       88.428763
               74.059998                       73.178207
                   74.32                       57.147919
               74.580002                       41.314664
               74.839996                       26.580253
               75.099998                       13.447383
               75.360001                       1.9904781
               75.620003                      -7.9934007
               75.879997                      -16.818988
               76.139999                      -24.793918
               76.400002                      -32.151835
               76.659996                      -39.032183
               76.919998                      -45.497805
                   77.18                      -51.572303
               77.440002                      -57.278842
               77.699997                      -62.665511
               77.959999                        -67.8075
               78.220001                      -72.788183
               78.480003                      -77.673024
               78.739998                      -82.490438
                      79                       -87.23343
               79.260002                      -91.875117
