        Frequency / MHz                S1,1 (60)/abs,dB
----------------------------------------------------------------------
                      40                      -4.7765512
               40.259998                      -4.8904187
                   40.52                      -5.0056222
               40.779999                      -5.1219875
               41.040001                      -5.2395089
               41.299999                      -5.3584725
               41.560001                       -5.479438
                   41.82                      -5.6030649
               42.079998                      -5.7298934
                   42.34                      -5.8601901
               42.599998                      -5.9939535
               42.860001                      -6.1310751
               43.119999                      -6.2715708
               43.380001                       -6.415754
               43.639999                      -6.5642407
               43.900002                      -6.7177829
                   44.16                      -6.8770152
               44.419998                       -7.042259
                   44.68                       -7.213488
               44.939999                      -7.3904943
               45.200001                      -7.5731522
               45.459999                      -7.7616426
               45.720001                      -7.9564934
                   45.98                      -8.1584114
               46.240002                      -8.3679911
                    46.5                      -8.5854495
               46.759998                      -8.8105557
                   47.02                      -9.0427815
               47.279999                      -9.2816159
               47.540001                      -9.5268435
               47.799999                      -9.7786454
               48.060001                      -10.037421
                   48.32                      -10.303443
               48.579998                      -10.576501
                   48.84                      -10.855755
               49.099998                      -11.139871
               49.360001                      -11.427381
               49.619999                      -11.717066
               49.880001                      -12.008143
               50.139999                      -12.300122
               50.400002                       -12.59241
                   50.66                      -12.883846
               50.919998                      -13.172472
                   51.18                      -13.455644
               51.439999                      -13.730503
               51.700001                      -13.994552
               51.959999                      -14.246065
               52.220001                      -14.484103
                   52.48                      -14.708152
               52.740002                       -14.91759
                      53                      -15.111319
               53.259998                      -15.287817
                   53.52                      -15.445613
               53.779999                      -15.583992
               54.040001                      -15.703533
               54.299999                      -15.806191
               54.560001                      -15.894805
                   54.82                      -15.972285
               55.079998                      -16.040872
                   55.34                      -16.101874
               55.599998                      -16.155987
               55.860001                      -16.204048
               56.119999                      -16.247774
               56.380001                      -16.290028
               56.639999                      -16.334425
               56.900002                      -16.384437
                   57.16                      -16.442487
               57.419998                      -16.509542
                   57.68                      -16.585454
               57.939999                      -16.669922
               58.200001                       -16.76357
               58.459999                      -16.868524
               58.720001                      -16.988125
                   58.98                      -17.125904
               59.240002                      -17.284385
                    59.5                      -17.464421
               59.759998                      -17.665492
                   60.02                      -17.886931
               60.279999                      -18.129467
               60.540001                      -18.396242
               60.799999                      -18.692679
               61.060001                       -19.02522
                   61.32                      -19.399636
               61.579998                      -19.819925
                   61.84                      -20.288617
               62.099998                      -20.808684
               62.360001                      -21.386442
               62.619999                      -22.034267
               62.880001                      -22.771998
               63.139999                      -23.626802
               63.400002                      -24.632515
                   63.66                       -25.83029
               63.919998                      -27.272244
                   64.18                      -29.027002
               64.440002                       -31.17018
               64.699997                      -33.651874
               64.959999                      -35.602362
               65.220001                      -34.941204
               65.480003                      -32.291245
               65.739998                       -29.61569
                      66                      -27.427865
               66.260002                      -25.721461
               66.519997                       -24.42716
               66.779999                      -23.485654
               67.040001                      -22.851026
               67.300003                      -22.485477
               67.559998                      -22.354365
                   67.82                      -22.422314
               68.080002                      -22.650266
               68.339996                      -22.993502
               68.599998                      -23.401216
               68.860001                      -23.818404
               69.120003                      -24.190698
               69.379997                      -24.471727
               69.639999                      -24.630869
               69.900002                      -24.657985
               70.159996                      -24.562459
               70.419998                       -24.36675
                   70.68                      -24.097738
               70.940002                      -23.779732
               71.199997                      -23.431329
               71.459999                      -23.065844
               71.720001                       -22.69358
               71.980003                      -22.323855
               72.239998                      -21.965609
                    72.5                      -21.626566
               72.760002                      -21.311888
               73.019997                      -21.023376
               73.279999                      -20.759839
               73.540001                      -20.518519
               73.800003                      -20.296893
               74.059998                      -20.093954
                   74.32                      -19.910411
               74.580002                      -19.747849
               74.839996                      -19.607445
               75.099998                      -19.489031
               75.360001                      -19.391006
               75.620003                      -19.311076
               75.879997                      -19.247357
               76.139999                      -19.199196
               76.400002                      -19.167248
               76.659996                      -19.152823
               76.919998                      -19.156917
                   77.18                      -19.179534
               77.440002                      -19.219639
               77.699997                      -19.275768
               77.959999                      -19.346886
               78.220001                      -19.433005
               78.480003                       -19.53518
               78.739998                      -19.654943
                      79                      -19.793505
               79.260002                      -19.951235
               79.519997                      -20.127692
               79.779999                      -20.322199
               80.040001                      -20.534581
               80.300003                      -20.765657
               80.559998                      -21.017178
                   80.82                      -21.291267
               81.080002                      -21.589736
               81.339996                      -21.913668
               81.599998                      -22.263575
               81.860001                      -22.640009
               82.120003                      -23.044311
               82.379997                      -23.479067
               82.639999                      -23.947994
               82.900002                      -24.455373
               83.159996                      -25.005373
               83.419998                      -25.601711
                   83.68                      -26.247891
               83.940002                      -26.947923
               84.199997                      -27.707082
               84.459999                      -28.532133
               84.720001                      -29.430492
               84.980003                      -30.407843
               85.239998                      -31.463553
                    85.5                      -32.582265
               85.760002                      -33.718807
               86.019997                      -34.774977
               86.279999                      -35.581682
               86.540001                      -35.935531
               86.800003                      -35.726685
               87.059998                      -35.038313
                   87.32                      -34.070398
               87.580002                       -33.00228
               87.839996                      -31.941058
               88.099998                      -30.936048
               88.360001                      -30.004327
               88.620003                      -29.148168
               88.879997                      -28.364209
               89.139999                      -27.647471
               89.400002                      -26.992658
               89.659996                      -26.394327
               89.919998                      -25.846862
                   90.18                      -25.344657
               90.440002                      -24.882563
               90.699997                      -24.456328
               90.959999                      -24.062797
               91.220001                      -23.699739
               91.480003                      -23.365403
               91.739998                      -23.058049
                      92                       -22.77571
               92.260002                      -22.516263
               92.519997                      -22.277729
               92.779999                      -22.058585
               93.040001                      -21.857877
               93.300003                      -21.675074
               93.559998                      -21.509746
                   93.82                      -21.361273
               94.080002                      -21.228752
               94.339996                       -21.11114
               94.599998                      -21.007524
               94.860001                      -20.917347
               95.120003                      -20.840436
               95.379997                      -20.776829
               95.639999                      -20.726488
               95.900002                      -20.689115
               96.159996                      -20.664149
               96.419998                      -20.650969
                   96.68                      -20.649155
               96.940002                      -20.658653
               97.199997                      -20.679733
               97.459999                      -20.712771
               97.720001                      -20.757979
               97.980003                       -20.81526
               98.239998                      -20.884275
                    98.5                      -20.964653
               98.760002                      -21.056257
               99.019997                      -21.159308
               99.279999                      -21.274305
               99.540001                      -21.401816
               99.800003                      -21.542246
                  100.06                      -21.695751
                  100.32                      -21.862337
                  100.58                      -22.042089
                  100.84                      -22.235368
                   101.1                      -22.442874
                  101.36                      -22.665518
                  101.62                      -22.904205
                  101.88                      -23.159672
                  102.14                      -23.432493
                   102.4                      -23.723261
                  102.66                      -24.032836
                  102.92                      -24.362523
                  103.18                      -24.714052
                  103.44                      -25.089394
                   103.7                      -25.490561
                  103.96                      -25.919516
                  104.22                      -26.378328
                  104.48                      -26.869499
                  104.74                      -27.396312
                     105                       -27.96304
                  105.26                      -28.574908
                  105.52                       -29.23793
                  105.78                      -29.958774
                  106.04                        -30.7449
                   106.3                      -31.604961
                  106.56                      -32.549239
                  106.82                      -33.589475
                  107.08                      -34.736925
