        Frequency / MHz                Port 1 [1] (6)/abs,linear
                   198.6                       190.10655
                  198.86                       185.78183
                  199.12                       182.08443
                  199.38                       179.15485
                  199.64                       177.09331
                   199.9                       175.89729
                  200.16                       175.46285
                  200.42                       175.64998
                  200.68                       176.37149
                  200.94                        177.6455
                   201.2                       179.57316
                  201.46                       182.25399
                  201.72                       185.69405
                  201.98                       189.76878
                  202.24                       194.27016
                   202.5                       199.01389
                  202.76                       203.93543
                  203.02                       209.10274
                  203.28                       214.62908
                  203.54                       220.54268
                   203.8                       226.70462
                  204.06                       232.83932
                  204.32                       238.66921
                  204.58                       244.06411
                  204.84                       249.08952
                   205.1                       253.90713
                  205.36                       258.59687
                  205.62                       263.03326
                  205.88                       266.91412
                  206.14                       269.93341
                   206.4                       271.97609
                  206.66                       273.17996
                  206.92                       273.81085
                  207.18                       274.04968
                  207.44                       273.85498
                   207.7                       273.00095
                  207.96                        271.2619
                  208.22                       268.60266
                  208.48                       265.22571
                  208.74                       261.44228
                     209                        257.4753
                  209.26                       253.34113
                  209.52                       248.88548
                  209.78                       243.93737
                  210.04                       238.46449
                   210.3                       232.61599
                  210.56                       226.62984
                  210.82                       220.68473
                  211.08                       214.80482
                  211.34                       208.87517
                   211.6                       202.74725
                  211.86                       196.35619
                  212.12                       189.76766
                  212.38                        183.1286
                  212.64                       176.56691
                   212.9                       170.11406
                  213.16                       163.69839
                  213.42                       157.20634
                  213.68                       150.56549
                  213.94                        143.7927
                   214.2                       136.97932
                  214.46                       130.23181
                  214.72                       123.61344
                  214.98                       117.12481
                  215.24                       110.73183
                   215.5                       104.42015
                  215.76                       98.241066
                  216.02                       92.323144
                  216.28                       86.848513
                  216.54                       82.013491
                   216.8                       77.997736
                  217.06                       74.955799
                  217.32                       73.028177
                  217.58                       72.354036
                  217.84                       73.064249
                   218.1                         75.2481
                  218.36                       78.911485
                  218.62                       83.956081
                  218.88                       90.195834
                  219.14                       97.403879
                   219.4                       105.36971
                  219.66                       113.94438
                  219.92                       123.05519
                  220.18                       132.68143
                  220.44                       142.80201
                   220.7                         153.344
                  220.96                       164.16619
                  221.22                         175.096
                  221.48                       186.00494
                  221.74                       196.87275
                     222                       207.78417
                  222.26                       218.84418
                  222.52                       230.06168
                  222.78                       241.28529
                  223.04                       252.25135
                   223.3                       262.73089
                  223.56                       272.67736
                  223.82                       282.25065
                  224.08                       291.67676
                  224.34                       301.03669
                   224.6                       310.14394
                  224.86                       318.61803
                  225.12                       326.12698
                  225.38                       332.62804
                  225.64                       338.40445
                   225.9                       343.84839
                  226.16                       349.15238
                  226.42                       354.14418
                  226.68                       358.39564
                  226.94                       361.54241
                   227.2                       363.58023
                  227.46                       364.89351
                  227.72                        365.9834
                  227.98                       367.10979
                  228.24                       368.11526
                   228.5                        368.5553
                  228.76                       368.04691
                  229.02                       366.58157
                  229.28                       364.55603
                  229.54                       362.49817
                   229.8                       360.70889
                  230.06                       359.08263
                  230.32                         357.222
                  230.58                       354.76207
                  230.84                       351.67238
                   231.1                       348.30891
                  231.36                       345.18223
                  231.62                       342.62809
                  231.88                       340.61651
                  232.14                       338.81697
                   232.4                       336.86846
                  232.66                       334.66859
                  232.92                       332.47324
                  233.18                       330.73624
                  233.44                       329.81517
                   233.7                       329.75226
                  233.96                       330.26913
                  234.22                       330.97548
                  234.48                       331.65689
                  234.74                       332.44178
                     235                       333.72263
                  235.26                       335.88891
                  235.52                        339.0607
                  235.78                       342.99892
                  236.04                       347.25391
                   236.3                       351.46767
                  236.56                       355.62787
                  236.82                       360.08031
                  237.08                       365.27959
                  237.34                       371.45381
                   237.6                       378.41372
                  237.86                         385.642
                  238.12                       392.62896
                  238.38                       399.23989
                  238.64                       405.83517
                   238.9                       413.03179
                  239.16                       421.27608
                  239.42                        430.5306
                  239.68                       440.29602
                  239.94                       449.98487
                   240.2                        459.4194
                  240.46                       469.08111
                  240.72                       479.89067
                  240.98                       492.66281
                  241.24                       507.60871
                   241.5                       524.20709
                  241.76                       541.55905
                  242.02                       559.04374
                  242.28                       576.78952
                  242.54                       595.49485
                   242.8                       615.60676
                  243.06                       636.37956
                  243.32                       655.52051
                  243.58                       669.94358
                  243.84                       677.40468
                   244.1                       677.71517
                  244.36                       672.32293
                  244.62                       662.75119
                  244.88                        649.4944
                  245.14                       632.25579
                   245.4                       611.06589
                  245.66                       587.08682
                  245.92                       562.33243
                  246.18                       538.67685
                  246.44                       517.05832
                   246.7                       497.35671
                  246.96                        478.8508
                  247.22                       460.89113
                  247.48                       443.36597
                  247.74                       426.69696
                     248                       411.45396
                  248.26                       397.92384
                  248.52                       385.91515
                  248.78                        374.8775
                  249.04                        364.2353
                   249.3                       353.71646
                  249.56                       343.45577
                  249.82                       333.81851
                  250.08                       325.09594
                  250.34                       317.28589
                   250.6                       310.08314
                  250.86                       303.06935
                  251.12                       295.97364
                  251.38                       288.82355
                  251.64                        281.8846
                   251.9                         275.447
                  252.16                       269.61751
                  252.42                       264.24797
                  252.68                       259.03558
                  252.94                       253.72496
                   253.2                       248.27255
                  253.46                       242.85838
                  253.72                        237.7458
                  253.98                       233.09724
                  254.24                       228.86908
                   254.5                       224.84683
                  254.76                       220.79377
                  255.02                       216.61227
                  255.28                       212.40419
                  255.54                       208.39169
                   255.8                       204.76192
                  256.06                       201.54321
                  256.32                       198.59012
                  256.58                       195.68457
                  256.84                       192.68576
                   257.1                       189.62435
                  257.36                       186.67464
                  257.62                       184.02908
                  257.88                       181.76486
                  258.14                       179.78996
                   258.4                       177.90287
                  258.66                       175.92773
                  258.92                       173.83185
                  259.18                       171.74081
                  259.44                       169.84219
                   259.7                       168.24889
                  259.96                       166.91529
                  260.22                       165.66144
                  260.48                       164.29133
                  260.74                       162.72474
                     261                       161.04718
                  261.26                       159.44205
                  261.52                       158.05681
                  261.78                       156.89725
                  262.04                       155.82047
                   262.3                       154.63251
                  262.56                       153.22504
                  262.82                       151.65265
                  263.08                       150.09434
                  263.34                       148.72982
                   263.6                       147.61943
                  263.86                       146.66805
                  264.12                       145.69735
                  264.38                       144.57884
                  264.64                       143.33376
                   264.9                       142.12644
                  265.16                       141.15766
                  265.42                       140.53468
                  265.68                       140.20566
                  265.94                       140.00182
                   266.2                       139.76145
                  266.46                       139.45023
                  266.72                       139.18891
                  266.98                       139.16629
                  267.24                       139.49853
                   267.5                       140.13057
                  267.76                       140.84625
                  268.02                       141.38496
                  268.28                       141.58719
                  268.54                         141.461
                   268.8                       141.11699
                  269.06                       140.62206
                  269.32                       139.88466
                  269.58                       138.66129
                  269.84                       136.69012
                   270.1                        133.8606
                  270.36                       130.29151
                  270.62                       126.26206
                  270.88                        122.0588
                  271.14                       117.85261
                   271.4                       113.67767
                  271.66                       109.50752
                  271.92                       105.36334
                  272.18                       101.37476
                  272.44                       97.752636
                   272.7                       94.696307
                  272.96                       92.297769
                  273.22                       90.503134
                  273.48                       89.157457
                  273.74                       88.108228
                     274                       87.301055
                  274.26                       86.801767
                  274.52                       86.730176
                  274.78                       87.154148
                  275.04                       88.019643
                   275.3                       89.166826
                  275.56                       90.424127
                  275.82                        91.71708
                  276.08                       93.113731
                  276.34                       94.770875
                   276.6                       96.818255
                  276.86                       99.262491
                  277.12                        101.9768
                  277.38                       104.78468
                  277.64                       107.58374
                   277.9                       110.42424
                  278.16                       113.48179
                  278.42                       116.93944
                  278.68                       120.86094
                  278.94                       125.14177
                   279.2                       129.57213
                  279.46                       133.97708
                  279.72                       138.34447
                  279.98                       142.84631
                  280.24                       147.72791
                   280.5                       153.13797
                  280.76                       159.01522
                  281.02                       165.10909
                  281.28                       171.13293
                  281.54                       176.96317
                   281.8                       182.74421
                  282.06                       188.80431
                  282.32                       195.42822
                  282.58                       202.64269
                  282.84                       210.16069
                   283.1                         217.538
                  283.36                       224.46957
                  283.62                       231.02833
                  283.88                       237.64235
                  284.14                       244.79688
                   284.4                       252.67108
                  284.66                       260.96116
                  284.92                         269.025
                  285.18                       276.30224
                  285.44                       282.74535
                   285.7                       288.90189
                  285.96                       295.53512
                  286.22                       303.06342
                  286.48                       311.21924
                  286.74                       319.16406
                     287                       326.04431
                  287.26                        331.6555
                  287.52                       336.67207
                  287.78                       342.19422
                  288.04                       348.96498
                   288.3                       356.83239
                  288.56                        364.8002
                  288.82                       371.69089
                  289.08                       377.05569
                  289.34                       381.61755
                   289.6                       386.80461
                  289.86                       393.74657
                  290.12                       402.48761
                  290.38                       411.89443
                  290.64                       420.36497
                   290.9                        427.0128
                  291.16                       432.45372
                  291.42                       438.43205
                  291.68                       446.56931
                  291.94                       457.21137
                   292.2                        469.0781
                  292.46                       479.96944
                  292.72                       488.31016
                  292.98                       494.47097
                  293.24                       500.58658
                   293.5                       508.95456
                  293.76                       520.34974
                  294.02                       533.32832
                  294.28                       544.95417
                  294.54                       552.83194
                   294.8                       557.11552
                  295.06                       560.52552
                  295.32                       566.26566
                  295.58                       575.73339
                  295.84                       587.52974
                   296.1                       598.24324
                  296.36                       604.88826
                  296.62                       607.48799
                  296.88                       609.32775
                  297.14                       614.57699
                   297.4                       625.57142
                  297.66                       641.53315
                  297.92                       659.15469
                  298.18                       675.06389
                  298.44                        689.0078
                   298.7                         705.017
                  298.96                       729.37168
                  299.22                       767.32829
                  299.48                        820.4473
                  299.74                       884.79776
                     300                       951.31162

