        Frequency / MHz                S1,1/arg,degrees
                  218.62                      -81.410106
                  218.88                      -82.597575
                  219.14                      -83.749199
               219.39999                      -84.869788
                  219.66                      -85.963711
                  219.92                      -87.035559
               220.17999                      -88.090577
                  220.44                      -89.133574
                   220.7                      -90.170015
               220.96001                      -91.204925
                  221.22                      -92.243332
                  221.48                      -93.290482
               221.74001                      -94.351183
                     222                      -95.429369
               222.25999                      -96.528757
                  222.52                      -97.652623
                  222.78                      -98.803374
               223.03999                      -99.983412
                   223.3                      -101.19449
                  223.56                      -102.43856
               223.81999                      -103.71652
                  224.08                       -105.0301
                  224.34                      -106.38084
               224.60001                      -107.77005
                  224.86                      -109.19969
                  225.12                      -110.67085
                  225.38                       -112.1853
                  225.64                      -113.74433
               225.89999                      -115.34992
                  226.16                      -117.00271
                  226.42                      -118.70425
               226.67999                       -120.4565
                  226.94                      -122.26076
                   227.2                      -124.11922
               227.46001                      -126.03408
                  227.72                      -128.00926
                  227.98                      -130.04761
               228.24001                      -132.15371
                   228.5                      -134.33347
               228.75999                      -136.59235
                  229.02                      -138.93691
                  229.28                      -141.37589
               229.53999                      -143.91716
                   229.8                      -146.57164
                  230.06                      -149.34983
               230.31999                      -152.26594
                  230.58                      -155.33526
                  230.84                       -158.5766
               231.10001                      -162.01224
                  231.36                       -165.6695
                  231.62                      -169.58162
                  231.88                      -173.78858
                  232.14                      -178.34065
               232.39999                       176.70096
                  232.66                       171.26085
                  232.92                       165.24722
               233.17999                       158.55101
                  233.44                       151.04742
                   233.7                       142.60574
               233.96001                       133.11386
                  234.22                       122.52368
                  234.48                       110.91629
               234.74001                       98.557473
                     235                        85.89157
               235.25999                       73.437895
                  235.52                       61.639262
                  235.78                       50.759916
               236.03999                        40.88292
                   236.3                       31.964111
                  236.56                       23.899681
               236.81999                       16.568101
                  237.08                       9.8557185
                  237.34                       3.6639614
               237.60001                      -2.0867302
                  237.86                      -7.4603952
                  238.12                      -12.507741
                  238.38                      -17.268764
                  238.64                      -21.774505
               238.89999                      -26.050094
                  239.16                      -30.116297
                  239.42                      -33.989287
               239.67999                      -37.683271
                  239.94                       -41.21071
                   240.2                      -44.581872
               240.46001                       -47.80594
                  240.72                      -50.891658
                  240.98                      -53.846015
               241.24001                       -56.67579
                   241.5                        -59.3871
               241.75999                      -61.985196
                  242.02                      -64.474441
                  242.28                       -66.85856
               242.53999                      -69.141702
                   242.8                      -71.325832
                  243.06                      -73.414232
               243.31999                      -75.409083
                  243.58                      -77.311922
                  243.84                      -79.125145
               244.10001                      -80.850286
                  244.36                       -82.48975
                  244.62                      -84.044629
                  244.88                      -85.517327
                  245.14                      -86.909593
               245.39999                      -88.223393
                  245.66                      -89.460914
                  245.92                       -90.62456
               246.17999                      -91.716298
                  246.44                      -92.738968
                   246.7                      -93.696287
               246.96001                      -94.591315
                  247.22                      -95.428205
                  247.48                      -96.212638
               247.74001                      -96.949206
                     248                      -97.644683
               248.25999                      -98.305409
                  248.52                      -98.937938
                  248.78                      -99.549486
               249.03999                      -100.14726
                   249.3                      -100.73739
                  249.56                      -101.32621
               249.81999                      -101.91983
                  250.08                      -102.52351
                  250.34                      -103.14184
               250.60001                      -103.77939
                  250.86                      -104.43946
                  251.12                      -105.12576
                  251.38                      -105.84047
                  251.64                      -106.58622
               251.89999                      -107.36432
                  252.16                      -108.17585
                  252.42                      -109.02148
               252.67999                      -109.90143
                  252.94                      -110.81504
                   253.2                      -111.76099
               253.46001                      -112.73798
                  253.72                      -113.74513
                  253.98                      -114.78004
               254.24001                      -115.84074
                   254.5                      -116.92636
               254.75999                      -118.03449
                  255.02                       -119.1636
                  255.28                      -120.31261
               255.53999                      -121.47997
                   255.8                       -122.6646
                  256.06                      -123.86474
               256.32001                      -125.07909
               256.57999                      -126.30569
                  256.84                      -127.54277
               257.10001                      -128.78794
               257.35999                      -130.03879
                  257.62                      -131.29227
                  257.88                      -132.54597
               258.13998                      -133.79595
               258.39999                       -135.0385
                  258.66                      -136.27011
               258.92001                      -137.48447
               259.17999                      -138.67543
                  259.44                      -139.83449
               259.70001                      -140.94917
               259.95999                      -142.00398
                  260.22                      -142.97463
               260.48001                      -143.82813
               260.73999                       -144.5142
                     261                      -144.95658
               261.26001                      -145.03374
               261.51999                      -144.54087
                  261.78                      -143.11167
               262.04001                      -140.03229
               262.29999                      -133.77212
                  262.56                      -120.83891
               262.82001                      -95.139479
               263.07999                      -61.116393
                  263.34                      -38.373505
               263.60001                      -27.377008
               263.85999                      -22.257753
                  264.12                      -20.032534
                  264.38                      -19.390168
               264.63998                      -19.707746
               264.89999                       -20.65938
                  265.16                      -22.059077
               265.42001                       -23.79318
               265.67999                      -25.787378
                  265.94                      -27.989213
               266.20001                      -30.360437
               266.45999                      -32.870011
                  266.72                      -35.493458
               266.98001                       -38.20805
               267.23999                      -40.994548
                   267.5                      -43.834814
               267.76001                      -46.711361
               268.01999                      -49.608675
                  268.28                      -52.511009
               268.54001                      -55.403952
               268.79999                      -58.274163
                  269.06                      -61.108304
               269.32001                      -63.895243
               269.57999                      -66.623823
