        Time / ns                o1 [pw] (1)/real
               10.258117                   4.3318224e-08
               10.326504                   9.4202484e-08
               10.394892                   1.5419219e-07
               10.463279                     2.24036e-07
               10.531666                   3.0444448e-07
               10.600054                   3.9606741e-07
               10.668441                   4.9946692e-07
               10.736829                    6.150874e-07
               10.805216                   7.4322247e-07
               10.873604                   8.8398036e-07
               10.941991                   1.0372468e-06
               11.010378                   1.2026468e-06
               11.078766                   1.3795026e-06
               11.147153                   1.5667904e-06
               11.215541                   1.7630937e-06
               11.283928                   1.9665545e-06
               11.352316                   2.1748258e-06
               11.420703                   2.3850248e-06
                11.48909                   2.5936895e-06
               11.557478                   2.7967399e-06
               11.625865                   2.9894447e-06
               11.694253                   3.1663938e-06
                11.76264                   3.3214765e-06
               11.831028                    3.447871e-06
               11.899415                   3.5380417e-06
               11.967802                   3.5837534e-06
                12.03619                   3.5760986e-06
               12.104577                   3.5055502e-06
               12.172965                   3.3620297e-06
               12.241352                   3.1350021e-06
                12.30974                   2.8135955e-06
               12.378127                    2.386744e-06
               12.446514                   1.8433551e-06
               12.514902                   1.1725098e-06
               12.583289                   3.6368687e-07
               12.651677                  -5.9298759e-07
               12.720064                  -1.7064519e-06
               12.788452                   -2.984405e-06
               12.856839                   -4.432959e-06
               12.925226                   -6.056282e-06
               12.993614                   -7.856197e-06
               13.062001                  -9.8317641e-06
               13.130389                   -1.197886e-05
               13.198776                  -1.4289726e-05
               13.267164                  -1.6752521e-05
               13.335551                  -1.9350882e-05
               13.403938                  -2.2063488e-05
               13.472326                  -2.4863664e-05
               13.540713                  -2.7718987e-05
               13.609101                  -3.0590985e-05
               13.677488                  -3.3434833e-05
               13.745876                  -3.6199148e-05
               13.814263                  -3.8825849e-05
                13.88265                  -4.1250118e-05
               13.951038                  -4.3400443e-05
               14.019425                  -4.5198845e-05
               14.087813                  -4.6561159e-05
                 14.1562                  -4.7397538e-05
               14.224588                  -4.7613088e-05
               14.292975                  -4.7108661e-05
               14.361362                   -4.578181e-05
                14.42975                  -4.3527987e-05
               14.498137                  -4.0241852e-05
               14.566525                  -3.5818852e-05
               14.634912                  -3.0156942e-05
                 14.7033                  -2.3158527e-05
               14.771688                  -1.4732571e-05
               14.840075                  -4.7968947e-06
               14.908463                   6.7194151e-06
                14.97685                   1.9873418e-05
               15.045238                   3.4705659e-05
               15.113625                   5.1237421e-05
               15.182013                   6.9467911e-05
                 15.2504                    8.937149e-05
               15.318788                   0.00011089484
               15.387175                   0.00013395437
               15.455562                    0.0001584336
                15.52395                   0.00018418078
               15.592337                    0.0002110069
               15.660725                   0.00023868376
               15.729112                   0.00026694257
                 15.7975                   0.00029547306
               15.865887                   0.00032392287
               15.934274                    0.0003518977
               16.002661                   0.00037896182
               16.071049                   0.00040463949
               16.139437                   0.00042841691
               16.207825                    0.0004497451
               16.276211                   0.00046804338
               16.344599                   0.00048270385
               16.412987                   0.00049309654
               16.481373                   0.00049857562
               16.549761                   0.00049848593
               16.618149                   0.00049217098
               16.686537                   0.00047898127
               16.754923                   0.00045828332
               16.823311                    0.0004294696
               16.891699                   0.00039196896
               16.960085                   0.00034525758
               17.028473                   0.00028886989
               17.096861                   0.00022241041
               17.165249                   0.00014556489
               17.233635                   5.8112088e-05
               17.302023                   -4.006517e-05
               17.370411                  -0.00014896874
               17.438797                  -0.00026847533
               17.507185                  -0.00039832643
               17.575573                  -0.00053812016
               17.643961                   -0.0006873036
               17.712347                  -0.00084516674
               17.780735                   -0.0010108381
               17.849123                   -0.0011832812
               17.917509                   -0.0013612943
               17.985897                   -0.0015435108
               18.054285                   -0.0017284027
               18.122673                   -0.0019142856
               18.191059                   -0.0020993268
               18.259447                   -0.0022815552
               18.327835                    -0.002458873
               18.396221                   -0.0026290719
               18.464609                   -0.0027898492
               18.532997                   -0.0029388282
               18.601385                   -0.0030735787
               18.669771                   -0.0031916427
               18.738159                    -0.003290558
               18.806547                   -0.0033678864
               18.874933                   -0.0034212419
               18.943321                   -0.0034483213
               19.011709                   -0.0034469331
               19.080097                   -0.0034150307
               19.148483                   -0.0033507405
               19.216871                   -0.0032523957
               19.285259                   -0.0031185634
               19.353645                   -0.0029480767
               19.422033                   -0.0027400581
               19.490421                   -0.0024939484
               19.558809                    -0.002209527
               19.627195                   -0.0018869347
               19.695583                   -0.0015266887
               19.763971                   -0.0011296971
               19.832357                  -0.00069726957
               19.900745                  -0.00023112202
               19.969133                   0.00026662153
               20.037521                   0.00079343119
               20.105907                    0.0013463798
               20.174295                    0.0019221546
               20.242683                    0.0025170741
               20.311069                    0.0031271107
               20.379457                    0.0037479172
               20.447845                    0.0043748566
               20.516233                    0.0050030379
                20.58462                    0.0056273537
               20.653008                    0.0062425253
               20.721395                    0.0068431473
               20.789783                     0.007423738
                20.85817                    0.0079787886
               20.926558                    0.0085028159
               20.994946                    0.0089904191
               21.063332                    0.0094363317
                21.13172                     0.009835477
               21.200108                     0.010183024
               21.268496                     0.010474442
               21.336882                     0.010705544
                21.40527                     0.010872545
               21.473658                     0.010972101
               21.542044                     0.011001358
               21.610432                     0.010957981
                21.67882                     0.010840194
               21.747208                     0.010646812
               21.815594                     0.010377251
               21.883982                     0.010031556
                21.95237                    0.0096104108
               22.020756                      0.00911514
               22.089144                    0.0085477075
               22.157532                    0.0079107136
                22.22592                     0.007207376
               22.294306                    0.0064415121
               22.362694                    0.0056175119
               22.431082                    0.0047403062
               22.499468                    0.0038153287
               22.567856                    0.0028484736
               22.636244                    0.0018460484
               22.704632                   0.00081472198
               22.773018                  -0.00023852869
               22.841406                   -0.0013064803
               22.909794                    -0.002381721
                22.97818                   -0.0034567157
               23.046568                   -0.0045238682
               23.114956                   -0.0055755852
               23.183344                   -0.0066043437
                23.25173                   -0.0076027499
               23.320118                   -0.0085636061
               23.388506                   -0.0094799707
               23.456892                    -0.010345215
                23.52528                    -0.011153079
               23.593668                    -0.011897719
               23.662056                    -0.012573764
               23.730442                    -0.013176348
                23.79883                    -0.013701159
               23.867218                    -0.014144463
               23.935604                    -0.014503137
               24.003992                    -0.014774693
                24.07238                    -0.014957289
               24.140768                    -0.015049747
               24.209154                    -0.015051553
               24.277542                    -0.014962859
                24.34593                    -0.014784481
               24.414316                    -0.014517883
               24.482704                    -0.014165159
               24.551092                    -0.013729023
                24.61948                    -0.013212769
               24.687866                    -0.012620251
               24.756254                    -0.011955844
               24.824642                    -0.011224408
               24.893028                    -0.010431246
               24.961416                   -0.0095820604
               25.029804                   -0.0086829076
               25.098192                   -0.0077401469
               25.166578                   -0.0067603928
               25.234966                   -0.0057504629
               25.303354                   -0.0047173272
                25.37174                   -0.0036680535
               25.440128                   -0.0026097563
               25.508516                   -0.0015495456
               25.576904                  -0.00049447484
                25.64529                   0.00054850703
               25.713678                    0.0015726041
               25.782066                    0.0025712214
               25.850452                    0.0035380074
                25.91884                    0.0044668964
               25.987228                    0.0053521469
               26.055616                    0.0061883787
               26.124002                    0.0069706063
                26.19239                    0.0076942653
               26.260778                     0.008355245
               26.329165                    0.0089499038
               26.397552                    0.0094750933
                26.46594                    0.0099281762
               26.534328                     0.010307033
               26.602715                     0.010610068
               26.671103                     0.010836226
               26.739491                     0.010984978
               26.807877                     0.011056329
               26.876265                     0.011050807
               26.944653                     0.010969452
               27.013041                     0.010813805
               27.081427                     0.010585891
               27.149815                     0.010288202
               27.218203                    0.0099236667
               27.286589                    0.0094956346
               27.354977                    0.0090078404
               27.423365                    0.0084643792
               27.491753                    0.0078696702
               27.560139                    0.0072284238
               27.628527                    0.0065456079
               27.696915                    0.0058264076
               27.765301                    0.0050761909
               27.833689                    0.0043004653
               27.902077                    0.0035048439
               27.970465                    0.0026949996
               28.038851                    0.0018766292
               28.107239                    0.0010554132
               28.175627                   0.00023697699
               28.244013                  -0.00057314691
               28.312401                   -0.0013695561
               28.380789                   -0.0021470098
               28.449177                   -0.0029004689
               28.517563                   -0.0036251224
               28.585951                   -0.0043164217
               28.654339                   -0.0049701058
               28.722725                    -0.005582226
               28.791113                   -0.0061491705
               28.859501                   -0.0066676801
               28.927889                   -0.0071348706
               28.996275                   -0.0075482442
               29.064663                   -0.0079057012
               29.133051                   -0.0082055479
               29.201439                   -0.0084465034
               29.269825                   -0.0086276997
               29.338213                   -0.0087486822
               29.406601                   -0.0088094063
               29.474987                   -0.0088102296
               29.543375                   -0.0087519065
               29.611763                   -0.0086355722
               29.680151                   -0.0084627308
               29.748537                   -0.0082352357
               29.816925                   -0.0079552783
               29.885313                   -0.0076253582
               29.953699                   -0.0072482671
               30.022087                   -0.0068270629
               30.090475                    -0.006365045
               30.158863                   -0.0058657257
               30.227249                   -0.0053328057
               30.295637                   -0.0047701434
               30.364025                   -0.0041817292
               30.432411                   -0.0035716535
               30.500799                   -0.0029440818
               30.569187                    -0.002303222
               30.637575                   -0.0016532966
               30.705961                  -0.00099851761
               30.774349                  -0.00034305541
               30.842737                    0.0003089837
               30.911123                   0.00095358567
               30.979511                    0.0015868522
               31.047899                    0.0022050226
               31.116287                    0.0028044956
               31.184673                    0.0033818509
               31.253061                    0.0039338665
               31.321449                     0.004457532
               31.389835                    0.0049500694
               31.458223                    0.0054089418
               31.526611                     0.005831867
               31.594999                    0.0062168255
               31.663385                    0.0065620686
               31.731773                     0.006866124
               31.800161                     0.007127801
               31.868547                    0.0073461896
               31.936935                    0.0075206645
               32.005322                    0.0076508797
               32.073711                    0.0077367676
               32.142097                    0.0077785365
               32.210484                     0.007776659
               32.278873                    0.0077318666
                32.34726                    0.0076451423
               32.415649                    0.0075177094
               32.484035                    0.0073510162
               32.552422                    0.0071467245
               32.620811                    0.0069067013
               32.689198                    0.0066329963
               32.757584                    0.0063278289
               32.825974                    0.0059935716
                32.89436                    0.0056327344
               32.962746                    0.0052479454
               33.031136                     0.004841933
               33.099522                    0.0044175079
               33.167908                    0.0039775418
               33.236298                    0.0035249547
               33.304684                    0.0030626922
               33.373074                    0.0025937075
                33.44146                    0.0021209414
               33.509846                    0.0016473085
               33.578236                    0.0011756779
               33.646622                   0.00070885458
               33.715008                   0.00024956741
               33.783398                  -0.00019955152
               33.851784                    -0.000635979
                33.92017                   -0.0010573132
                33.98856                   -0.0014612878
               34.056946                   -0.0018457855
               34.125336                   -0.0022088445
               34.193722                   -0.0025486713
               34.262108                   -0.0028636488
               34.330498                   -0.0031523418
               34.398884                   -0.0034135056
                34.46727                   -0.0036460881
                34.53566                   -0.0038492335
               34.604046                   -0.0040222853
               34.672432                   -0.0041647861
               34.740822                   -0.0042764777
               34.809208                   -0.0043572984
               34.877594                   -0.0044073798
               34.945984                    -0.004427047
                35.01437                   -0.0044168057
                35.08276                   -0.0043773428
               35.151146                    -0.004309515
               35.219532                   -0.0042143418
               35.287922                   -0.0040929965
               35.356308                   -0.0039467942
               35.424694                   -0.0037771843
               35.493084                   -0.0035857337
                35.56147                   -0.0033741205
               35.629856                    -0.003144118
               35.698246                   -0.0028975839
               35.766632                   -0.0026364464
               35.835018                   -0.0023626892
               35.903408                   -0.0020783402
               35.971794                    -0.001785455
               36.040184                   -0.0014861067
                36.10857                   -0.0011823716
               36.176956                  -0.00087631546
               36.245346                  -0.00056997867
               36.313732                  -0.00026536977
               36.382118                   3.5553938e-05
               36.450508                   0.00033089169
               36.518894                   0.00061881344
                36.58728                   0.00089756871
                36.65567                     0.001165499
               36.724056                    0.0014210425
               36.792442                    0.0016627461
               36.860832                    0.0018892699
               36.929218                    0.0020993918
               36.997608                    0.0022920182
               37.065994                    0.0024661859
                37.13438                    0.0026210658
                37.20277                    0.0027559653
               37.271156                    0.0028703324
               37.339542                    0.0029637539
               37.407932                    0.0030359589
               37.476318                    0.0030868149
               37.544704                    0.0031163278
               37.613094                    0.0031246394
                37.68148                    0.0031120246
               37.749866                    0.0030788865
               37.818256                    0.0030257534
               37.886642                    0.0029532707
               37.955032                    0.0028621973
               38.023418                    0.0027533986
               38.091805                    0.0026278384
               38.160194                    0.0024865712
                38.22858                    0.0023307356
               38.296967                    0.0021615436
               38.365356                     0.001980274
               38.433743                    0.0017882603
               38.502129                    0.0015868853
               38.570518                    0.0013775667
               38.638905                    0.0011617531
               38.707291                   0.00094090932
               38.775681                   0.00071651029
               38.844067                   0.00049003022
               38.912457                   0.00026293178
               38.980843                   3.6659327e-05
               39.049229                  -0.00018737068
               39.117619                  -0.00040777787
               39.186005                  -0.00062322803
               39.254391                  -0.00083243765
               39.322781                   -0.0010341838
               39.391167                   -0.0012273099
               39.459553                   -0.0014107327
               39.527943                   -0.0015834467
               39.596329                   -0.0017445311
               39.664715                   -0.0018931514
               39.733105                   -0.0020285659
               39.801491                   -0.0021501281
               39.869881                   -0.0022572894
               39.938267                   -0.0023496011
               40.006653                   -0.0024267165
               40.075043                   -0.0024883877
               40.143429                   -0.0025344712
               40.211815                   -0.0025649206
               40.280205                   -0.0025797936
               40.348591                   -0.0025792446
               40.416977                   -0.0025635231
               40.485367                   -0.0025329725
               40.553753                   -0.0024880234
               40.622139                   -0.0024291924
               40.690529                   -0.0023570787
               40.758915                   -0.0022723563
               40.827305                   -0.0021757705
               40.895691                   -0.0020681331
               40.964077                   -0.0019503157
               41.032467                   -0.0018232444
               41.100853                   -0.0016878936
               41.169239                    -0.001545281
               41.237629                   -0.0013964596
               41.306015                   -0.0012425128
               41.374401                   -0.0010845454
               41.442791                  -0.00092368067
               41.511177                  -0.00076105003
               41.579567                  -0.00059778936
               41.647953                  -0.00043503108
               41.716339                  -0.00027389865
               41.784729                  -0.00011549913
               41.853115                   3.9083043e-05
               41.921501                   0.00018879255
               41.989891                   0.00033260972
               42.058277                   0.00046955544
               42.126663                   0.00059869752
               42.195053                   0.00071915955
               42.263439                   0.00083012134
               42.331825                   0.00093083153
               42.400215                    0.0010206088
               42.468601                    0.0010988496
               42.536991                    0.0011650319
               42.605377                    0.0012187246
               42.673763                    0.0012595879
               42.742153                    0.0012873815
               42.810539                    0.0013019682
               42.878925                    0.0013033209
               42.947315                    0.0012915276
               43.015701                    0.0012667935
               43.084087                    0.0012294456
               43.152477                    0.0011799374
               43.220863                    0.0011188474
               43.289249                    0.0010468847
               43.357639                   0.00096488948
               43.426025                   0.00087383599
               43.494415                   0.00077482942
               43.562801                   0.00066910387
               43.631187                   0.00055802072
               43.699577                   0.00044306301
               43.767963                   0.00032583202
               43.836349                   0.00020803451
               43.904739                   9.1478898e-05
               43.973125                  -2.1939415e-05
               44.041512                  -0.00013025025
               44.109901                  -0.00023142484
               44.178288                   -0.0003233942
               44.246674                  -0.00040406937
               44.315063                  -0.00047136238
                44.38345                  -0.00052321563
               44.451839                    -0.000557622
               44.520226                   -0.0005726603
               44.588612                  -0.00056652451
               44.657001                  -0.00053755892
               44.725388                  -0.00048428911
               44.793774                  -0.00040546231
               44.862164                  -0.00030008136
                44.93055                  -0.00016744585
               44.998936                  -7.1920849e-06
               45.067326                   0.00018067678
               45.135712                   0.00039574777
               45.204098                   0.00063716387
               45.272488                   0.00090358948
               45.340874                    0.0011931844
               45.409264                    0.0015035761
                45.47765                    0.0018318371
               45.546036                    0.0021744689
               45.614426                    0.0025273911
               45.682812                    0.0028859382
               45.751198                    0.0032448655
               45.819588                    0.0035983596
               45.887974                    0.0039400612
                45.95636                    0.0042630988
                46.02475                    0.0045601283
               46.093136                    0.0048233885
               46.161522                    0.0050447597
               46.229912                    0.0052158427
               46.298298                    0.0053280434
               46.366688                    0.0053726686
               46.435074                    0.0053410381
                46.50346                    0.0052246014
                46.57185                    0.0050150617
               46.640236                     0.004704515
               46.708622                    0.0042855935
               46.777012                     0.003751612
               46.845398                    0.0030967267
               46.913784                    0.0023160842
               46.982174                    0.0014059863
                47.05056                   0.00036404037
               47.118946                  -0.00081068568
               47.187336                   -0.0021175237
               47.255722                   -0.0035540641
               47.324112                   -0.0051160362
               47.392498                   -0.0067971935
               47.460884                    -0.008589224
               47.529274                    -0.010481673
                47.59766                    -0.012461898
               47.666046                    -0.014515037
               47.734436                    -0.016624011
               47.802822                    -0.018769562
               47.871208                      -0.0209303
               47.939598                    -0.023082806
               48.007984                    -0.025201757
                48.07637                    -0.027260084
                48.14476                    -0.029229179
               48.213146                    -0.031079112
               48.281536                      -0.0327789
               48.349922                    -0.034296814
               48.418308                    -0.035600685
               48.486698                    -0.036658276
               48.555084                    -0.037437655
                48.62347                    -0.037907612
                48.69186                    -0.038038049
               48.760246                    -0.037800446
               48.828632                    -0.037168294
               48.897022                    -0.036117531
               48.965408                    -0.034626991
               49.033794                     -0.03267885
               49.102184                    -0.030259028
                49.17057                     -0.02735761
                49.23896                    -0.023969194
               49.307346                    -0.020093249
               49.375732                    -0.015734406
               49.444122                     -0.01090271
               49.512508                   -0.0056138206
               49.580894                   0.00011084312
               49.649284                     0.006244021
                49.71767                     0.012752591
               49.786057                     0.019597625
               49.854446                     0.026734522
               49.922832                     0.034113187
               49.991222                     0.041678332
               50.059608                     0.049369786
               50.127995                     0.057122953
               50.196384                      0.06486927
               50.264771                     0.072536789
               50.333157                     0.080050789
               50.401546                     0.087334462
               50.469933                     0.094309643
               50.538319                      0.10089758
               50.606709                      0.10701977
               50.675095                       0.1125988
               50.743481                      0.11755916
               50.811871                      0.12182819
               50.880257                      0.12533692
               50.948647                       0.1280209
               51.017033                      0.12982106
               51.085419                      0.13068454
               51.153809                      0.13056539
               51.222195                      0.12942532
               51.290581                       0.1272343
               51.358971                      0.12397114
               51.427357                      0.11962403
               51.495743                      0.11419082
               51.564133                      0.10767938
               51.632519                      0.10010779
               51.700905                     0.091504402
               51.769295                     0.081907839
               51.837681                     0.071366832
               51.906071                     0.059939969
               51.974457                     0.047695346
               52.042843                     0.034710079
               52.111233                     0.021069732
               52.179619                    0.0068676234
               52.248005                   -0.0077959332
               52.316395                    -0.022814495
               52.384781                    -0.038076431
               52.453167                    -0.053465921
               52.521557                    -0.068864025
               52.589943                    -0.084149785
               52.658329                    -0.099201366
               52.726719                     -0.11389721
               52.795105                     -0.12811723
               52.863495                      -0.1417439
               52.931881                     -0.15466347
               53.000267                     -0.16676705
               53.068657                      -0.1779516
               53.137043                     -0.18812108
               53.205429                     -0.19718724
               53.273819                     -0.20507056
               53.342205                     -0.21170098
               53.410591                     -0.21701859
               53.478981                     -0.22097419
               53.547367                     -0.22352974
               53.615753                     -0.22465873
               53.684143                     -0.22434635
               53.752529                     -0.22258966
               53.820919                     -0.21939752
