        Frequency / MHz                S1,1/arg,degrees
                   163.5                      -53.833735
               163.75999                      -56.433464
                  164.02                      -59.171007
                  164.28                      -62.050506
               164.53999                      -65.076226
                   164.8                      -68.252098
                  165.06                      -71.585122
               165.32001                      -75.085237
                  165.58                      -78.766874
                  165.84                      -82.650902
               166.10001                      -86.764534
                  166.36                      -91.143286
                  166.62                      -95.832074
                  166.88                      -100.88587
                  167.14                      -106.37166
               167.39999                      -112.36987
                  167.66                      -118.97571
                  167.92                      -126.29887
               168.17999                      -134.46024
                  168.44                      -143.57958
                   168.7                      -153.74902
               168.96001                       -164.9867
                  169.22                      -177.17679
                  169.48                       169.97525
               169.74001                        156.9204
                     170                       144.15964
               170.25999                       132.10595
                  170.52                       121.00202
                  170.78                       110.92558
               171.03999                       101.84187
                   171.3                        93.66258
                  171.56                       86.284009
               171.82001                       79.608018
                  172.08                       73.549365
                  172.34                       68.036257
               172.60001                       63.009019
                  172.86                       58.416618
                  173.12                       54.213592
                  173.38                       50.358196
                  173.64                       46.810431
               173.89999                       43.531724
                  174.16                       40.485238
                  174.42                       37.635904
               174.67999                       34.951695
                  174.94                       32.405289
                   175.2                       29.974399
               175.46001                       27.642406
                  175.72                       25.398718
                  175.98                       23.237429
               176.24001                       21.157445
                   176.5                       19.160187
               176.75999                       17.248501
                  177.02                        15.42533
                  177.28                       13.691992
               177.53999                       12.047721
                   177.8                       10.488689
                  178.06                       9.0077946
               178.32001                       7.5962952
                  178.58                       6.2432618
                  178.84                       4.9384224
               179.10001                       3.6727067
                  179.36                       2.4402124
                  179.62                       1.2389735
                  179.88                     0.071940107
                  180.14                      -1.0534564
               180.39999                      -2.1248672
                  180.66                      -3.1269926
                  180.92                      -4.0413636
               181.17999                      -4.8495111
                  181.44                      -5.5329677
                   181.7                      -6.0754486
               181.96001                      -6.4642773
                  182.22                      -6.6903843
                  182.48                      -6.7496153
               182.74001                      -6.6417534
                     183                      -6.3695295
               183.25999                      -5.9380798
                  183.52                      -5.3526509
                  183.78                      -4.6183782
               184.03999                      -3.7394146
                   184.3                      -2.7201321
                  184.56                      -1.5667588
               184.82001                     -0.29033312
                  185.08                       1.0906764
                  185.34                       2.5479657
               185.60001                       4.0427392
                  185.86                       5.5270208
                  186.12                       6.9477003
                  186.38                       8.2524298
                  186.64                       9.3948751
               186.89999                       10.339845
                  187.16                       11.066578
                  187.42                       11.568077
               187.67999                       11.851231
                  187.94                        11.93199
                   188.2                       11.833636
               188.46001                       11.582393
                  188.72                       11.204601
                  188.98                        10.72496
               189.24001                       10.164228
                   189.5                       9.5383635
               189.75999                       8.8581863
                  190.02                       8.1301421
                  190.28                       7.3564183
               190.53999                       6.5364688
                   190.8                        5.668433
                  191.06                       4.7504556
               191.32001                       3.7816618
                  191.58                        2.763144
                  191.84                       1.6985086
               192.10001                      0.59322017
                  192.36                     -0.54485332
                  192.62                      -1.7067504
                  192.88                      -2.8838379
                  193.14                      -4.0675914
               193.39999                      -5.2517828
                  193.66                      -6.4321486
                  193.92                       -7.607378
               194.17999                      -8.7795477
                  194.44                      -9.9528105
                   194.7                      -11.133941
               194.96001                       -12.33081
                  195.22                      -13.551391
                  195.48                      -14.802901
               195.74001                      -16.090584
                     196                      -17.417826
               196.25999                      -18.785175
                  196.52                      -20.190663
                  196.78                      -21.630906
               197.03999                      -23.100542
                   197.3                       -24.59455
                  197.56                        -26.1079
               197.82001                      -27.637209
                  198.08                      -29.180939
                  198.34                      -30.739643
               198.60001                      -32.316928
                  198.86                      -33.918031
                  199.12                      -35.549845
                  199.38                      -37.219908
                  199.64                      -38.935869
               199.89999                      -40.702543
                  200.16                      -42.524508
                  200.42                      -44.401115
               200.67999                      -46.329522
                  200.94                      -48.302082
                   201.2                      -50.307424
               201.46001                      -52.330256
                  201.72                      -54.351991
                  201.98                      -56.349903
               202.24001                        -58.2982
                   202.5                      -60.168032
               202.75999                      -61.926833
                  203.02                      -63.538102
                  203.28                      -64.960531
